콘텐츠ID,콘텐츠명_IPS,콘텐츠명_판매채널조회,콘텐츠형태,귀속법인,서비스유형,작가필명,등급,장르,세부장르,담당부서,담당자명,판매채널콘텐츠_전체,지급정산관리_존재_채널수,정산정보없음_채널수,사용안함_채널수,콘텐츠단위_rename_위험,권장조치
160141,그리니안 대륙의 전설,그리니안 대륙의 전설,소설,키다리스튜디오,,홀로선별,비성인,남성향,판타지,소설편집팀,이선근,10,6,4,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160142,이계황자 레토,이계황자 레토,소설,키다리스튜디오,,동초,비성인,남성향,판타지,소설편집팀,이선근,9,6,3,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160148,판타지 세계로 가다,판타지 세계로 가다,소설,키다리스튜디오,,토종토박,비성인,남성향,판타지,소설편집팀,이선근,6,5,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160158,얼음공작,얼음공작,소설,키다리스튜디오,,윤현,비성인,남성향,판타지,소설편집팀,이선근,8,6,2,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160194,영원보다긴사랑,영원보다긴사랑,소설,키다리스튜디오,,주드 데브루,비성인,여성향,로맨스,소설2팀,김인희,3,2,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160215,소뢰아,소뢰아,소설,키다리스튜디오,연재,강태산,성인,여성향,무협,소설편집팀,이선근,4,2,2,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160222,질풍마검사,질풍마검사,소설,키다리스튜디오,,인기영,비성인,여성향,판타지,소설편집팀,이선근,3,2,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160223,패왕마검사,패왕마검사,소설,키다리스튜디오,,,비성인,여성향,판타지,소설편집팀,이선근,9,5,4,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160227,부활의 시간,부활의 시간,소설,키다리스튜디오,,인기영,비성인,남성향,판타지,소설편집팀,이선근,9,5,4,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160316,2001년의베스트추리소설-오해,2001년의베스트추리소설-오해,소설,키다리스튜디오,,,비성인,기타,"기타,스릴러",소설2팀,김인희,3,2,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160349,제국의여인,제국의여인,소설,키다리스튜디오,,여나,비성인,여성향,현대로맨스,소설2팀,김인희,2,1,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
160363,욕망의끝자락,욕망의끝자락,소설,키다리스튜디오,,솔바람,성인,여성향,현대로맨스,소설2팀,김인희,2,1,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
241894,서브공이 메인공수의 첫사랑이어도 괜찮은 건가요?,서브공이 메인공수의 첫사랑이어도 괜찮은 건가요?,소설,키다리스튜디오,연재,"(하주인),하주인",성인,여성향,BL,소설유통팀,이규희,13,12,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
246384,[19금]시간여행자,[19금]시간여행자,소설,키다리스튜디오,,,성인,,판타지,웹툰사업부,박민지,3,1,2,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
246417,랑(狼),랑(狼),소설,키다리스튜디오,,,비성인,,무협,웹툰사업부,박민지,2,1,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
246457,혈루몽(血淚夢),혈루몽(血淚夢),소설,키다리스튜디오,,,비성인,,무협,웹툰사업부,박민지,2,1,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
246459,용혈명,용혈명,소설,키다리스튜디오,,,비성인,,무협,웹툰사업부,박민지,2,1,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
246467,묵혈랑,묵혈랑,소설,키다리스튜디오,,,비성인,,무협,웹툰사업부,박민지,4,1,3,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
246546,검가(劍家),검가(劍家),소설,키다리스튜디오,,이제성,비성인,,판타지,소설편집팀,이선근,2,1,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
246939,어쌔신마스터,어쌔신마스터,소설,키다리스튜디오,,검은전사,비성인,,판타지,소설편집팀,이선근,2,1,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
247055,폭풍야,폭풍야,소설,키다리스튜디오,,,비성인,,무협,웹툰사업부,박민지,3,2,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
247225,형수님뺏어먹기,형수님뺏어먹기,소설,키다리스튜디오,,김지혜,비성인,,현대로맨스,소설편집팀,이선근,3,2,1,0,Y,IPS 콘텐츠명 전체 rename 위험: 채널 단위 관리 필요
