순수판정,조치,플랫폼,S2판매채널명,판매채널콘텐츠ID,판매채널ID,콘텐츠ID,콘텐츠명,콘텐츠형태,판매채널명,사용안함_사용금지_표식,지급정산관리_존재,지급정산관리_판매채널명,지급정산관리_콘텐츠명,지급정산관리_콘텐츠ID,IPS_존재,콘텐츠명_IPS,담당부서,담당자명,장르,세부장르,원본파일,판매채널콘텐츠ID_빈값,지급정산관리_지급정산상태,지급정산관리_승인상태,귀속법인,서비스유형,작가필명,등급
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,526143,466,260783,충동적으로 살면 안됩니다,웹툰,올툰,N,N,,,,Y,충동적으로 살면 안됩니다,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"백윤,찬서",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,521871,466,260605,취중진담,웹툰,올툰,N,N,,,,Y,취중진담,웹툰사업부,박민지,여성향,"드라마,BL",올툰_원본.xlsx,N,,,키다리스튜디오,연재,타로맨,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,525495,466,260756,취향 저격,웹툰,올툰,N,N,,,,Y,취향 저격,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"송캐,우주비행사",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,522975,466,260651,치명적 이끌림,웹툰,올툰,N,N,,,,Y,치명적 이끌림,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,차소계,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,520599,466,260552,친구는 오작교에서,웹툰,올툰,N,N,,,,Y,친구는 오작교에서,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"도경빈,이서진",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,525279,466,260747,캠퍼스 러브 스토리,웹툰,올툰,N,N,,,,Y,캠퍼스 러브 스토리,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,깜냥,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,531255,466,260996,코노하라 나리세 패키지(외부유통)(단행본),웹툰,올툰,N,N,,,,Y,코노하라 나리세 패키지(외부유통)(단행본),웹툰사업부,박민지,여성향,"BL,드라마",올툰_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,523695,466,260681,크고 아름다워♥,웹툰,올툰,N,N,,,,Y,크고 아름다워♥,웹툰사업부,박민지,여성향,"로맨스,드라마",올툰_원본.xlsx,N,,,키다리스튜디오,연재,더점프이엔티,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,521607,466,260594,크리스마스에 기적이 생길 확률,웹툰,올툰,N,N,,,,Y,크리스마스에 기적이 생길 확률,웹툰사업부,박민지,여성향,로맨스,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"박한나,이은정,햄친",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,522063,466,260613,키워주세요!,웹툰,올툰,N,N,,,,Y,키워주세요!,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"Team NamolLala,나몰,라라",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,523575,466,260676,탐욕,웹툰,올툰,N,N,,,,Y,탐욕,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,523263,466,260663,파도의 아이,웹툰,올툰,N,N,,,,Y,파도의 아이,웹툰사업부,박민지,여성향,판타지,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"REG,르기",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,527967,466,260859,퍼스널 스페이스,웹툰,올툰,N,N,,,,Y,퍼스널 스페이스,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"mina,이채",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,527439,466,260837,퍼펙트 바디 파트너,웹툰,올툰,N,N,,,,Y,퍼펙트 바디 파트너,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"Cho sangduck,조상덕",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,523143,466,260658,페로몬!주의보,웹툰,올툰,N,N,,,,Y,페로몬!주의보,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,팽이버섯,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,528255,466,260871,페이드[개정판],웹툰,올툰,N,N,,,,Y,페이드[개정판],웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,529983,466,260943,페이백 [개정판](외부유통),웹툰,올툰,N,N,,,,Y,페이백 [개정판](외부유통),웹툰사업부,박민지,기타,,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,520527,466,260549,평범하지 않아,웹툰,올툰,N,N,,,,Y,평범하지 않아,웹툰사업부,박민지,여성향,"BL,개그",올툰_원본.xlsx,N,,,키다리스튜디오,연재,어진영,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,529695,466,260931,평행선이 만나는 날(외부유통),웹툰,올툰,N,N,,,,Y,평행선이 만나는 날(외부유통),웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,528063,466,260863,폐하는 나의 것,웹툰,올툰,N,N,,,,Y,폐하는 나의 것,웹툰사업부,박민지,여성향,로맨스,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"ARA,DoYeon,도연",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,521919,466,260607,폐하는 나의 것 [개정판],웹툰,올툰,N,N,,,,Y,폐하는 나의 것 [개정판],웹툰사업부,박민지,여성향,로맨스,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"ARA,도연",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,523335,466,260666,포지션(완결),웹툰,올툰,N,N,,,,Y,포지션(완결),웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"야얌이,지상",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,519543,466,260508,폭군 남편이 어쩐지 조신해졌다,웹툰,올툰,N,N,,,,Y,폭군 남편이 어쩐지 조신해졌다,웹툰사업부,박민지,남성향,동양로맨스,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,531447,466,261004,폭군에 빠진 공주님(외부유통),웹툰,올툰,N,N,,,,Y,폭군에 빠진 공주님(외부유통),웹툰사업부,박민지,여성향,"로맨스,드라마",올툰_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,521823,466,260603,폭군의 아이를 가졌습니다,웹툰,올툰,N,N,,,,Y,폭군의 아이를 가졌습니다,웹툰사업부,박민지,여성향,"로맨스,판타지",올툰_원본.xlsx,N,,,키다리스튜디오,연재,"Ryuran,SF_JD,류란",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,527175,466,260826,폴립,웹툰,올툰,N,N,,,,Y,폴립,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"NORU,노루",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,525015,466,260736,피그말리온,웹툰,올툰,N,N,,,,Y,피그말리온,웹툰사업부,박민지,여성향,"BL,판타지,개그",올툰_원본.xlsx,N,,,키다리스튜디오,연재,"dolmoonuh,Stone-Octopus,돌문어",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,526215,466,260786,피치못할 게이다!,웹툰,올툰,N,N,,,,Y,피치못할 게이다!,웹툰사업부,박민지,여성향,로맨스,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,520551,466,260550,하늘의 가녘,웹툰,올툰,N,N,,,,Y,하늘의 가녘,웹툰사업부,박민지,여성향,판타지,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,519855,466,260521,하이 클리어(HIGH CLEAR),웹툰,올툰,N,N,,,,Y,하이 클리어(HIGH CLEAR),웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,525327,466,260749,"할부로 해주세요, 마왕님!",웹툰,올툰,N,N,,,,Y,"할부로 해주세요, 마왕님!",웹툰사업부,박민지,여성향,"BL,판타지",올툰_원본.xlsx,N,,,키다리스튜디오,연재,판톰,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,524727,466,260724,해피메리엔딩,웹툰,올툰,N,N,,,,Y,해피메리엔딩,웹툰사업부,박민지,여성향,"드라마,BL",올툰_원본.xlsx,N,,,키다리스튜디오,연재,정수현,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,522255,466,260621,해피엔딩 따위 개나 줘버려,웹툰,올툰,N,N,,,,Y,해피엔딩 따위 개나 줘버려,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,아오후지 키이,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,527919,466,260857,핼러윈이라 리버스합니다!,웹툰,올툰,N,N,,,,Y,핼러윈이라 리버스합니다!,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,탕자감,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,525135,466,260741,허상의 관계,웹툰,올툰,N,N,,,,Y,허상의 관계,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"Jin Geun-A,진근아",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,526095,466,260781,혀의 열매,웹툰,올툰,N,N,,,,Y,혀의 열매,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"money,ماني,머니,문주원,莫尼",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,523647,466,260679,"형, 나는 안 돼?",웹툰,올툰,N,N,,,,Y,"형, 나는 안 돼?",웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,니은,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,522447,466,260629,호스트잇,웹툰,올툰,N,N,,,,Y,호스트잇,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,칸아,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,521463,466,260588,호식이 이야기 [개정판],웹툰,올툰,N,N,,,,Y,호식이 이야기 [개정판],웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,녹채,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,530487,466,260964,호텔 크리스마스 단편선_페니스 나비다(외부유통),웹툰,올툰,N,N,,,,Y,호텔 크리스마스 단편선_페니스 나비다(외부유통),웹툰사업부,박민지,여성향,"성인물,BL",올툰_원본.xlsx,N,,,키다리스튜디오,연재,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,523815,466,260686,혼란 Desire(혼란 디자이어),웹툰,올툰,N,N,,,,Y,혼란 Desire(혼란 디자이어),웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,리팬,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,531927,466,261024,혼란스럽게,웹툰,올툰,N,N,,,,Y,혼란스럽게,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"J.N.Gigabit,Snap Studio",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,525687,466,260764,환불불가 알파,웹툰,올툰,N,N,,,,Y,환불불가 알파,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"oh doyeon,Ohdoyeon,أو دو-يون,오도연",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,525951,466,260775,환생의 밤,웹툰,올툰,N,N,,,,Y,환생의 밤,웹툰사업부,박민지,여성향,"로맨스,판타지",올툰_원본.xlsx,N,,,키다리스튜디오,연재,고태야,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,523359,466,260667,황제님 in 러브홀릭,웹툰,올툰,N,N,,,,Y,황제님 in 러브홀릭,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,환자,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,522999,466,260652,회사원 K의 비밀,웹툰,올툰,N,N,,,,Y,회사원 K의 비밀,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"MORAK,모락,モラク",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,521247,466,260579,회사원 K의 비밀 [개정판],웹툰,올툰,N,N,,,,Y,회사원 K의 비밀 [개정판],웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,모락,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,522087,466,260614,후즈 더 라이어,웹툰,올툰,N,N,,,,Y,후즈 더 라이어,웹툰사업부,박민지,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,연재,"esse,إيسي,에쎄",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,529863,466,260938,"훈남의 덫에 빠지다 [개정판,웹툰](외부유통)",웹툰,올툰,N,N,,,,Y,"훈남의 덫에 빠지다 [개정판,웹툰](외부유통)",웹툰사업부,박민지,여성향,로맨스,올툰_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,527319,466,260832,흑백무상,웹툰,올툰,N,N,,,,Y,흑백무상,웹툰사업부,박민지,여성향,"드라마,판타지",올툰_원본.xlsx,N,,,키다리스튜디오,연재,"HEX6shui,Shituzi",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,831922,466,309291,히트 가이딩 (단행본),소설,올툰,N,N,,,,Y,히트 가이딩 (단행본),봄툰소설편집팀,배지은,여성향,BL,올툰_원본.xlsx,N,,,키다리스튜디오,단행본,도라방스,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰,528375,466,260876,히트앤런,웹툰,올툰,N,N,,,,Y,히트앤런,웹툰사업부,박민지,여성향,"드라마,BL",올툰_원본.xlsx,N,,,키다리스튜디오,연재,"Hong ssona,Hongssona,홍쏘나",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰(소설),853164,1108,323032,러브 바이트[봄툰KR],소설,올툰(소설),N,N,,,,Y,러브 바이트[봄툰KR],봄툰소설편집팀,허은지,여성향,BL,올툰(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,삐삐,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰(소설),632309,1108,308783,멸망한 세계의 유적 사냥꾼,소설,올툰(소설),N,N,,,,Y,멸망한 세계의 유적 사냥꾼,소설편집팀,천승민,남성향,판타지,올툰(소설)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,올툰,올툰(소설),810450,1108,321235,"부디, 당신께 바라기를",소설,올툰(소설),N,N,,,,Y,"부디, 당신께 바라기를",봄툰소설편집팀,배지은,여성향,로맨스판타지,올툰(소설)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),623474,92,306160,40대 다시한번 공부에 미쳐라,소설,원스토어(소설),N,N,,,,Y,40대 다시한번 공부에 미쳐라,소설유통팀,김성경,기타,일반서,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),655238,92,319642,F(에프),소설,원스토어(소설),N,N,,,,Y,F(에프),소설유통팀,김성경,,로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),649508,92,313912,FFF급 관심용사,소설,원스토어(소설),N,N,,,,Y,FFF급 관심용사,소설유통팀,김성경,,판타지,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),653416,92,317820,GPS,소설,원스토어(소설),N,N,,,,Y,GPS,소설유통팀,김성경,,기타,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),704580,92,318335,The SECRET 비밀,소설,원스토어(소설),N,N,,,,Y,The SECRET 비밀,소설유통팀,김성경,,로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),169466,92,108369,[세트] 가짜 성녀에게 죽음을,소설,원스토어(소설),N,N,,,,Y,[세트] 가짜 성녀에게 죽음을,소설유통팀,권소현,여성향,현대로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,한설온,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),589817,92,295614,[세트] 질풍록 疾風錄 (19금/전6권/완결),소설,원스토어(소설),N,N,,,,Y,[세트] 질풍록 疾風錄 (19금/전6권/완결),소설편집팀,홍지표,남성향,판타지,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),175565,92,109355,[연재] 가짜 성녀에게 죽음을,소설,원스토어(소설),N,N,,,,Y,[연재] 가짜 성녀에게 죽음을,소설유통팀,권소현,여성향,현대로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,연재,한설온,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),841228,92,109416,[연재] 나태한 연기 천재,소설,원스토어(소설),N,N,,,,Y,[연재] 나태한 연기 천재,소설편집팀,이선근,,현대판타지,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,연재,빅피쉬,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),874284,92,109544,[연재] 아이돌 공략법으로 데뷔합니다,소설,원스토어(소설),N,N,,,,Y,[연재] 아이돌 공략법으로 데뷔합니다,소설편집팀,이선근,,현대판타지,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,연재,당근맛쿠키,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),179466,92,109779,[연재]능력 믿고 막 간다,소설,원스토어(소설),N,N,,,,Y,[연재]능력 믿고 막 간다,소설편집팀,이선근,남성향,판타지,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,연재,반취객,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),183174,92,110155,[연재]제국의 연가,소설,원스토어(소설),N,N,,,,Y,[연재]제국의 연가,소설편집팀,이선근,,현대로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,연재,홍은재,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),647256,92,311660,a matter of time,소설,원스토어(소설),N,N,,,,Y,a matter of time,소설유통팀,김성경,,BL,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),671751,92,164475,she&sea,,원스토어(소설),N,N,,,,N,,,,,,원스토어(소설)_원본.xlsx,N,,,,,,
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),870820,92,111207,가난한 남자,소설,원스토어(소설),N,N,,,,Y,가난한 남자,소설편집팀,이선근,,현대로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,"령후,최정화 (령후)",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),778532,92,311880,가차없는 그대,소설,원스토어(소설),N,N,,,,Y,가차없는 그대,소설유통팀,김성경,,로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),655169,92,319573,가출천사 육성계약,소설,원스토어(소설),N,N,,,,Y,가출천사 육성계약,소설유통팀,김성경,,판타지,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),783368,92,314186,"갑질 하는 남자, 갑이 된 여자",소설,원스토어(소설),N,N,,,,Y,"갑질 하는 남자, 갑이 된 여자",소설유통팀,김성경,,로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),489668,92,247486,강간범의하소연,소설,원스토어(소설),N,N,,,,Y,강간범의하소연,소설편집팀,이선근,,기타,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),487817,92,160177,고검기,소설,원스토어(소설),N,N,,,,Y,고검기,소설편집팀,이선근,남성향,무협,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,와룡생,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),691572,92,312848,고양이의 안주인이 되어버렸다,소설,원스토어(소설),N,N,,,,Y,고양이의 안주인이 되어버렸다,소설유통팀,김성경,,로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),489450,92,247401,교도소의알몸수색,소설,원스토어(소설),N,N,,,,Y,교도소의알몸수색,소설편집팀,이선근,,기타,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),792934,92,316568,군주,소설,원스토어(소설),N,N,,,,Y,군주,소설유통팀,김성경,,,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,원스토어,원스토어(소설),680031,92,139013,그 사랑에 이의있다,소설,원스토어(소설),N,N,,,,Y,그 사랑에 이의있다,소설유통팀,권소현,여성향,로맨스,원스토어(소설)_원본.xlsx,N,,,키다리스튜디오,연재,핑크티,비성인
