순수판정,조치,플랫폼,S2판매채널명,판매채널콘텐츠ID,판매채널ID,콘텐츠ID,콘텐츠명,콘텐츠형태,판매채널명,사용안함_사용금지_표식,지급정산관리_존재,지급정산관리_판매채널명,지급정산관리_콘텐츠명,지급정산관리_콘텐츠ID,IPS_존재,콘텐츠명_IPS,담당부서,담당자명,장르,세부장르,원본파일,판매채널콘텐츠ID_빈값,지급정산관리_지급정산상태,지급정산관리_승인상태,귀속법인,서비스유형,작가필명,등급
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),675254,34,112272,능력 믿고 막 간다,소설,네이버_연재(광고수익),N,N,,,,Y,능력 믿고 막 간다,소설편집팀,이선근,남성향,판타지,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,단행본,반취객,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),630671,34,308318,대기업 말단이 일을 잘함,웹툰,네이버_연재(광고수익),N,N,,,,Y,대기업 말단이 일을 잘함,웹툰사업부,박민지,남성향,현대판타지,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),853141,34,323032,러브 바이트[봄툰KR],소설,네이버_연재(광고수익),N,N,,,,Y,러브 바이트[봄툰KR],봄툰소설편집팀,허은지,여성향,BL,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,단행본,삐삐,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),810433,34,321235,"부디, 당신께 바라기를",소설,네이버_연재(광고수익),N,N,,,,Y,"부디, 당신께 바라기를",봄툰소설편집팀,배지은,여성향,로맨스판타지,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),677869,34,113923,소뢰아,소설,네이버_연재(광고수익),N,N,,,,Y,소뢰아,소설편집팀,이선근,남성향,성인물,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),487150,34,246408,소크라테스(개정판),소설,네이버_연재(광고수익),N,N,,,,Y,소크라테스(개정판),소설편집팀,이선근,,,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,,코라 메이슨,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),560800,34,278167,악녀실격,소설,네이버_연재(광고수익),N,N,,,,Y,악녀실격,소설유통팀,이규희,여성향,로맨스판타지,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),889293,34,326854,얼굴 천재 아역이 연기를 잘함_웹소설 마스터콘텐츠라이선스계약_부속계약_주간무연시,소설,네이버_연재(광고수익),N,N,,,,Y,얼굴 천재 아역이 연기를 잘함_웹소설 마스터콘텐츠라이선스계약_부속계약_주간무연시,소설편집팀,김경민,남성향,현대판타지,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),708650,34,123695,원나잇 노썸씽,소설,네이버_연재(광고수익),N,N,,,,Y,원나잇 노썸씽,소설편집팀,이선근,여성향,로맨스,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,연재,간단,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),700531,34,318202,원나잇 노썸씽(15세 개정판),소설,네이버_연재(광고수익),N,N,,,,Y,원나잇 노썸씽(15세 개정판),소설유통팀,김성경,,로맨스,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),214093,34,114975,이 악당은 이제 제 겁니다,소설,네이버_연재(광고수익),N,N,,,,Y,이 악당은 이제 제 겁니다,소설유통팀,이규희,,로맨스판타지,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,연재,교시,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),718678,34,318814,잘못된 결혼: 나의 뱀파이어 남편,소설,네이버_연재(광고수익),N,N,,,,Y,잘못된 결혼: 나의 뱀파이어 남편,소설유통팀,김성경,,로맨스,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),884399,34,326572,천재 배우가 청소를 잘함,소설,네이버_연재(광고수익),N,N,,,,Y,천재 배우가 청소를 잘함,소설편집팀,홍지표,남성향,현대판타지,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),711710,34,314962,테스트 2,소설,네이버_연재(광고수익),N,N,,,,Y,테스트 2,소설유통팀,김성경,,,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),716832,34,116350,호협천추,소설,네이버_연재(광고수익),N,N,,,,Y,호협천추,소설편집팀,이선근,남성향,무협,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_연재(광고수익),223805,34,116488,후회물 남주를 잘못 훈육해버렸다 (연재),소설,네이버_연재(광고수익),N,N,,,,Y,후회물 남주를 잘못 훈육해버렸다 (연재),봄툰소설편집팀,김수지(A),,로맨스판타지,네이버_연재(광고수익)_원본.xlsx,N,,,키다리스튜디오,연재,페릴,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,109476,36,108959,[세트]시나브로 성인 육감소설 중편선(전5권 완결),소설,네이버_일반,N,N,,,,Y,[세트]시나브로 성인 육감소설 중편선(전5권 완결),소설편집팀,이선근,,성인물,네이버_일반_원본.xlsx,N,,,키다리스튜디오,단행본,시나브로,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,677958,36,114308,惡魔,소설,네이버_일반,N,N,,,,Y,惡魔,소설편집팀,이선근,,일반서,네이버_일반_원본.xlsx,N,,,키다리스튜디오,단행본,안회남,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,883440,36,326477,괴롭혀주세요 악역 아가씨,웹툰,네이버_일반,N,N,,,,Y,괴롭혀주세요 악역 아가씨,해외사업팀,양은지,여성향,GL,네이버_일반_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,488838,36,247125,나를변화시키는좋은습관(실천편),소설,네이버_일반,N,N,,,,Y,나를변화시키는좋은습관(실천편),소설편집팀,이선근,,,네이버_일반_원본.xlsx,N,,,키다리스튜디오,,한창욱,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,630672,36,308318,대기업 말단이 일을 잘함,웹툰,네이버_일반,N,N,,,,Y,대기업 말단이 일을 잘함,웹툰사업부,박민지,남성향,현대판타지,네이버_일반_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,853142,36,323032,러브 바이트[봄툰KR],소설,네이버_일반,N,N,,,,Y,러브 바이트[봄툰KR],봄툰소설편집팀,허은지,여성향,BL,네이버_일반_원본.xlsx,N,,,키다리스튜디오,단행본,삐삐,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,677874,36,113923,소뢰아,소설,네이버_일반,N,N,,,,Y,소뢰아,소설편집팀,이선근,남성향,성인물,네이버_일반_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,487167,36,246408,소크라테스(개정판),소설,네이버_일반,N,N,,,,Y,소크라테스(개정판),소설편집팀,이선근,,,네이버_일반_원본.xlsx,N,,,키다리스튜디오,,코라 메이슨,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,489579,36,247441,속살의숨결(무삭제판),소설,네이버_일반,N,N,,,,Y,속살의숨결(무삭제판),소설편집팀,이선근,,기타,네이버_일반_원본.xlsx,N,,,키다리스튜디오,,유나,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,489224,36,247301,승승장구농심위풍당당삼양,소설,네이버_일반,N,N,,,,Y,승승장구농심위풍당당삼양,소설편집팀,이선근,,,네이버_일반_원본.xlsx,N,,,키다리스튜디오,,"김은국,전수영",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,890384,36,114096,시나브로 성인 감각소설 중편선,소설,네이버_일반,N,N,,,,Y,시나브로 성인 감각소설 중편선,소설편집팀,이선근,,일반서,네이버_일반_원본.xlsx,N,,,키다리스튜디오,단행본,시나브로,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,560801,36,278167,악녀실격,소설,네이버_일반,N,N,,,,Y,악녀실격,소설유통팀,이규희,여성향,로맨스판타지,네이버_일반_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,693215,36,319789,이상한 고양이 연립주택,소설,네이버_일반,N,N,,,,Y,이상한 고양이 연립주택,소설유통팀,김성경,,,네이버_일반_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,116061,36,115377,조선의 카사노바 소금장수 김생,소설,네이버_일반,N,N,,,,Y,조선의 카사노바 소금장수 김생,소설편집팀,이선근,,일반서,네이버_일반_원본.xlsx,N,,,키다리스튜디오,단행본,이수광,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,785166,36,314962,테스트 2,소설,네이버_일반,N,N,,,,Y,테스트 2,소설유통팀,김성경,,,네이버_일반_원본.xlsx,N,,,키다리스튜디오,,,-
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,716837,36,116350,호협천추,소설,네이버_일반,N,N,,,,Y,호협천추,소설편집팀,이선근,남성향,무협,네이버_일반_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_일반,702174,36,116357,혼비백산,소설,네이버_일반,N,N,,,,Y,혼비백산,소설편집팀,이선근,남성향,무협,네이버_일반_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,189648,37,111138,Cool한 일처다부제를 지지한다,소설,네이버_장르,N,N,,,,Y,Cool한 일처다부제를 지지한다,소설편집팀,이선근,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,"시아,이혜경",성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,179455,37,109779,[연재]능력 믿고 막 간다,소설,네이버_장르,N,N,,,,Y,[연재]능력 믿고 막 간다,소설편집팀,이선근,남성향,판타지,네이버_장르_원본.xlsx,N,,,키다리스튜디오,연재,반취객,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,181005,37,109919,[연재]베스트 단편 추리소설 걸작선,소설,네이버_장르,N,N,,,,Y,[연재]베스트 단편 추리소설 걸작선,소설편집팀,이선근,남성향,일반서,네이버_장르_원본.xlsx,N,,,키다리스튜디오,연재,한국추리작가협회,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,163703,37,160340,新채이와배우사이,소설,네이버_장르,N,N,,,,Y,新채이와배우사이,소설2팀,김인희,여성향,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,,여나,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,111920,37,111358,검정대륙행,소설,네이버_장르,N,N,,,,Y,검정대륙행,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,"사마달,사마달, 백창렬,사마달,백창렬",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,883441,37,326477,괴롭혀주세요 악역 아가씨,웹툰,네이버_장르,N,N,,,,Y,괴롭혀주세요 악역 아가씨,해외사업팀,양은지,여성향,GL,네이버_장르_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,192468,37,111572,구룡겁,소설,네이버_장르,N,N,,,,Y,구룡겁,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,천중행,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,192806,37,111607,군(軍),소설,네이버_장르,N,N,,,,Y,군(軍),소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,천중행,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,843037,37,112049,내 사랑 미스터 바르셀로나,소설,네이버_장르,N,N,,,,Y,내 사랑 미스터 바르셀로나,소설편집팀,이선근,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,이향,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,630673,37,308318,대기업 말단이 일을 잘함,웹툰,네이버_장르,N,N,,,,Y,대기업 말단이 일을 잘함,웹툰사업부,박민지,남성향,현대판타지,네이버_장르_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,198224,37,112460,대상천하,소설,네이버_장르,N,N,,,,Y,대상천하,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,"천중행,천중행박재영",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,853143,37,323032,러브 바이트[봄툰KR],소설,네이버_장르,N,N,,,,Y,러브 바이트[봄툰KR],봄툰소설편집팀,허은지,여성향,BL,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,삐삐,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,804409,37,112914,마황,소설,네이버_장르,N,N,,,,Y,마황,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,"김능하,김능하, 김영",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,113528,37,112918,만강홍,소설,네이버_장르,N,N,,,,Y,만강홍,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,독고홍,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,894345,37,247178,매지컬리티,소설,네이버_장르,N,N,,,,Y,매지컬리티,소설편집팀,이선근,,판타지,네이버_장르_원본.xlsx,N,,,키다리스튜디오,,김기준,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,163727,37,160362,몸으로우는소쩍새,소설,네이버_장르,N,N,,,,Y,몸으로우는소쩍새,소설2팀,김인희,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,,솔바람,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,858632,37,247435,"못난아,못난아",소설,네이버_장르,N,N,,,,Y,"못난아,못난아",소설편집팀,이선근,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,,오늘나,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,113690,37,113074,무림귀공자,소설,네이버_장르,N,N,,,,Y,무림귀공자,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,군옥당,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,810434,37,321235,"부디, 당신께 바라기를",소설,네이버_장르,N,N,,,,Y,"부디, 당신께 바라기를",봄툰소설편집팀,배지은,여성향,로맨스판타지,네이버_장르_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,204996,37,113460,불륜 마인드,소설,네이버_장르,N,N,,,,Y,불륜 마인드,소설편집팀,이선근,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,베릴 K,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,205351,37,113522,비누향,소설,네이버_장르,N,N,,,,Y,비누향,소설편집팀,이선근,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,녹색사막,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,589717,37,295552,사자애(使者愛) [단행본],소설,네이버_장르,N,N,,,,Y,사자애(使者愛) [단행본],소설2팀,김인희,여성향,로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,206736,37,113754,삼랑소,소설,네이버_장르,N,N,,,,Y,삼랑소,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,"천중행,천중행박재영",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,163304,37,160151,소설황당무계,소설,네이버_장르,N,N,,,,Y,소설황당무계,소설2팀,김인희,기타,기타,네이버_장르_원본.xlsx,N,,,키다리스튜디오,,박소천,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,114680,37,114040,숨이 멎을 듯,소설,네이버_장르,N,N,,,,Y,숨이 멎을 듯,소설편집팀,이선근,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,여름궁전,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,209289,37,114193,십교종사,소설,네이버_장르,N,N,,,,Y,십교종사,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,천중행,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,560802,37,278167,악녀실격,소설,네이버_장르,N,N,,,,Y,악녀실격,소설유통팀,이규희,여성향,로맨스판타지,네이버_장르_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,210278,37,114370,애검몽,소설,네이버_장르,N,N,,,,Y,애검몽,소설편집팀,이선근,남성향,"성인물,무협",네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,163732,37,160366,얼룩진자리,소설,네이버_장르,N,N,,,,Y,얼룩진자리,소설2팀,김인희,여성향,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,,달로 외 14명,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,211288,37,114555,여탐정 최유리 시리즈,소설,네이버_장르,N,N,,,,Y,여탐정 최유리 시리즈,소설편집팀,이선근,,일반서,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,백휴,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,212582,37,114756,요마겁,소설,네이버_장르,N,N,,,,Y,요마겁,소설편집팀,이선근,남성향,"성인물,무협",네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,804418,37,114757,요절복통,소설,네이버_장르,N,N,,,,Y,요절복통,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,213041,37,114801,용투야,소설,네이버_장르,N,N,,,,Y,용투야,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,천중행,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,115524,37,114854,원월만도,소설,네이버_장르,N,N,,,,Y,원월만도,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,"고룡,고룡 | 박영창 번역",비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,115547,37,114877,위소보전,소설,네이버_장르,N,N,,,,Y,위소보전,소설편집팀,이선근,,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,전용,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,115578,37,114905,유령의 노래,소설,네이버_장르,N,N,,,,Y,유령의 노래,소설편집팀,이선근,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,윤쓰,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,213861,37,114922,유혹하는 겁니까? 합본,소설,네이버_장르,N,N,,,,Y,유혹하는 겁니까? 합본,소설편집팀,이선근,,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,합본,반트,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,214154,37,114987,이름을 세 번 부를 때까지,소설,네이버_장르,N,N,,,,Y,이름을 세 번 부를 때까지,봄툰소설편집팀,허은지,여성향,BL,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,두고,성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,843043,37,115001,이방인의 청혼,소설,네이버_장르,N,N,,,,Y,이방인의 청혼,소설2팀,김인희,여성향,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,설규연,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,804420,37,115241,쟁패천하,소설,네이버_장르,N,N,,,,Y,쟁패천하,소설편집팀,이선근,,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,강태산,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,215944,37,115305,절대마조,소설,네이버_장르,N,N,,,,Y,절대마조,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,천중행,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,215998,37,115311,절대쌍웅,소설,네이버_장르,N,N,,,,Y,절대쌍웅,소설편집팀,이선근,남성향,무협,네이버_장르_원본.xlsx,N,,,키다리스튜디오,단행본,군옥당,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,843044,37,160349,제국의여인,소설,네이버_장르,N,N,,,,Y,제국의여인,소설2팀,김인희,여성향,현대로맨스,네이버_장르_원본.xlsx,N,,,키다리스튜디오,,여나,비성인
01_정산정보없음_판매채널콘텐츠ID,정산정보 없음 후보. 지급정산관리 등록 전 매핑 금지.,네이버,네이버_장르,163763,37,160396,조선명탐정정약용-밀행,소설,네이버_장르,N,N,,,,Y,조선명탐정정약용-밀행,소설2팀,김인희,기타,"기타,스릴러",네이버_장르_원본.xlsx,N,,,키다리스튜디오,,여설하,비성인
