콘텐츠ID,콘텐츠명_IPS,콘텐츠명_판매채널조회,콘텐츠형태,귀속법인,서비스유형,작가필명,등급,장르,세부장르,담당부서,담당자명,판매채널콘텐츠_전체,지급정산관리_존재_채널수,정산정보없음_채널수,사용안함_채널수,콘텐츠단위_rename_위험,권장조치
160317,SEX실전테크닉,SEX실전테크닉,소설,키다리스튜디오,,,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160328,그놈의달콤한키스는슬프고도아름다운유혹,그놈의달콤한키스는슬프고도아름다운유혹,소설,키다리스튜디오,,엄마쟤흙먹어,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160330,야생녀 내 여자 만들기,야생녀 내 여자 만들기,소설,키다리스튜디오,,정우연,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160332,그여자의숲,그여자의숲,소설,키다리스튜디오,,이시경,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160333,홀로서기,홀로서기,소설,키다리스튜디오,,송아지,비성인,여성향,현대로맨스,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160334,그녀가돌아왔다,그녀가돌아왔다,소설,키다리스튜디오,,송아지,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160336,운명에게,운명에게,소설,키다리스튜디오,,,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160337,7살차이,7살차이,소설,키다리스튜디오,,지필묵,비성인,여성향,현대로맨스,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160340,新채이와배우사이,新채이와배우사이,소설,키다리스튜디오,,여나,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160341,신채이와배우사이,신채이와배우사이,소설,키다리스튜디오,,,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160342,문득,문득,소설,키다리스튜디오,,참선,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160346,운명을거부하는여자,운명을거부하는여자,소설,키다리스튜디오,,아르휘나,성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160347,LUST,LUST,소설,키다리스튜디오,,안개꽃,성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160354,이시대의민며느리,이시대의민며느리,소설,키다리스튜디오,,kenzi,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160355,우울증여자결벽증남자,우울증여자결벽증남자,소설,키다리스튜디오,,,비성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160362,몸으로우는소쩍새,몸으로우는소쩍새,소설,키다리스튜디오,,솔바람,성인,,현대로맨스,소설2팀,김인희,4,0,4,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160366,얼룩진자리,얼룩진자리,소설,키다리스튜디오,,달로 외 14명,비성인,여성향,현대로맨스,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160384,러브바이러스,러브바이러스,소설,키다리스튜디오,,불꽃타호,비성인,기타,공포,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160387,만약에,만약에,소설,키다리스튜디오,,토리에,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160388,글로리하우스의뒷담화,글로리하우스의뒷담화,소설,키다리스튜디오,,명안,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160396,조선명탐정정약용-밀행,조선명탐정정약용-밀행,소설,키다리스튜디오,,여설하,비성인,기타,"기타,스릴러",소설2팀,김인희,5,0,5,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160397,섹스공화국,섹스공화국,소설,키다리스튜디오,,발칵,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160398,유전자의절규:제4회아이작가S문학공모당선작,유전자의절규:제4회아이작가S문학공모당선작,소설,키다리스튜디오,,소설백,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160426,내애인은9금,내애인은9금,소설,키다리스튜디오,,해늘,성인,여성향,현대로맨스,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160434,신나는자동차마을,신나는자동차마을,소설,키다리스튜디오,,한얼교육,비성인,기타,"기타,성인물",소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160435,꼴찌초록이,꼴찌초록이,소설,키다리스튜디오,,,비성인,기타,"기타,성인물",소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160436,고양이수프,고양이수프,소설,키다리스튜디오,,한얼교육,비성인,기타,"기타,성인물",소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160437,꽃씨를심는우체부,꽃씨를심는우체부,소설,키다리스튜디오,,한얼교육,비성인,기타,"기타,성인물",소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160438,꿈꾸는갈색곰,꿈꾸는갈색곰,소설,키다리스튜디오,,한얼교육,비성인,기타,"기타,성인물",소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160439,모델이된키다리공주,모델이된키다리공주,소설,키다리스튜디오,,이미애,비성인,기타,"기타,성인물",소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160440,별님반개미선생님,별님반개미선생님,소설,키다리스튜디오,,안미연,비성인,기타,"기타,성인물",소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160442,정략결혼부,정략결혼부,소설,키다리스튜디오,,,성인,여성향,BL,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160463,호빠에갔다,호빠에갔다,소설,키다리스튜디오,,밝힘공주,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160469,미친남편,미친남편,소설,키다리스튜디오,,매드소울,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160492,사모님과마사지알바생,사모님과마사지알바생,소설,키다리스튜디오,,야색마,성인,기타,기타,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160497,사장님의아내와,사장님의아내와,소설,키다리스튜디오,,돌쇠,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160507,아내의엄마,아내의엄마,소설,키다리스튜디오,,강민,성인,기타,기타,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160510,나쁜며느리,나쁜며느리,소설,키다리스튜디오,,강민,성인,기타,기타,소설2팀,김인희,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
160513,모녀의외도,모녀의외도,소설,키다리스튜디오,,육봉남,성인,기타,기타,소설2팀,김인희,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
163633,,마리얼레트리,,,,,,,,,,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
164475,,she&sea,,,,,,,,,,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
164506,,납골당의 어린왕자,,,,,,,,,,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
164891,,왕립육군 로빈중대,,,,,,,,,,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
165705,,별을 찾는 모험자와 달을 지키는 기사,,,,,,,,,,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
167414,,수상한 레시피,,,,,,,,,,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246315,조선명탐정정약용-암행(暗行),조선명탐정정약용-암행(暗行),소설,키다리스튜디오,,여설하,비성인,,"기타,스릴러",소설편집팀,이선근,4,0,4,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246316,"보고싶은나라,알고싶은나라-태국","보고싶은나라,알고싶은나라-태국",소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246317,사랑할땐왜눈을감는것일까?:별밤호기심물음대전원고,사랑할땐왜눈을감는것일까?:별밤호기심물음대전원고,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246323,"기사,그판타지의세계","기사,그판타지의세계",소설,키다리스튜디오,,,비성인,,판타지,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246327,최고의다이아몬드:보석이야기,최고의다이아몬드:보석이야기,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246328,최고의악인들,최고의악인들,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246329,보스의가정부,보스의가정부,소설,키다리스튜디오,,여나,비성인,,현대로맨스,소설편집팀,이선근,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246330,삼인행,삼인행,소설,키다리스튜디오,,박노갑,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246333,"남과여,첫경험은어떻게다를까?","남과여,첫경험은어떻게다를까?",소설,키다리스튜디오,,,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246334,"마약,천사의가루?:환각제","마약,천사의가루?:환각제",소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246336,혜정교살인사건,혜정교살인사건,소설,키다리스튜디오,,백휴,비성인,,"기타,스릴러",소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246339,개와고양이의진실,개와고양이의진실,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246340,사계절세계의축제,사계절세계의축제,소설,키다리스튜디오,,,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246341,신기한세상재미난이야기-학교이야기,신기한세상재미난이야기-학교이야기,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246343,신기한세상재미난이야기-역사속의실패담,신기한세상재미난이야기-역사속의실패담,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246344,신기한세상재미난이야기-자동차이야기,신기한세상재미난이야기-자동차이야기,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246345,신기한세상재미난이야기-초콜릿과아이스크림,신기한세상재미난이야기-초콜릿과아이스크림,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246346,알고싶어요눈의미스테리:알고싶어요눈의잡학,알고싶어요눈의미스테리:알고싶어요눈의잡학,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246350,재미있는영어이야기-영어속담,재미있는영어이야기-영어속담,소설,키다리스튜디오,,서현봉 편저,비성인,여성향,,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246392,아동복사이즈그녀,아동복사이즈그녀,소설,키다리스튜디오,,마녀,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246408,소크라테스(개정판),소크라테스(개정판),소설,키다리스튜디오,,코라 메이슨,비성인,,,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246634,조우,조우,소설,키다리스튜디오,,히치콕,비성인,,공포,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246656,균열을앓다,균열을앓다,소설,키다리스튜디오,,푸른별,비성인,,현대로맨스,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246909,불사종사령,불사종사령,소설,키다리스튜디오,,해천인,비성인,,무협,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246923,야생고양이,야생고양이,소설,키다리스튜디오,,알라쥬,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246945,금수사,금수사,소설,키다리스튜디오,,"와룡생,와룡생 | 왕문정 번역",비성인,,무협,소설편집팀,이선근,4,0,4,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246956,SinoftheCreationI,SinoftheCreationI,소설,키다리스튜디오,,박경택,비성인,,판타지,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246977,악역이사는법,악역이사는법,소설,키다리스튜디오,,늑대77,성인,여성향,BL,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
246987,까페라나,까페라나,소설,키다리스튜디오,,김경란,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247004,섀도우월드,섀도우월드,소설,키다리스튜디오,,김정욱,비성인,,판타지,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247064,황홀한악연(연재),황홀한악연(연재),소설,키다리스튜디오,연재,야로안,성인,여성향,TL,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247065,늑대와마법사와패치워크숲(연재),늑대와마법사와패치워크숲(연재),소설,키다리스튜디오,연재,봄봄치,성인,여성향,TL,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247101,신기한세상재미난이야기-남극탐험,신기한세상재미난이야기-남극탐험,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247102,신기한세상재미난이야기-동화이야기,신기한세상재미난이야기-동화이야기,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247103,신기한세상재미난이야기-맛있는식탁,신기한세상재미난이야기-맛있는식탁,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247104,신기한세상재미난이야기-브랜드이야기,신기한세상재미난이야기-브랜드이야기,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247105,신기한세상재미난이야기-스포츠이야기,신기한세상재미난이야기-스포츠이야기,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247106,신기한세상재미난이야기-신기한세계풍속,신기한세상재미난이야기-신기한세계풍속,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247107,신기한세상재미난이야기-월드컵이야기,신기한세상재미난이야기-월드컵이야기,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247108,신기한세상재미난이야기-이것이세계최초!,신기한세상재미난이야기-이것이세계최초!,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247109,신기한세상재미난이야기-진기한발명,신기한세상재미난이야기-진기한발명,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247110,신기한세상재미난이야기-축제!기념일속으로!,신기한세상재미난이야기-축제!기념일속으로!,소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247112,"창부,그렇지만미녀?","창부,그렇지만미녀?",소설,키다리스튜디오,,편집부,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247125,나를변화시키는좋은습관(실천편),나를변화시키는좋은습관(실천편),소설,키다리스튜디오,,한창욱,비성인,,,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247134,등대,등대,소설,키다리스튜디오,,책벌거지,비성인,,현대로맨스,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247158,황홀한악연외전,황홀한악연외전,소설,키다리스튜디오,,야로안,성인,여성향,TL,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247163,좀비의사색,좀비의사색,소설,키다리스튜디오,,오늘나,비성인,,공포,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247168,간병인,간병인,소설,키다리스튜디오,,정완,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247175,드보르작프로젝트,드보르작프로젝트,소설,키다리스튜디오,,오세민,비성인,,기타,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247178,매지컬리티,매지컬리티,소설,키다리스튜디오,,김기준,비성인,,판타지,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247180,뫼비우스의띠,뫼비우스의띠,소설,키다리스튜디오,,토리에,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247181,불타는야망의도박,불타는야망의도박,소설,키다리스튜디오,,안홍열,비성인,,"기타,스릴러",소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247183,사막의나라물의신녀,사막의나라물의신녀,소설,키다리스튜디오,,이지혜,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247185,소울브로커,소울브로커,소설,키다리스튜디오,,김춘원,비성인,,판타지,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247186,"순진걸,세남자에게입술빼앗기다!","순진걸,세남자에게입술빼앗기다!",소설,키다리스튜디오,,이지영,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247188,애정모랄,애정모랄,소설,키다리스튜디오,,바닐라스카이,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247190,영웅의도시,영웅의도시,소설,키다리스튜디오,,이원호,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247192,옷깃인연,옷깃인연,소설,키다리스튜디오,,남궁률,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247193,이사가는날,이사가는날,소설,키다리스튜디오,,봉원근,비성인,,"기타,스릴러",소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247195,이터,이터,소설,키다리스튜디오,,전태수,비성인,,판타지,소설편집팀,이선근,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247205,카르딘,카르딘,소설,키다리스튜디오,,심재근,비성인,,판타지,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247206,트래블러,트래블러,소설,키다리스튜디오,,김상현,비성인,,판타지,소설편집팀,이선근,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247208,"한살연하,꽃미남들과지금은동거중?!","한살연하,꽃미남들과지금은동거중?!",소설,키다리스튜디오,,슈빈,비성인,,현대로맨스,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247226,톨스토이의어떻게살것인가,톨스토이의어떻게살것인가,소설,키다리스튜디오,,,비성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247227,시집가기전에한번줘,시집가기전에한번줘,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247228,친구여자몽땅따먹기,친구여자몽땅따먹기,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247229,신체검사하다따먹기,신체검사하다따먹기,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247230,아들애인을범하다,아들애인을범하다,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247231,노래방도우미엄마친구를,노래방도우미엄마친구를,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247232,형부언니왔어빨리빼,형부언니왔어빨리빼,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247234,"당신,거기있어줄래요?","당신,거기있어줄래요?",소설,키다리스튜디오,,,비성인,,,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247238,자극적인모녀,자극적인모녀,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247240,남편친구와,남편친구와,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247241,섹스알바,섹스알바,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247242,바람난새댁,바람난새댁,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247243,황홀한불륜,황홀한불륜,소설,키다리스튜디오,,,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247263,"그들의일탈,그리고베스트셀러(무삭제판)","그들의일탈,그리고베스트셀러(무삭제판)",소설,키다리스튜디오,,가가,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247264,나는블랙홀로간다,나는블랙홀로간다,소설,키다리스튜디오,,가가,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247266,리얼베드신(무삭제판),리얼베드신(무삭제판),소설,키다리스튜디오,,가가,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247267,세번의사랑,세번의사랑,소설,키다리스튜디오,,가가,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247269,연적(戀敵),연적(戀敵),소설,키다리스튜디오,,가가,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247270,이죽일놈의욕망(무삭제판),이죽일놈의욕망(무삭제판),소설,키다리스튜디오,,가가,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247271,"제왕의첩,후궁","제왕의첩,후궁",소설,키다리스튜디오,,가가,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247272,관능의바람슬픈섹스(무삭제판),관능의바람슬픈섹스(무삭제판),소설,키다리스튜디오,,김 현,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247273,동생여친모조리따먹기,동생여친모조리따먹기,소설,키다리스튜디오,,김 현,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247274,어떻게사랑해드릴까요?(무삭제판),어떻게사랑해드릴까요?(무삭제판),소설,키다리스튜디오,,김 현,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247275,깊고붉은방(무삭제판),깊고붉은방(무삭제판),소설,키다리스튜디오,,김현,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247276,네가대신넣어줄래?,네가대신넣어줄래?,소설,키다리스튜디오,,김현,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247277,도발적인형수의자위,도발적인형수의자위,소설,키다리스튜디오,,김현,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
247278,언제까지훔쳐볼거야,언제까지훔쳐볼거야,소설,키다리스튜디오,,김현,성인,,기타,소설편집팀,이선근,1,0,1,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
