콘텐츠ID,콘텐츠명_IPS,콘텐츠명_판매채널조회,콘텐츠형태,귀속법인,서비스유형,작가필명,등급,장르,세부장르,담당부서,담당자명,판매채널콘텐츠_전체,지급정산관리_존재_채널수,정산정보없음_채널수,사용안함_채널수,콘텐츠단위_rename_위험,권장조치
260726,인사이드(INSIDE),인사이드(INSIDE),웹툰,키다리스튜디오,연재,화양,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260728,왓 더 프렌드?!,왓 더 프렌드?!,웹툰,키다리스튜디오,연재,"Hasoup,Wanbu,هيهسوب,وانبو,완부,해숲",성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260729,상즉불리,상즉불리,웹툰,키다리스튜디오,연재,"Soorak,수락",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260730,금발의 정령사,금발의 정령사,웹툰,키다리스튜디오,연재,"Domac,Geulbi,GLBY,글비,도막,윤지완",비성인,여성향,"로맨스,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260731,원조교제 아닌데요?,원조교제 아닌데요?,웹툰,키다리스튜디오,연재,,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260732,[Hip] 고수위 로맨스 단편선,[Hip] 고수위 로맨스 단편선,웹툰,키다리스튜디오,연재,"고요(꽃잎이톡톡),꼬롬,너굴,닉스(nyx),마뇽,마승리,야담가,햄록,희수",성인,여성향,"로맨스,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260736,피그말리온,피그말리온,웹툰,키다리스튜디오,연재,"dolmoonuh,Stone-Octopus,돌문어",비성인,여성향,"BL,판타지,개그",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260737,악몽을 보는 별들,악몽을 보는 별들,웹툰,키다리스튜디오,연재,란게,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260739,우프울프,우프울프,웹툰,키다리스튜디오,연재,,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260741,허상의 관계,허상의 관계,웹툰,키다리스튜디오,연재,"Jin Geun-A,진근아",비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260744,달빛 하울링,달빛 하울링,웹툰,키다리스튜디오,연재,"PING,VAN,별나래,이리나",성인,여성향,"BL,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260745,섹다르게 해요,섹다르게 해요,웹툰,키다리스튜디오,연재,"PASKIM,김파스",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260746,두겹의 민낯,두겹의 민낯,웹툰,키다리스튜디오,연재,부라노,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260747,캠퍼스 러브 스토리,캠퍼스 러브 스토리,웹툰,키다리스튜디오,연재,깜냥,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260748,원룸이면 되는데요,원룸이면 되는데요,웹툰,키다리스튜디오,연재,"Baekgong,백공",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260749,"할부로 해주세요, 마왕님!","할부로 해주세요, 마왕님!",웹툰,키다리스튜디오,연재,판톰,비성인,여성향,"BL,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260750,아는 사람 이야기,아는 사람 이야기,웹툰,키다리스튜디오,연재,"서랭,온우주",비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260751,보더라이트,보더라이트,웹툰,키다리스튜디오,연재,하비,성인,여성향,"드라마,BL",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260753,나쁜버릇,나쁜버릇,웹툰,키다리스튜디오,연재,홍은파,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260754,나의 오싹한 소년에게,나의 오싹한 소년에게,웹툰,키다리스튜디오,연재,,성인,여성향,BL,웹툰사업부,박민지,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260756,취향 저격,취향 저격,웹툰,키다리스튜디오,연재,"송캐,우주비행사",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260757,사랑과 정열,사랑과 정열,웹툰,키다리스튜디오,연재,,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260758,궁에는 개꽃이 산다,궁에는 개꽃이 산다,웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260760,손안의 꽃,손안의 꽃,웹툰,키다리스튜디오,연재,도망,성인,여성향,"드라마,BL",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260761,럽미닥터!,럽미닥터!,웹툰,키다리스튜디오,연재,"ANA,ANA(LAPIS),아나",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260762,쉘든가 97번지 의상실,쉘든가 97번지 의상실,웹툰,키다리스튜디오,연재,,비성인,남성향,"로맨스,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260763,세기의 악녀,세기의 악녀,웹툰,키다리스튜디오,연재,"PITO,네온비,유승현,칸트웍스",비성인,여성향,"로맨스,드라마",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260764,환불불가 알파,환불불가 알파,웹툰,키다리스튜디오,연재,"oh doyeon,Ohdoyeon,أو دو-يون,오도연",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260765,원 샷 원 ■■,원 샷 원 ■■,웹툰,키다리스튜디오,연재,연시온,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260767,완벽한 저녁,완벽한 저녁,웹툰,키다리스튜디오,연재,"Lucky Becky,بيكهي,백희",비성인,여성향,"로맨스,드라마",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260769,"빠르게, 리셋!","빠르게, 리셋!",웹툰,키다리스튜디오,연재,이나,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260770,공작가의 가정교사,공작가의 가정교사,웹툰,키다리스튜디오,연재,MEPI,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260771,드리밍걸,드리밍걸,웹툰,키다리스튜디오,연재,"AA미디어,이토토",성인,여성향,"로맨스,드라마",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260773,술에 잠기다,술에 잠기다,웹툰,키다리스튜디오,연재,2396스튜디오,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260774,사파리 게임,사파리 게임,웹툰,키다리스튜디오,연재,"Hyeol-Aek,혈액,血液",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260775,환생의 밤,환생의 밤,웹툰,키다리스튜디오,연재,고태야,비성인,여성향,"로맨스,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260776,드리미니스,드리미니스,웹툰,키다리스튜디오,연재,"KQQ,샌드",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260778,등불,등불,웹툰,키다리스튜디오,연재,꼬복별,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260779,미친놈 종합세트,미친놈 종합세트,웹툰,키다리스튜디오,연재,"Gye Ja,Gyeja,Ji Pang,Zi,계자,북팔,지팡",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260781,혀의 열매,혀의 열매,웹툰,키다리스튜디오,연재,"money,ماني,머니,문주원,莫尼",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260782,생존률 극악 엑스트라에 빙의했다,생존률 극악 엑스트라에 빙의했다,웹툰,키다리스튜디오,연재,"HUAI SHI,SFACG",비성인,여성향,판타지,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260783,충동적으로 살면 안됩니다,충동적으로 살면 안됩니다,웹툰,키다리스튜디오,연재,"백윤,찬서",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260784,골든 아워,골든 아워,웹툰,키다리스튜디오,연재,"Jung Eun-min,Lee Cook-Jong,Lee Kook-jong,Park Hyeong-gyu,Park Su-bin,박수빈,박형규,이국종,정은민,흐름출판",비성인,여성향,드라마,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260785,조선변호사,조선변호사,웹툰,키다리스튜디오,연재,"심군,정작가",비성인,여성향,드라마,웹툰사업부,박민지,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260786,피치못할 게이다!,피치못할 게이다!,웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260787,도라의 저택,도라의 저택,웹툰,키다리스튜디오,연재,"Greeny Shadow,녹음",비성인,여성향,"로맨스,드라마",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260788,남작영애는 부자가 되고싶어,남작영애는 부자가 되고싶어,웹툰,키다리스튜디오,연재,,비성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260789,비누 줍지 마세요,비누 줍지 마세요,웹툰,키다리스튜디오,연재,,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260790,적색영역,적색영역,웹툰,키다리스튜디오,연재,"NAZEE,나지,나지혜",성인,여성향,"드라마,BL",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260791,사장님은 너무해,사장님은 너무해,웹툰,키다리스튜디오,연재,"Dageum,MAKE,다금,마케",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260793,"꼭꼭 숨어라, XX 보일라","꼭꼭 숨어라, XX 보일라",웹툰,키다리스튜디오,연재,"nyatpa4,냣파4",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260796,저주가 나를 죽일지라도,저주가 나를 죽일지라도,웹툰,키다리스튜디오,연재,"jierana,sora",비성인,남성향,로맨스판타지,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260797,어깨 위의 불청객,어깨 위의 불청객,웹툰,키다리스튜디오,연재,"Taek I,TAEKI,택이",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260799,위험한 처남,위험한 처남,웹툰,키다리스튜디오,연재,,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260801,쎄쎄쎄,쎄쎄쎄,웹툰,키다리스튜디오,연재,제민,비성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260802,나의 하나뿐인 고양이,나의 하나뿐인 고양이,웹툰,키다리스튜디오,연재,"so nyeon,Sonyeon,김은희(소년),소년",성인,여성향,"BL,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260804,바이러스(완결),바이러스(완결),웹툰,키다리스튜디오,연재,"YD,고토",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260805,까만콩,까만콩,웹툰,키다리스튜디오,연재,,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260807,조선단편선,조선단편선,웹툰,키다리스튜디오,연재,"강늑,강아지조아,김폴짝,동그라미,메린,산미,쟁코",성인,여성향,"로맨스,BL,GL",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260808,아이만 주세요,아이만 주세요,웹툰,키다리스튜디오,연재,"seowoo,서우,曙旴",성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260809,시크릿 테라피,시크릿 테라피,웹툰,키다리스튜디오,연재,"Cheongdam,이경민,청담",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260810,창 너머 창 [개정판],창 너머 창 [개정판],웹툰,키다리스튜디오,연재,,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260812,재벌라이프,재벌라이프,웹툰,키다리스튜디오,연재,SF Light Novel,비성인,여성향,"로맨스,드라마,개그",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260814,은밀하게 레디 액션!,은밀하게 레디 액션!,웹툰,키다리스튜디오,연재,Kuaikan Comics,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260816,죽여주는 복수선언,죽여주는 복수선언,웹툰,키다리스튜디오,연재,약국,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260818,생존자들,생존자들,웹툰,키다리스튜디오,연재,집돌이,비성인,여성향,드라마,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260819,교차선,교차선,웹툰,키다리스튜디오,연재,,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260821,마르셀,마르셀,웹툰,키다리스튜디오,연재,"이희언,채성령",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260822,녹 미 아웃,녹 미 아웃,웹툰,키다리스튜디오,연재,"보리수염,활",비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260823,노을 지는 에펠탑,노을 지는 에펠탑,웹툰,키다리스튜디오,연재,"Nargle,나글",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260825,사랑의 묘약,사랑의 묘약,웹툰,키다리스튜디오,연재,깜냥,비성인,여성향,"드라마,BL",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260826,폴립,폴립,웹툰,키다리스튜디오,연재,"NORU,노루",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260828,새디스틱 뷰티 [개정판],새디스틱 뷰티 [개정판],웹툰,키다리스튜디오,연재,"우연희,이금산",비성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260829,조상에게 박수를,조상에게 박수를,웹툰,키다리스튜디오,연재,"NIMBY,YD",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260830,잘해주지 마요,잘해주지 마요,웹툰,키다리스튜디오,연재,,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260831,상흔,상흔,웹툰,키다리스튜디오,연재,하비,성인,여성향,"BL,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260832,흑백무상,흑백무상,웹툰,키다리스튜디오,연재,"HEX6shui,Shituzi",비성인,여성향,"드라마,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260833,사랑은 가슴이 시킨다,사랑은 가슴이 시킨다,웹툰,키다리스튜디오,연재,"Hongwa,홍과",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260835,엔젤 바니 클럽,엔젤 바니 클럽,웹툰,키다리스튜디오,연재,"blto,블토",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260836,연하공 수난기,연하공 수난기,웹툰,키다리스튜디오,연재,"Bori,보리",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260837,퍼펙트 바디 파트너,퍼펙트 바디 파트너,웹툰,키다리스튜디오,연재,"Cho sangduck,조상덕",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260838,게임하다 눈맞을 운명입니다,게임하다 눈맞을 운명입니다,웹툰,키다리스튜디오,연재,"kexiaosha,zuoxiaoling",비성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260839,양탈,양탈,웹툰,키다리스튜디오,연재,"kimpas,Paskim,김파스",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260840,블루로드,블루로드,웹툰,키다리스튜디오,연재,"황곰,흑소금",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260841,어딜 도망가,어딜 도망가,웹툰,키다리스튜디오,연재,"Team Blanc,팀 하양(솜‚ 오복)",성인,여성향,"로맨스,드라마",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260842,모든 구성 9900원,모든 구성 9900원,웹툰,키다리스튜디오,연재,"야얌이,香",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260843,도와줘요 인큐버스!,도와줘요 인큐버스!,웹툰,키다리스튜디오,연재,쥬나,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260844,내시실격,내시실격,웹툰,키다리스튜디오,연재,"NIMBY,YD,김상희,진아라",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260845,십팔세,십팔세,웹툰,키다리스튜디오,연재,연시완,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260847,왕녀님은 파혼하고 싶어,왕녀님은 파혼하고 싶어,웹툰,키다리스튜디오,연재,,비성인,여성향,"로맨스,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260848,논 러브(NONE LOVE),논 러브(NONE LOVE),웹툰,키다리스튜디오,연재,렬림,성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260849,넘치거나 부족하거나,넘치거나 부족하거나,웹툰,키다리스튜디오,연재,"Eun Yul,Eunyul,nuguri,너굴,송지아,은율,전윤나",성인,여성향,"로맨스,드라마",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260851,미명의 추적자,미명의 추적자,웹툰,키다리스튜디오,연재,,비성인,여성향,"로맨스,판타지",웹툰사업부,박민지,3,0,3,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260852,두개의 순간,두개의 순간,웹툰,키다리스튜디오,연재,,성인,여성향,"BL,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260853,정해진 첫사랑,정해진 첫사랑,웹툰,키다리스튜디오,연재,"HONGHYE,هونج هيه,홍혜",비성인,여성향,"로맨스,드라마",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260854,운명..(이라고)하셨습니다?!,운명..(이라고)하셨습니다?!,웹툰,키다리스튜디오,연재,"LEE HO RIM,이호림",비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260857,핼러윈이라 리버스합니다!,핼러윈이라 리버스합니다!,웹툰,키다리스튜디오,연재,탕자감,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260859,퍼스널 스페이스,퍼스널 스페이스,웹툰,키다리스튜디오,연재,"mina,이채",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260862,비트윈어스,비트윈어스,웹툰,키다리스튜디오,연재,"Noru,노루,전민정",비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260863,폐하는 나의 것,폐하는 나의 것,웹툰,키다리스튜디오,연재,"ARA,DoYeon,도연",성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260864,이웃집 천사님께!,이웃집 천사님께!,웹툰,키다리스튜디오,연재,"Bochojeonun,보초전운",성인,여성향,GL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260866,은산몽담,은산몽담,웹툰,키다리스튜디오,연재,"Forget,Phxjoy",비성인,여성향,"로맨스,드라마",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260867,빛과 그림자,빛과 그림자,웹툰,키다리스튜디오,연재,,비성인,여성향,"로맨스,판타지",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260869,"다시, 봄","다시, 봄",웹툰,키다리스튜디오,연재,얼초,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260870,완벽하게 망한 사랑,완벽하게 망한 사랑,웹툰,키다리스튜디오,연재,"SUMA,수마",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260871,페이드[개정판],페이드[개정판],웹툰,키다리스튜디오,연재,,비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260872,무림제왕의 은퇴생활,무림제왕의 은퇴생활,웹툰,키다리스튜디오,연재,"SFACG,Taibai Lee",비성인,기타,"액션,스포츠",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260873,리마 증후군,리마 증후군,웹툰,키다리스튜디오,연재,"Babsot,밥솥,이지유,飯鍋",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260874,검은 영혼의 무대,검은 영혼의 무대,웹툰,키다리스튜디오,연재,"Guacamole,과카몰리",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260876,히트앤런,히트앤런,웹툰,키다리스튜디오,연재,"Hong ssona,Hongssona,홍쏘나",성인,여성향,"드라마,BL",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260877,데일리루틴,데일리루틴,웹툰,키다리스튜디오,연재,레브숭,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260878,끊을 수 없는 그녀,끊을 수 없는 그녀,웹툰,키다리스튜디오,연재,파파스튜디오,비성인,여성향,GL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260879,에이블,에이블,웹툰,키다리스튜디오,연재,"김지현(랑니),허성주",성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260880,기억해야할 밤,기억해야할 밤,웹툰,키다리스튜디오,연재,과인,성인,여성향,"드라마,BL",웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260881,공존,공존,웹툰,키다리스튜디오,연재,꼬꾸,성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260884,어쩌다 뉴비남매,어쩌다 뉴비남매,웹툰,키다리스튜디오,연재,WO,비성인,여성향,판타지,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260885,뱀과 토끼가 결혼할 수 있나요?,뱀과 토끼가 결혼할 수 있나요?,웹툰,키다리스튜디오,연재,"kamasot,가마솥",성인,여성향,로맨스,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260886,배고픈 드래곤걸에게 나를 주려합니다,배고픈 드래곤걸에게 나를 주려합니다,웹툰,키다리스튜디오,연재,"COL GROUP·FTL Culture,hakire_chui,HanY,jierana",비성인,남성향,로맨스판타지,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
260887,별의 궤도,별의 궤도,웹툰,키다리스튜디오,연재,"Kim Ah-So,Kim Aso,Yeonog,김아소,연옥,戀玉",비성인,여성향,BL,웹툰사업부,박민지,2,0,2,0,N,IPS rename 후보 가능: 그래도 판매채널 단위 확인 필요
