판정등급,조치,Platform,YearMonth,FileName,RelativePath,SourcePath,CopiedPath,SizeBytes,LastWriteTime,DetectionStatus,DetectedAppChannel,DetectedAppPlatform,LiteralS2ChannelInFileName,AllLiteralS2Matches
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,블라이스,2026-04,2026년 4월 블라이스 정산상세.xlsx,블라이스\4월\2026년 4월 블라이스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\블라이스\4월\2026년 4월 블라이스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\블라이스\4월\2026년 4월 블라이스 정산상세.xlsx,16155,2026-05-06 오전 8:56:00,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,스낵북,2026-03,2026년 3월 스낵북 정산상세.xlsx,스낵북\3월\2026년 3월 스낵북 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\스낵북\3월\2026년 3월 스낵북 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\스낵북\3월\2026년 3월 스낵북 정산상세.xlsx,10240,2026-04-02 오후 4:46:32,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,스토린랩,2026-02,2026년 2월 스토린랩 정산상세.xlsx,스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx,143159,2026-04-09 오후 2:37:48,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,알라딘,2026-04,2026년 4월 알라딘 정산상세.xlsx,알라딘\4월\2026년 4월 알라딘 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\알라딘\4월\2026년 4월 알라딘 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\알라딘\4월\2026년 4월 알라딘 정산상세.xlsx,150638,2026-05-06 오전 11:18:14,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,알라딘 종이책,2026-04,2026년 4월 알라딘 종이책 정산상세(날개물류 4월 거래내역).xlsx,알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(날개물류 4월 거래내역).xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(날개물류 4월 거래내역).xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(날개물류 4월 거래내역).xlsx,9959,2026-05-06 오전 11:06:02,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,알라딘 종이책,2026-04,2026년 4월 알라딘 종이책 정산상세(알라딘 4월 거래내역).xlsx,알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(알라딘 4월 거래내역).xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(알라딘 4월 거래내역).xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\알라딘 종이책\4월\2026년 4월 알라딘 종이책 정산상세(알라딘 4월 거래내역).xlsx,12883,2026-05-06 오전 11:08:45,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,에이블리,2026-04,2026년 4월 에이블리 정산상세.xlsx,에이블리\4월\2026년 4월 에이블리 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\에이블리\4월\2026년 4월 에이블리 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\에이블리\4월\2026년 4월 에이블리 정산상세.xlsx,63907,2026-05-06 오전 9:07:23,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,에피루스,2026-03,2026년 3월 에피루스 정산상세.xlsx,에피루스\3월\2026년 3월 에피루스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\에피루스\3월\2026년 3월 에피루스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\에피루스\3월\2026년 3월 에피루스 정산상세.xlsx,33074,2026-04-20 오후 2:04:01,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,예스24,2026-04,2026년 4월 예스24 정산상세.xlsx,예스24\4월\2026년 4월 예스24 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\예스24\4월\2026년 4월 예스24 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\예스24\4월\2026년 4월 예스24 정산상세.xlsx,100592,2026-05-06 오전 9:48:33,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,원스토어,2026-03,2026년 3월 원스토어 정산상세.xlsx,원스토어\3월\2026년 3월 원스토어 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\원스토어\3월\2026년 3월 원스토어 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\원스토어\3월\2026년 3월 원스토어 정산상세.xlsx,3022671,2026-04-13 오후 12:39:16,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,윌라,2026-03,2026년 3월 윌라 정산상세.xlsx,윌라\3월\2026년 3월 윌라 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\윌라\3월\2026년 3월 윌라 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\윌라\3월\2026년 3월 윌라 정산상세.xlsx,94327,2026-04-22 오전 8:42:18,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,조아라,2026-04,2026년 4월 조아라 로맨스 단행본 정산상세.xlsx,조아라\4월\로맨스\2026년 4월 조아라 로맨스 단행본 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\조아라\4월\로맨스\2026년 4월 조아라 로맨스 단행본 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\조아라\4월\로맨스\2026년 4월 조아라 로맨스 단행본 정산상세.xlsx,10756,2026-05-06 오후 12:19:01,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,조아라,2026-04,2026년 4월 조아라 로맨스 정산상세.xlsx,조아라\4월\로맨스\2026년 4월 조아라 로맨스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\조아라\4월\로맨스\2026년 4월 조아라 로맨스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\조아라\4월\로맨스\2026년 4월 조아라 로맨스 정산상세.xlsx,14597,2026-05-06 오후 12:18:40,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,조아라,2026-04,2026년 4월 조아라 판무 단행본 정산상세.xlsx,조아라\4월\판무\2026년 4월 조아라 판무 단행본 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\조아라\4월\판무\2026년 4월 조아라 판무 단행본 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\조아라\4월\판무\2026년 4월 조아라 판무 단행본 정산상세.xlsx,12124,2026-05-06 오후 12:17:53,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,조아라,2026-04,2026년 4월 조아라 판무 정산상세.xlsx,조아라\4월\판무\2026년 4월 조아라 판무 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\조아라\4월\판무\2026년 4월 조아라 판무 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\조아라\4월\판무\2026년 4월 조아라 판무 정산상세.xlsx,17281,2026-05-06 오후 12:17:14,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,카카오,2026-04,2026년 4월 카카오페이지(일반) 정산상세.xlsx,카카오\4월\2026년 4월 카카오페이지(일반) 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\카카오\4월\2026년 4월 카카오페이지(일반) 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\카카오\4월\2026년 4월 카카오페이지(일반) 정산상세.xlsx,518047,2026-05-07 오후 1:33:34,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,큐툰,2026-04,2026년 4월 큐툰 정산상세.xlsx,큐툰\4월\2026년 4월 큐툰 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\큐툰\4월\2026년 4월 큐툰 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\큐툰\4월\2026년 4월 큐툰 정산상세.xlsx,12436,2026-05-06 오전 9:52:49,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,토스(구루컴퍼니),2026-03,2026년 3월 토스 정산상세.xlsx,토스(구루컴퍼니)\3월\2026년 3월 토스 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\토스(구루컴퍼니)\3월\2026년 3월 토스 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\토스(구루컴퍼니)\3월\2026년 3월 토스 정산상세.xlsx,12938,2026-04-20 오후 1:42:17,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,피플앤스토리,2026-04,2026년 4월 피플앤스토리 정산상세.xlsx,피플앤스토리\4월\2026년 4월 피플앤스토리 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\피플앤스토리\4월\2026년 4월 피플앤스토리 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\피플앤스토리\4월\2026년 4월 피플앤스토리 정산상세.xlsx,12039,2026-05-04 오전 10:38:30,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,하이북,2026-04,2026년 4월 하이북 정산상세.xlsx,하이북\4월\2026년 4월 하이북 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\하이북\4월\2026년 4월 하이북 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\하이북\4월\2026년 4월 하이북 정산상세.xlsx,41723,2026-05-04 오전 10:16:51,NO_S2_CHANNEL_IN_FILENAME,,,,
D_파일명수정필요_또는_수동선택,파일명에 실제 S2 판매채널명을 넣거나 앱 드롭다운에서 직접 선택,한아름,2026-04,2026년 4월 한아름 정산상세.xlsx,한아름\4월\2026년 4월 한아름 정산상세.xlsx,\\172.16.10.120\소설사업부\판무팀_ssot\100_계산서_매출등록_자료\한아름\4월\2026년 4월 한아름 정산상세.xlsx,C:\Users\wjjo\Desktop\mapping-novel\ignore\s2-term-platform-samples-20260508-verified\한아름\4월\2026년 4월 한아름 정산상세.xlsx,478665,2026-05-04 오후 4:19:19,NO_S2_CHANNEL_IN_FILENAME,,,,
