판정등급,조치,플랫폼,S2판매채널명,S2판매채널ID,거래처코드,거래처명,판매채널콘텐츠ID,콘텐츠ID,콘텐츠명,정제키,판매채널콘텐츠_콘텐츠형태,지급정산관리_존재,정산서샘플_등장,사용안함_사용금지_표식,지급정산관리_판매채널명,지급정산관리_콘텐츠명,지급정산관리_콘텐츠ID,정산서샘플_등장파일
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재,35,6698601888,네이버웹툰 유한회사,115650,114975,이 악당은 이제 제 겁니다,이악당은이제제겁니다,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재,35,6698601888,네이버웹툰 유한회사,901229,247195,이터,이터,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재,35,6698601888,네이버웹툰 유한회사,884398,326572,천재 배우가 청소를 잘함,천재배우가청소를잘함,소설,N,Y,N,,,,네이버\4월\선투자\2026년 4월 네이버 호수 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재,35,6698601888,네이버웹툰 유한회사,117212,116488,후회물 남주를 잘못 훈육해버렸다 (연재),후회물남주를잘못훈육해버렸다,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx | 네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재(광고수익),34,6698601888,네이버웹툰 유한회사,166628,107990,[네이버]대기업 말단이 일을 잘함,대기업말단이일을잘함,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재(광고수익),34,6698601888,네이버웹툰 유한회사,177333,109544,[연재] 아이돌 공략법으로 데뷔합니다,아이돌공략법으로데뷔합니다,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재(광고수익),34,6698601888,네이버웹툰 유한회사,179309,109764,너무 잘 아는 게임에 소환됐다_지피노_1003381_530_확정,너무잘아는게임에소환됐다,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재(광고수익),34,6698601888,네이버웹툰 유한회사,630671,308318,대기업 말단이 일을 잘함,대기업말단이일을잘함,웹툰,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재(광고수익),34,6698601888,네이버웹툰 유한회사,810433,321235,"부디, 당신께 바라기를",부디당신께바라기를,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재(광고수익),34,6698601888,네이버웹툰 유한회사,214093,114975,이 악당은 이제 제 겁니다,이악당은이제제겁니다,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재(광고수익),34,6698601888,네이버웹툰 유한회사,884399,326572,천재 배우가 청소를 잘함,천재배우가청소를잘함,소설,N,Y,N,,,,네이버\4월\선투자\2026년 4월 네이버 호수 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_연재(광고수익),34,6698601888,네이버웹툰 유한회사,223805,116488,후회물 남주를 잘못 훈육해버렸다 (연재),후회물남주를잘못훈육해버렸다,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx | 네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_일반,36,2208162517,네이버 주식회사,630672,308318,대기업 말단이 일을 잘함,대기업말단이일을잘함,웹툰,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,181005,109919,[연재]베스트 단편 추리소설 걸작선,베스트단편추리소설걸작선,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,111920,111358,검정대륙행,검정대륙행,소설,N,Y,N,,,,네이버\4월\2026년 4월 네이버 장르 정산상세.xlsx
A_정산서등장_정산정보없음,[정산정보없음] suffix 후보. 지급정산관리 설정 확인 전 자동 매핑 금지.,네이버,네이버_장르,37,6698601888,네이버웹툰 유한회사,630673,308318,대기업 말단이 일을 잘함,대기업말단이일을잘함,웹툰,N,Y,N,,,,네이버\4월\2026년 4월 네이버 연재 정산상세.xlsx
