파일,S2 판매채널,플랫폼,정산서_원본행번호,정산서원본_source_row,정산서_콘텐츠명,이전_정제키,이전_S2상태,이전_S2_ID,이전_S2콘텐츠명,이전_검토필요,신규_정제키,신규_S2상태,신규_S2_ID,신규_S2콘텐츠명,신규_검토필요,_merge
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15222,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15223,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15224,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15225,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15226,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15227,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15228,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15229,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15230,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15231,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15232,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15233,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15234,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15235,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15236,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15237,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15238,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15239,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15240,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15241,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15242,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15243,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15244,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15245,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15246,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15247,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15248,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15249,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15250,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15251,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15252,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15253,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15254,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15255,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15256,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15257,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15258,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15259,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15260,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15261,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15262,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15263,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15264,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15265,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15266,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15267,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15268,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15269,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15270,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15271,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15272,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15273,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15274,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15275,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15276,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15277,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15278,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19360,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19361,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19362,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19363,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19364,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19365,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19366,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19367,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19368,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19369,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19370,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19371,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19372,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19373,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19374,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19375,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19376,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19377,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19378,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19379,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19380,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19381,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19382,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19383,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19384,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19385,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19386,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19387,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19388,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19389,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19390,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19391,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19392,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19393,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19394,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19395,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19396,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19397,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19398,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19399,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19400,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19401,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19402,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19403,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19404,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19405,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,19406,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891874,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,516,,[기한대]나는 작가다,나는작가다,no_match,,,Y,나는작가다,matched,195010,0_나는 작가다_만선_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,517,,[기한대]나는 작가다,나는작가다,no_match,,,Y,나는작가다,matched,195010,0_나는 작가다_만선_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,518,,[기한대]나는 작가다,나는작가다,no_match,,,Y,나는작가다,matched,195010,0_나는 작가다_만선_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,519,,[기한대]나는 작가다,나는작가다,no_match,,,Y,나는작가다,matched,195010,0_나는 작가다_만선_일반,N,both
2026-02__웹소설 하이북__SSOT.xlsx,웹소설 하이북,하이북,27,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,868871,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__웹소설 하이북__SSOT.xlsx,웹소설 하이북,하이북,3,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,889264,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__조아라(소설)__SSOT.xlsx,조아라(소설),조아라,104,,야한 규칙으로 다 따먹음 (단행본),야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869673,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__조아라(소설)__SSOT.xlsx,조아라(소설),조아라,205,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869673,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
