파일,S2 판매채널,플랫폼,정산서_원본행번호,정산서원본_source_row,정산서_콘텐츠명,이전_정제키,이전_S2상태,이전_S2_ID,이전_S2콘텐츠명,이전_검토필요,신규_정제키,신규_S2상태,신규_S2_ID,신규_S2콘텐츠명,신규_검토필요,_merge
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,32245,,조금은 야한 우리 회사 10화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,32246,,조금은 야한 우리 회사 11화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,32247,,조금은 야한 우리 회사 12화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,32248,,조금은 야한 우리 회사 13화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,32249,,조금은 야한 우리 회사 14화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,32250,,조금은 야한 우리 회사 15화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,3874,,조금은 야한 우리 회사 19화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,3875,,조금은 야한 우리 회사 20화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,3876,,조금은 야한 우리 회사 26화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,3877,,조금은 야한 우리 회사 28화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5385,,조금은 야한 우리 회사 27화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5386,,조금은 야한 우리 회사 29화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5387,,조금은 야한 우리 회사 30화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5388,,조금은 야한 우리 회사 31화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5389,,조금은 야한 우리 회사 32화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5390,,조금은 야한 우리 회사 33화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5391,,조금은 야한 우리 회사 34화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5392,,조금은 야한 우리 회사 35화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5393,,조금은 야한 우리 회사 36화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5394,,조금은 야한 우리 회사 37화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5395,,조금은 야한 우리 회사 38화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5396,,조금은 야한 우리 회사 39화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5397,,조금은 야한 우리 회사 40화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,5398,,조금은 야한 우리 회사 41화,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,891294,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,770,,[e북]아포칼립스인데 나 혼자 농사 1권,아포칼립스인데나혼자농사,no_match,,,Y,아포칼립스인데나혼자농사,matched,489273,0_아포칼립스인데나혼자농사_이루이_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,771,,[e북]아포칼립스인데 나 혼자 농사 2권,아포칼립스인데나혼자농사,no_match,,,Y,아포칼립스인데나혼자농사,matched,489273,0_아포칼립스인데나혼자농사_이루이_일반,N,both
2026-02__리디북스(소설)__SSOT.xlsx,리디북스(소설),리디북스,772,,[e북]아포칼립스인데 나 혼자 농사 3권 (완결),아포칼립스인데나혼자농사,no_match,,,Y,아포칼립스인데나혼자농사,matched,489273,0_아포칼립스인데나혼자농사_이루이_일반,N,both
2026-02__모픽(mofic)__SSOT.xlsx,모픽(mofic),모픽,261,,나는 작가다,나는작가다,no_match,,,Y,나는작가다,matched,838436,0_나는 작가다_만선_일반,N,both
2026-02__모픽(mofic)__SSOT.xlsx,모픽(mofic),모픽,332,,용사무적,용사무적,no_match,,,Y,용사무적,matched,863929,0_용사무적_만선_일반,N,both
2026-02__무툰(소설 서비스)__SSOT.xlsx,무툰(소설 서비스),무툰,462,,혜정이의 야한 이야기,혜정이의야한이야기,no_match,,,Y,혜정이의야한이야기,matched,847067,0_혜정이의 야한 이야기_파워레인젖_일반,N,both
2026-02__무툰(소설 서비스)__SSOT.xlsx,무툰(소설 서비스),무툰,484,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869635,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__무툰(소설 서비스)__SSOT.xlsx,무툰(소설 서비스),무툰,493,,야한 연극의 TS 주인공이 되었다 [단행본],야한연극의ts주인공이되었다,no_match,,,Y,야한연극의ts주인공이되었다,matched,878682,0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반,N,both
2026-02__무툰(소설 서비스)__SSOT.xlsx,무툰(소설 서비스),무툰,500,,야한 연극의 TS 주인공이 되었다,야한연극의ts주인공이되었다,no_match,,,Y,야한연극의ts주인공이되었다,matched,878682,0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반,N,both
2026-02__무툰(소설 서비스)__SSOT.xlsx,무툰(소설 서비스),무툰,510,,야한 규칙으로 다 따먹음 [단행본],야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869635,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__무툰(소설 서비스)__SSOT.xlsx,무툰(소설 서비스),무툰,513,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,889799,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__문피아__SSOT.xlsx,문피아,문피아,112,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,863788,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__문피아__SSOT.xlsx,문피아,문피아,113,,야한 회사에서 대박남,야한회사에서대박남,no_match,,,Y,야한회사에서대박남,matched,879339,0_야한 회사에서 대박남_파워레인젖_일반,N,both
2026-02__미소설__SSOT.xlsx,미소설,미소설,123,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,868870,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__미소설__SSOT.xlsx,미소설,미소설,57,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,868870,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__미소설__SSOT.xlsx,미소설,미소설,73,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,889263,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__미스터블루(소설)__SSOT.xlsx,미스터블루(소설),미스터블루,593,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869146,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__미스터블루(소설)__SSOT.xlsx,미스터블루(소설),미스터블루,594,,야한 규칙으로 다 따먹음 [단행본],야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869146,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__미스터블루(소설)__SSOT.xlsx,미스터블루(소설),미스터블루,775,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,889289,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,432,,야한 규칙으로 다 따먹음 2,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,433,,야한 규칙으로 다 따먹음 2,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,434,,야한 규칙으로 다 따먹음 3,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,435,,야한 규칙으로 다 따먹음 3,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,436,,야한 규칙으로 다 따먹음 4,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,437,,야한 규칙으로 다 따먹음 4,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,438,,야한 규칙으로 다 따먹음 5,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,439,,야한 규칙으로 다 따먹음 5,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,440,,야한 규칙으로 다 따먹음 6,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,441,,야한 규칙으로 다 따먹음 7,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869285,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__북큐브(소설)__SSOT.xlsx,북큐브(소설),북큐브,512,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,889800,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__북팔(소설)__SSOT.xlsx,북팔(소설),북팔,37,,조금은 야한 우리 회사,조금은야한우리회사,no_match,,,Y,조금은야한우리회사,matched,889468,0_조금은 야한 우리 회사_파워레인젖_일반,N,both
2026-02__북팔(소설)__SSOT.xlsx,북팔(소설),북팔,38,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,869142,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__블라이스_일반결제__SSOT.xlsx,블라이스_일반결제,블라이스,54,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,873196,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,1098,,야한 규칙으로 다 따먹음 2,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,1184,,야한 규칙으로 다 따먹음 1,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,1435,,야한 규칙으로 다 따먹음 1,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,630,,야한 규칙으로 다 따먹음 1,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,637,,야한 규칙으로 다 따먹음 1,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,646,,야한 규칙으로 다 따먹음 1,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,647,,야한 규칙으로 다 따먹음 2,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,650,,야한 규칙으로 다 따먹음 1,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,651,,야한 규칙으로 다 따먹음 2,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,652,,야한 규칙으로 다 따먹음 3,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,653,,야한 규칙으로 다 따먹음 5,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,654,,야한 규칙으로 다 따먹음 4,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,655,,야한 규칙으로 다 따먹음 7,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,656,,야한 규칙으로 다 따먹음 6,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,726,,야한 규칙으로 다 따먹음 1,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__알라딘(소설)(1068659313)__SSOT.xlsx,알라딘(소설)(1068659313),알라딘,986,,야한 규칙으로 다 따먹음 1,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,889210,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,17,,가리봉 마왕족발 2,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,18,,가리봉 마왕족발 2,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,19,,가리봉 마왕족발 3,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,20,,가리봉 마왕족발 3,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,21,,가리봉 마왕족발 4,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,22,,가리봉 마왕족발 4,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,23,,가리봉 마왕족발 5,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,24,,가리봉 마왕족발 6,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,25,,가리봉 마왕족발 7,가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,26,,가리봉 마왕족발 8(완결),가리봉마왕족발,no_match,,,Y,가리봉마왕족발,matched,891985,0_가리봉 마왕족발_디케이_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,315,,야한 규칙으로 다 따먹음 6화,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,891877,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__에피루스 이북클럽(B2C)__SSOT.xlsx,에피루스 이북클럽(B2C),에피루스,316,,야한 규칙으로 다 따먹음 7화,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,891877,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15127,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15128,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15129,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15130,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15131,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15132,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15133,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15134,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15135,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15136,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15137,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15138,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15139,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15140,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15141,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15142,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15143,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15144,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15145,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15146,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15147,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15148,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
2026-02__원스토어(소설)__SSOT.xlsx,원스토어(소설),원스토어,15149,,야한 규칙으로 다 따먹음,야한규칙으로다따먹음,no_match,,,Y,야한규칙으로다따먹음,matched,870803,0_야한규칙으로 다 따먹음_파워레인젖_일반,N,both
