channel,key,rows,raw_examples,files,bucket,s2_channels,s2_title_examples
원스토어(소설),다따먹점혈법,176,다따먹점혈법,1,no_s2_key_any_channel,,
원스토어(소설),독검,6,독검,1,no_s2_key_any_channel,,
원스토어(소설),독식하는재벌세,687,독식하는 재벌 3세,1,no_s2_key_any_channel,,
원스토어(소설),모녀의외도,1,모녀의 외도,1,no_s2_key_any_channel,,
원스토어(소설),무유지,1,무유지,1,no_s2_key_any_channel,,
원스토어(소설),묻지마관광윤간사건,1,묻지마관광 윤간사건,1,no_s2_key_any_channel,,
원스토어(소설),사모님과마사지알바생,1,사모님과 마사지 알바생,1,no_s2_key_any_channel,,
원스토어(소설),시간의마에스트로,10,시간의 마에스트로,1,no_s2_key_any_channel,,
원스토어(소설),실화엄마친구랑,1,<실화> 엄마친구랑,1,no_s2_key_any_channel,,
원스토어(소설),아내의간통현장,1,아내의 간통현장,1,no_s2_key_any_channel,,
원스토어(소설),아이돌공략법으로데뷔합니다,1,아이돌 공략법으로 데뷔합니다,1,no_s2_key_any_channel,,
원스토어(소설),아포칼립스인데나혼자농사,3,아포칼립스인데 나 혼자 농사,1,no_s2_key_any_channel,,
원스토어(소설),야한규칙으로다따먹음,158,야한 규칙으로 다 따먹음,1,no_s2_key_any_channel,,
원스토어(소설),조금은야한우리회사,41,조금은 야한 우리 회사,1,no_s2_key_any_channel,,
웹소설 하이북,검웅영제,2,검웅영제(무삭제 개정판) | 검웅영제(무삭제 개정판) [단행본],1,no_s2_key_any_channel,,
웹소설 하이북,광혈사혼무,1,광혈사혼무 [단행본],1,no_s2_key_any_channel,,
웹소설 하이북,구룡겁,1,구룡겁,1,no_s2_key_any_channel,,
웹소설 하이북,금황,1,금황 [단행본],1,no_s2_key_any_channel,,
웹소설 하이북,늙은경비에게조교당하는스튜어디스의이야기,1,늙은 경비에게 조교당하는 스튜어디스의 이야기,1,no_s2_key_any_channel,,
웹소설 하이북,다따먹점혈법,1,다따먹점혈법,1,no_s2_key_any_channel,,
웹소설 하이북,대상천하,1,대상천하,1,no_s2_key_any_channel,,
웹소설 하이북,독식하는재벌세,1,독식하는 재벌 3세,1,no_s2_key_any_channel,,
웹소설 하이북,십교종사,1,십교종사,1,no_s2_key_any_channel,,
웹소설 하이북,야한규칙으로다따먹음,1,야한 규칙으로 다 따먹음,1,no_s2_key_any_channel,,
웹소설 하이북,조금은야한우리회사,1,조금은 야한 우리 회사,1,no_s2_key_any_channel,,
웹소설 하이북,천마겁,1,천마겁(무삭제본),1,no_s2_key_any_channel,,
웹소설 하이북,칠기무제,1,칠기무제(무삭제 개정판),1,no_s2_key_any_channel,,
웹소설 하이북,태양천자,1,태양천자,1,no_s2_key_any_channel,,
웹소설 하이북,팔왕예조,1,팔왕예조,1,no_s2_key_any_channel,,
웹소설 하이북,혈무연,1,혈무연,1,no_s2_key_any_channel,,
윌라(전자책),보수적이라며팬티는왜벗어,4,보수적이라며 팬티는 왜 벗어? 1 | 보수적이라며 팬티는 왜 벗어? 2 | 보수적이라며 팬티는 왜 벗어? 3 | 보수적이라며 팬티는 왜 벗어? 4,1,no_s2_key_any_channel,,
조아라(소설),고인물무림에가다,1,"고인물, 무림에 가다",1,no_s2_key_any_channel,,
조아라(소설),다따먹점혈법,1,다따먹점혈법,1,no_s2_key_any_channel,,
조아라(소설),독식하는재벌세,1,독식하는 재벌 3세,1,no_s2_key_any_channel,,
조아라(소설),만포인트로환생하기,1,1422만 포인트로 환생하기,1,no_s2_key_any_channel,,
조아라(소설),아이돌공략법으로데뷔합니다,1,아이돌 공략법으로 데뷔합니다,1,no_s2_key_any_channel,,
조아라(소설),아포칼립스인데나혼자농사,1,아포칼립스인데 나 혼자 농사,1,no_s2_key_any_channel,,
조아라(소설),야한규칙으로다따먹음,2,야한 규칙으로 다 따먹음 (단행본) | 야한 규칙으로 다 따먹음,2,no_s2_key_any_channel,,
조아라(소설),야한연극의ts주인공이되었다,1,야한 연극의 TS 주인공이 되었다 (단행본),1,no_s2_key_any_channel,,
카카오페이지(선투자),rpg시티,3,RPG시티[완결],1,no_s2_key_any_channel,,
카카오페이지(선투자),독식하는재벌세,10,독식하는 재벌 3세 | 독식하는 재벌 3세 [단행본],1,no_s2_key_any_channel,,
카카오페이지(선투자),연봉조신입사원,8,연봉 1조 신입사원,1,no_s2_key_any_channel,,
카카오페이지(선투자),월드스타가될운명입니다,4,월드스타가 될 운명입니다,1,no_s2_key_any_channel,,
카카오페이지(소설),나는작가다,2,나는 작가다![연재],1,no_s2_key_any_channel,,
카카오페이지(소설),망한세상에서나혼자각성,1,망한 세상에서 나 혼자 각성,1,no_s2_key_any_channel,,
카카오페이지(소설),백치공주시리즈,3,백치 공주 시리즈,1,no_s2_key_any_channel,,
카카오페이지(소설),사립루레인학원시리즈,3,사립루레인학원 시리즈,1,no_s2_key_any_channel,,
카카오페이지(소설),실명작,1,실명 3부작 [완결],1,no_s2_key_any_channel,,
카카오페이지(소설),아사벼리이지환로맨스소설,1,아사벼리 - 이지환  로맨스소설 [완결],1,no_s2_key_any_channel,,
카카오페이지(소설),아이돌공략법으로데뷔합니다,4,아이돌 공략법으로 데뷔합니다,1,no_s2_key_any_channel,,
카카오페이지(소설),아포칼립스인데나혼자농사,2,아포칼립스인데 나 혼자 농사,1,no_s2_key_any_channel,,
카카오페이지(소설),원나잇노썸씽,1,원나잇 노썸씽,1,no_s2_key_any_channel,,
카카오페이지(소설),천대받는f급힐러라좋았는데요,11,천대받는 F급 힐러라 좋았는데요?,1,no_s2_key_any_channel,,
카카오페이지(소설),함부로동정하지말것,6,함부로 동정하지 말 것 [19세 완전판] | 함부로 동정하지 말 것,1,no_s2_key_any_channel,,
판무림,검웅영제,4,검웅영제(무삭제 개정판),1,no_s2_key_any_channel,,
판무림,구룡겁,1,구룡겁,1,no_s2_key_any_channel,,
판무림,다따먹점혈법,77,다따먹점혈법,1,no_s2_key_any_channel,,
판무림,독식하는재벌세,3,독식하는 재벌 3세,1,no_s2_key_any_channel,,
판무림,보수적이라며팬티는왜벗어,2,보수적이라며 팬티는 왜 벗어?,1,no_s2_key_any_channel,,
판무림,야한규칙으로다따먹음,86,야한 규칙으로 다 따먹음,1,no_s2_key_any_channel,,
판무림,조금은야한우리회사,2,조금은 야한 우리 회사,1,no_s2_key_any_channel,,
판무림,천의역근참수기,4,천의역근참수기,1,no_s2_key_any_channel,,
판무림,칠색무,1,칠색무,1,no_s2_key_any_channel,,
판무림,팔왕예조,3,팔왕예조,1,no_s2_key_any_channel,,
한아름(P000003716),검,4,검(劍),1,no_s2_key_any_channel,,
한아름(P000003716),검은달의전설,1,검은 달의 전설,1,no_s2_key_any_channel,,
한아름(P000003716),금검지,4,금검지,1,no_s2_key_any_channel,,
한아름(P000003716),뇌신혈,1,뇌신혈,1,no_s2_key_any_channel,,
한아름(P000003716),늙은경비에게조교당하는스튜어디스이야기,10,[연재] 늙은 경비에게 조교 당하는 스튜어디스 이야기,1,no_s2_key_any_channel,,
한아름(P000003716),다따먹점혈법,48,[연재] 다따먹점혈법,1,no_s2_key_any_channel,,
한아름(P000003716),대단히부도덕한섹스,1,대단히 부도덕한 섹스(무삭제판),1,no_s2_key_any_channel,,
한아름(P000003716),독수혈랑,1,독수혈랑,1,no_s2_key_any_channel,,
한아름(P000003716),마황,1,마황,1,no_s2_key_any_channel,,
한아름(P000003716),묘연만왕,1,묘연만왕,1,no_s2_key_any_channel,,
한아름(P000003716),무례한남자약은여자,1,무례한 남자 약은 여자,1,no_s2_key_any_channel,,
한아름(P000003716),무유지,7,무유지,1,no_s2_key_any_channel,,
한아름(P000003716),살차이,1,7살 차이,1,no_s2_key_any_channel,,
한아름(P000003716),색녀,2,색녀,1,no_s2_key_any_channel,,
한아름(P000003716),색녀여사장의유혹,1,색녀 여사장의 유혹,1,no_s2_key_any_channel,,
한아름(P000003716),섹스공화국,1,섹스 공화국(제4회 아이작가 S문학 공모당선작),1,no_s2_key_any_channel,,
한아름(P000003716),십교종사,1,십교종사,1,no_s2_key_any_channel,,
한아름(P000003716),아름다운날들의고백,1,아름다운 날들의 고백,1,no_s2_key_any_channel,,
한아름(P000003716),아름북스inapp,1,아름북스 inapp,1,no_s2_key_any_channel,,
한아름(P000003716),아름북스web,1,아름북스 web,1,no_s2_key_any_channel,,
한아름(P000003716),아름북스일반합계,1,아름북스 일반 합계,1,no_s2_key_any_channel,,
한아름(P000003716),야한규칙으로다따먹음,42,[연재] 야한 규칙으로 다 따먹음,1,no_s2_key_any_channel,,
한아름(P000003716),야한연극의ts주인공이되었다,1,[연재] 야한 연극의 TS 주인공이 되었다,1,no_s2_key_any_channel,,
한아름(P000003716),조금은야한우리회사,99,[연재] 조금은 야한 우리 회사,1,no_s2_key_any_channel,,
한아름(P000003716),지독한사랑미친섹스,1,"지독한 사랑, 미친 섹스 (무삭제판)",1,no_s2_key_any_channel,,
한아름(P000003716),층자위여학생농락,1,2층 자위 여학생 농락,1,no_s2_key_any_channel,,
한아름(P000003716),태양천자,2,태양천자,1,no_s2_key_any_channel,,
한아름(P000003716),한아름,1,한아름,1,no_s2_key_any_channel,,
한아름(P000003716),한아름inapp,1,한아름 inapp,1,no_s2_key_any_channel,,
한아름(P000003716),한아름web,1,한아름 web,1,no_s2_key_any_channel,,
한아름(P000003716),한아름성인합계,1,한아름 성인 합계,1,no_s2_key_any_channel,,
한아름(P000003716),한아름일반합계,1,한아름 일반 합계,1,no_s2_key_any_channel,,
한아름(P000003716),혈무연,1,혈무연,1,no_s2_key_any_channel,,
Yes24(서점),각인예속의사냥꾼,2,각인 예속의 사냥꾼 12권 | 각인 예속의 사냥꾼 11권,1,s2_exists_other_channel_only,"네이버_연재, 리디북스(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 북큐브(소설), 스낵북(알에스), 알라딘(소설)(1068659313), 원스토어(소설), 웹소설 하이북, 윌라(전자책)",각인 예속의 사냥꾼
Yes24(서점),귀축기담,4,귀축기담 01권 | 귀축기담 02권 | 귀축기담 03권 | 귀축기담 04권 (완결),1,s2_exists_other_channel_only,"네이버_연재, 리디북스(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 블라이스_일반결제, 알라딘(소설)(1068659313), 원스토어(소설), 웹소설 하이북, 윌라(전자책), 판무림",귀축기담
Yes24(서점),누나를길들이다,1,누나를 길들이다 01권,1,s2_exists_other_channel_only,"구글(소설), 네이버_연재, 네이버_장르, 무툰(소설 서비스), 미소설, 미스터블루(소설), 북큐브(소설), 블라이스 셀렉트, 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 알라딘(소설)(1068659313)",누나를 길들이다
Yes24(서점),아내와나의네토라세,7,아내와 나의 네토라세 01권 | 아내와 나의 네토라세 02권 | 아내와 나의 네토라세 03권 | 아내와 나의 네토라세 04권 | 아내와 나의 네토라세 05권 (완결),1,s2_exists_other_channel_only,"교보문고(소설), 구글(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 북큐브(소설), 블라이스 셀렉트, 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 알라딘(소설)(1068659313), 에피루스 이북클럽(B2C)",아내와 나의 네토라세
Yes24(서점),아버지가남긴usb,1,아버지가 남긴 USB 01권,1,s2_exists_other_channel_only,"구글(소설), 리디북스(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 북큐브(소설), 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 알라딘(소설)(1068659313), 에피루스 이북클럽(B2C)",아버지가 남긴 USB
Yes24(서점),야색계,1,야색계 (野色計) (합본),1,s2_exists_other_channel_only,네이버_장르,야색계(野色計)
Yes24(서점),어서와마왕은처음이지,1,"어서 와, 마왕은 처음이지? 01권",1,s2_exists_other_channel_only,"교보문고(소설), 네이버_장르, 리디북스(소설), 모픽(mofic), 알라딘(소설)(1068659313), 카카오페이지(소설), 토스(소설), 판무림, 한아름(P000003716)","어서 와, 마왕은 처음이지?"
Yes24(서점),코인게이트를열었다,1,코인 게이트를 열었다 06권,1,s2_exists_other_channel_only,"교보문고(소설), 미소설, 미스터블루(소설), 윌라(전자책), 판무림",코인게이트를열었다
Yes24(서점),핵무기도만들어드릴까요,20,핵무기도 만들어 드릴까요? 01권 | 핵무기도 만들어 드릴까요? (외전) | 핵무기도 만들어 드릴까요? 02권 | 핵무기도 만들어 드릴까요? 03권 | 핵무기도 만들어 드릴까요? 04권,1,s2_exists_other_channel_only,"문피아, 카카오페이지(선투자)",핵무기도 만들어 드릴까요?
Yes24(서점),혜정이의야한이야기,1,혜정이의 야한 이야기 1권,1,s2_exists_other_channel_only,원스토어(소설),혜정이의 야한 이야기
교보문고(소설),두목무적,12,두목무적 2권 | 두목무적 3권 | 두목무적 4권 | 두목무적 5권 | 두목무적 6권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고, 구글(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 북큐브(소설), 블라이스 셀렉트, 알라딘(소설)(1068659313), 원스토어(소설), 웹소설 하이북, 조아라(소설)",두목무적
교보문고(소설),만렙요원재벌이되다,1,만렙요원 : 재벌이 되다,1,s2_exists_other_channel_only,"구글(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 네이버_장르(광고수익), 리디북스(소설), 무툰(소설 서비스), 문피아, 미소설, 미스터블루(소설), 북큐브(소설), 북팔(소설)",만렙요원 : 재벌이 되다
교보문고(소설),색마님안마하신다,3,색마님 안마하신다 | 색마님 안마하신다.2 | 색마님 안마하신다.3,1,s2_exists_other_channel_only,"구글(소설), 리디북스(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 북큐브(소설), 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 에피루스 이북클럽(B2C), 원스토어(소설)",색마님 안마하신다
교보문고(소설),섹스확률이다보임,1,섹스 확률(%)이 다 보임,1,s2_exists_other_channel_only,"교보문고, 네이버_연재, 리디북스(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 미툰앤노벨, 북큐브(소설), 블라이스_일반결제, 원스토어(소설), 웹소설 하이북, 채널미정",섹스 확률이 다 보임
교보문고(소설),아이돌매니저가변태사진사임,8,아이돌 매니저가 변태 사진사임 2권 | 아이돌 매니저가 변태 사진사임 3권 | 아이돌 매니저가 변태 사진사임 4권 | 아이돌 매니저가 변태 사진사임 5권 | 아이돌 매니저가 변태 사진사임 6권,1,s2_exists_other_channel_only,"구글(소설), 네이버_장르, 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 원스토어(소설), 웹소설 하이북, 한아름(P000003716)",아이돌 매니저가 변태 사진사임
교보문고(소설),음공천하,1,음공천하,1,s2_exists_other_channel_only,"리디북스(이벤트), 모픽(mofic), 카카오페이지(선투자), 카카오페이지(창작지원금)",[카카오]음공천하 단행본
교보문고(소설),친구엄마와친구먹기,1,친구 엄마와 친구 먹기.2,1,s2_exists_other_channel_only,"구글(소설), 리디북스(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 북큐브(소설), 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 알라딘(소설)(1068659313), 에피루스 이북클럽(B2C)",친구 엄마와 친구 먹기
교보문고(소설),패배용사약골용사의에로대모험,1,패배 용사 - 약골 용사의 에로 대모험! -.2,1,s2_exists_other_channel_only,"구글(소설), 리디북스(소설), 밀리의 서재, 블라이스_일반결제, 알라딘(소설)(1068659313), 웹소설 하이북, 한아름(P000003716)",패배 용사 - 약골 용사의 에로 대모험!
교보문고(소설),핵무기도만들어드릴까요,1,핵무기도 만들어 드릴까요?. 외전,1,s2_exists_other_channel_only,"문피아, 카카오페이지(선투자)",핵무기도 만들어 드릴까요?
구글(소설),sss급괴물사냥꾼,5,SSS급 괴물 사냥꾼 1권,1,s2_exists_other_channel_only,"카카오페이지(선투자), 카카오페이지(창작지원금)",SSS급 괴물 사냥꾼
구글(소설),ts에로게임탈출기,8,TS 에로 게임 탈출기 1권,1,s2_exists_other_channel_only,"리디북스(소설), 미소설, 밀리의 서재, 북큐브(소설), 블라이스_일반결제, 스낵북(알에스)",TS 에로 게임 탈출기
구글(소설),각인예속의사냥꾼,1,각인 예속의 사냥꾼 1권,1,s2_exists_other_channel_only,"네이버_연재, 리디북스(소설), 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 북큐브(소설), 스낵북(알에스), 알라딘(소설)(1068659313), 원스토어(소설), 웹소설 하이북, 윌라(전자책)",각인 예속의 사냥꾼
구글(소설),국세청망나니,2,국세청 망나니 1권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 리디북스(소설), 무툰(소설 서비스), 문피아, 미소설, 미스터블루(소설), 북큐브(소설), 북팔(소설)",[연재]국세청 망나니 | [원작]국세청 망나니 | 국세청 망나니
구글(소설),나태한연기천재,1,나태한 연기 천재 1권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 리디북스(소설), 모픽(mofic), 무툰(소설 서비스), 미소설, 미스터블루(소설), 북큐브(소설), 스낵북(알에스)",[연재] 나태한 연기 천재
구글(소설),나홀로마법사,2,나 홀로 마법사 1권,1,s2_exists_other_channel_only,"알라딘(소설)(1068659313), 카카오페이지(선투자)",나 홀로 마법사
구글(소설),내딸은천재화백,1,내 딸은 천재화백 1권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 노벨피아 (소설), 리디북스(소설), 리디북스(이벤트), 모픽(mofic), 무툰(소설 서비스), 미소설, 미스터블루(소설)",[연재] 내 딸은 천재화백 | 내 딸은 천재화백
구글(소설),디멘션워리어,1,디멘션 워리어 1,1,s2_exists_other_channel_only,네이버_장르,디멘션 워리어
구글(소설),리턴오브로드,2,리턴 오브 로드 1권,1,s2_exists_other_channel_only,"카카오페이지(소설), 카카오페이지(창작지원금)",리턴 오브 로드
구글(소설),마법배운재벌집늦둥이,1,마법 배운 재벌집 늦둥이 1권,1,s2_exists_other_channel_only,"네이버_연재, 네이버_연재(광고수익), 노벨피아 (소설), 리디북스(소설), 모픽(mofic), 무툰(소설 서비스), 미소설, 미스터블루(소설), 북큐브(소설), 북팔(소설), 블라이스_인앱결제, 에이블리(소설)",마법 배운 재벌집 늦둥이
구글(소설),마왕이나노머신을숨김,19,마왕이 나노머신을 숨김 1권 | 마왕이 나노머신을 숨김 2권 | 마왕이 나노머신을 숨김 3권 | 마왕이 나노머신을 숨김 4권 | 마왕이 나노머신을 숨김 5권,1,s2_exists_other_channel_only,"리디북스(이벤트), 모픽(mofic), 미스터블루(소설), 카카오페이지(선투자), 카카오페이지(창작지원금)",[카카오]마왕이 나노머신을 숨김 단행본
구글(소설),무능귀족여체하렘,13,무능 귀족 여체 하렘 1권,1,s2_exists_other_channel_only,"Yes24(서점), 리디북스(소설), 무툰(소설 서비스), 미소설, 블라이스_일반결제, 알라딘(소설)(1068659313), 에피루스 이북클럽(B2C), 원스토어(소설), 웹소설 하이북, 윌라(전자책)",무능 귀족 여체 하렘
구글(소설),미식축구가너무쉬움,1,미식축구가 너무 쉬움 1부 1권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 리디북스(소설), 리디북스(이벤트), 무툰(소설 서비스), 문피아, 미소설, 미스터블루(소설), 북큐브(소설)",[연재]미식축구가너무쉬움 | 미식축구가 너무 쉬움 | 미식축구가 너무 쉬움 1부
구글(소설),슈퍼스타누구도막을수없어,12,"슈퍼스타, 누구도 막을 수 없어 !!!!!! 1권 | [10%할인] 슈퍼스타, 누구도 막을 수 없어 !!!!!! 2권 | [10%할인] 슈퍼스타, 누구도 막을 수 없어 !!!!!! 3권 | [10%할인] 슈퍼스타, 누구도 막을 수 없어 !!!!!! 4권 | 슈퍼스타, 누구도 막을 수 없어 !!!!!! 2권",1,s2_exists_other_channel_only,"윌라(오디오북), 카카오페이지(소설)","슈퍼스타, 누구도 막을 수 없어!!!!!!"
구글(소설),여대생길들이기,1,여대생 길들이기 1권,1,s2_exists_other_channel_only,"Yes24(서점), 리디북스(소설), 무툰(소설 서비스), 문피아, 미소설, 미스터블루(소설), 북큐브(소설), 블라이스_인앱결제, 블라이스_일반결제, 알라딘(소설)(1068659313), 에피루스 이북클럽(B2C), 원스토어(소설)",여대생 길들이기
구글(소설),여자들이집착하는축구선수가되었다,1,여자들이 집착하는 축구 선수가 되었다 1권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 네이버_연재, 네이버_장르, 리디북스(소설), 모픽(mofic), 무툰(소설 서비스), 미소설, 미스터블루(소설), 북큐브(소설), 북팔(소설), 블라이스 셀렉트",여자들이 집착하는 축구 선수가 되었다
구글(소설),유산받아레벨업,4,유산 받아 레벨 업! 1권 | 유산 받아 레벨 업! 2권 | 유산 받아 레벨 업! 3권,1,s2_exists_other_channel_only,"네이버_연재, 네이버_연재(광고수익), 모픽(mofic), 무툰(소설 서비스), 미소설, 북큐브(소설), 웹소설 하이북, 토스(소설), 피플앤스토리 (P2P 웹소설 서비스)",유산 받아 레벨 업!
구글(소설),음공천하,1,음공천하 1권,1,s2_exists_other_channel_only,"리디북스(이벤트), 모픽(mofic), 카카오페이지(선투자), 카카오페이지(창작지원금)",[카카오]음공천하 단행본
구글(소설),전직랭커는템빨로레벨업,21,전직 랭커는 템빨로 레벨 업! 1권 | 전직 랭커는 템빨로 레벨 업! 2권 | 전직 랭커는 템빨로 레벨 업! 3권 | 전직 랭커는 템빨로 레벨 업! 4권 | 전직 랭커는 템빨로 레벨 업! 5권,1,s2_exists_other_channel_only,"리디북스(이벤트), 모픽(mofic), 카카오페이지(선투자), 카카오페이지(창작지원금), 토스(소설)",(카카오)전직 랭커는 템빨로 레벨 업!
구글(소설),절망하고복종하라,1,절망하고 복종하라 1권,1,s2_exists_other_channel_only,"미소설, 밀리의 서재, 북큐브(소설), 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 알라딘(소설)(1068659313), 에피루스 이북클럽(B2C), 원스토어(소설), 웹소설 하이북, 윌라(전자책), 판무림",절망하고 복종하라
구글(소설),코드네임사신,129,[10%할인] 코드네임 사신 10권 | [10%할인] 코드네임 사신 11권 | 코드네임 사신 1권 | [10%할인] 코드네임 사신 12권 | 코드네임 사신 2권,1,s2_exists_other_channel_only,"Yes24(서점), 네이버_장르, 네이버_장르(광고수익), 모픽(mofic), 미스터블루(소설), 스낵북(알에스), 카카오페이지(소설), 한아름(P000003716)",코드네임 사신
구글(소설),코인게이트를열었다,33,코인 게이트를 열었다 1권 | [10%할인] 코인 게이트를 열었다 1권 | 코인 게이트를 열었다 4권 | 코인 게이트를 열었다 5권 | 코인 게이트를 열었다 6권,1,s2_exists_other_channel_only,"교보문고(소설), 미소설, 미스터블루(소설), 윌라(전자책), 판무림",코인게이트를열었다
구글(소설),타락의검은실,122,타락의 검은실 2부 1권 | 타락의 검은실 1부 1권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 교보문고(톡소다), 리디북스(소설), 리디북스(이벤트), 무툰(소설 서비스), 미소설, 미스터블루(소설), 밀리의 서재, 북큐브(소설), 블라이스 셀렉트, 블라이스_인앱결제",타락의 검은 실 | 타락의 검은실 1부/2부
구글(소설),플라스틱먹고살면생활비원,1,플라스틱 먹고 살면 생활비 0원 1권,1,s2_exists_other_channel_only,"무툰(소설 서비스), 미소설, 밀리의 서재, 블라이스_일반결제",플라스틱 먹고 살면 생활비 0원
구글(소설),하렘으로세계정복,15,하렘으로 세계정복 1권,1,s2_exists_other_channel_only,"리디북스(소설), 무툰(소설 서비스), 미소설, 밀리의 서재, 북큐브(소설), 블라이스 셀렉트, 블라이스_인앱결제, 스낵북(알에스), 원스토어(소설), 웹소설 하이북, 윌라(전자책), 한아름(P000003716)",하렘으로 세계정복
구글(소설),핵무기도만들어드릴까요,3,핵무기도 만들어 드릴까요? 1권,1,s2_exists_other_channel_only,"문피아, 카카오페이지(선투자)",핵무기도 만들어 드릴까요?
구글(소설),헌드레드헤븐,1,헌드레드 헤븐 1권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 교보문고(톡소다), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 네이버_장르(광고수익), 리디북스(소설), 리디북스(이벤트), 문피아(후원금 정산), 미스터블루(소설), 밀리의 서재",[연재]헌드레드 헤븐 | [윌라]헌드레드 헤븐 | 헌드레드 헤븐
구글(소설),회귀해서천재pd,1,회귀해서 천재 PD 1권,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 네이버_연재, 네이버_장르, 리디북스(소설), 모픽(mofic), 무툰(소설 서비스), 미소설, 미스터블루(소설), 북큐브(소설), 블라이스_일반결제, 알라딘(소설)(1068659313)",(카카오)회귀해서 천재 PD
네이버_연재,epl프리미어리그,1,EPL-프리미어 리그,1,s2_exists_other_channel_only,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관",EPL-프리미어 리그
네이버_연재,sss급천재,1,SSS급 천재,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 교보문고(톡소다), 구글(소설), 네이버_장르, 네이버_장르(광고수익), 리디북스(소설), 리디북스(이벤트), 모픽(mofic), 무툰(소설 서비스), 문피아(후원금 정산), 미스터블루(소설)",SSS급 천재 | [카카오]SSS급 천재
네이버_연재,골때리는엄마들,1,골 때리는 엄마들,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 구글(소설), 네이버_장르(광고수익), 리디북스(소설), 리디북스(이벤트), 무툰(소설 서비스), 블라이스 셀렉트, 알라딘(소설)(1068659313), 원스토어(소설)",골 때리는 엄마들
네이버_연재,나홀로마법사,1,나 홀로 마법사,1,s2_exists_other_channel_only,"알라딘(소설)(1068659313), 카카오페이지(선투자)",나 홀로 마법사
네이버_연재,내가알던게임이아니다,1,내가 알던 게임이 아니다,1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 교보문고(톡소다), 구글(소설), 네이버_연재(광고수익), 리디북스(소설), 리디북스(이벤트), 미스터블루(소설), 북큐브(소설), 블라이스 셀렉트, 블라이스_인앱결제, 스낵북(알에스)",내가 알던 게임이 아니다
네이버_연재,네임드,1,네임드,1,s2_exists_other_channel_only,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관",네임드
네이버_연재,논마라나타,1,논 마라나타(non marana tha)[BL],1,s2_exists_other_channel_only,"Yes24(서점), 교보문고(소설), 구글(소설), 네이버_장르, 누온, 로망띠끄, 리디북스(소설), 리디북스(이벤트), 미스터블루(소설), 봄툰KR(1068149784), 북큐브(소설), 알라딘(소설)(1068659313)",논 마라나타(non marana tha) | 논 마라나타(non marana tha) [봄툰e북] | 논 마라나타(non marana tha) 세트
네이버_연재,마왕겁,1,마왕겁,1,s2_exists_other_channel_only,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관",마왕겁
네이버_연재,마왕군전입을명받았습니다,1,마왕군 전입을 명 받았습니다,1,s2_exists_other_channel_only,"윌라(오디오북), 카카오페이지(소설)",마왕군 전입을 명 받았습니다
