묶음ID,순번,원버킷,감리버킷,추천판정,판매채널,현재정제키,행수,원문예시,best_same_score,same_channel_candidates,best_any_score,any_channel_candidates,S2존재채널,S2제목예시,priority
OTHER_03,148,OTHER,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,네이버_장르,전직랭커는템빨로레벨업,1,전직 랭커는 템빨로 레벨 업! [단행본],0.91,0.91::갈드_윌라_전직 랭커는 템빨로 레벨 업!::489234 || 0.91::전직 랭커는 템빨로 레벨 업!_갈드_카카오::901057,1.0,1.0::리디북스(이벤트)::(카카오)전직 랭커는 템빨로 레벨 업!::653201 || 1.0::모픽(mofic)::(카카오)전직 랭커는 템빨로 레벨 업!::847732 || 1.0::카카오페이지(선투자)::(카카오)전직 랭커는 템빨로 레벨 업!::705076 || 1.0::카카오페이지(창작지원금)::(카카오)전직 랭커는 템빨로 레벨 업!::705077 || 1.0::토스(소설)::(카카오)전직 랭커는 템빨로 레벨 업!::831220,"리디북스(이벤트), 모픽(mofic), 카카오페이지(선투자), 카카오페이지(창작지원금), 토스(소설)",(카카오)전직 랭커는 템빨로 레벨 업!,2
NOS2_03,138,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,리디북스(소설),망겜의고인물로살아남기프롤로그,1,망겜의 고인물로 살아남기 프롤로그,0.91,0.91::[연재]망겜의 고인물로 살아남기::180387,0.91,0.91::네이버_연재::[연재]망겜의 고인물로 살아남기::110377 || 0.91::네이버_연재(광고수익)::[연재]망겜의 고인물로 살아남기::180386 || 0.91::리디북스(소설)::[연재]망겜의 고인물로 살아남기::180387 || 0.91::모픽(mofic)::[연재]망겜의 고인물로 살아남기::859129 || 0.91::미스터블루(소설)::[연재]망겜의 고인물로 살아남기::624720,,,2
NOS2_03,143,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,모픽(mofic),망한세상에서나혼자각성,1,망한 세상에서 나 혼자 각성,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::873922,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
NOS2_03,144,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,모픽(mofic),사이코패스살인마는살고싶다,1,사이코패스 살인마는 살고 싶다,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::873922,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
NOS2_03,150,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,무툰(소설 서비스),늙은경비에게조교당하는스튜어디스의이야기,1,늙은 경비에게 조교당하는 스튜어디스의 이야기,0.91,0.91::늙은 경비에게 조교당하는 스튜어디스::164408,0.91,0.91::구글(소설)::늙은 경비에게 조교당하는 스튜어디스::567971 || 0.91::리디북스(소설)::늙은 경비에게 조교당하는 스튜어디스::164407 || 0.91::무툰(소설 서비스)::늙은 경비에게 조교당하는 스튜어디스::164408 || 0.91::미소설::늙은 경비에게 조교당하는 스튜어디스::164409 || 0.91::미스터블루(소설)::늙은 경비에게 조교당하는 스튜어디스::164410,,,2
NOS2_04,154,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,무툰(소설 서비스),조금은야한우리회사,1,조금은 야한 우리 회사,0.91,0.91::0_조금은 야한 우리 회사_파워레인젖_일반::889799,0.91,0.91::교보문고(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::873923 || 0.91::네이버_연재::0_조금은 야한 우리 회사_파워레인젖_일반::889418 || 0.91::리디북스(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::891294 || 0.91::무툰(소설 서비스)::0_조금은 야한 우리 회사_파워레인젖_일반::889799 || 0.91::미소설::0_조금은 야한 우리 회사_파워레인젖_일반::889263,,,2
OTHER_04,178,OTHER,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,무툰(소설 서비스),혜정이의야한이야기,1,혜정이의 야한 이야기,0.91,0.91::0_혜정이의 야한 이야기_파워레인젖_일반::847067,1.0,1.0::원스토어(소설)::혜정이의 야한 이야기::848146 || 0.91::Yes24(서점)::0_혜정이의 야한 이야기_파워레인젖_일반::863943 || 0.91::교보문고(소설)::0_혜정이의 야한 이야기_파워레인젖_일반::844483 || 0.91::구글(소설)::0_혜정이의 야한 이야기_파워레인젖_일반::901111 || 0.91::네이버_연재::0_혜정이의 야한 이야기_파워레인젖_일반::854486,원스토어(소설),혜정이의 야한 이야기,2
NOS2_04,162,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,문피아,독식하는재벌세,1,독식하는 재벌 3세 [D],0.9231,0.9231::1980 독식하는 재벌!::189500,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
NOS2_04,163,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,문피아,야한규칙으로다따먹음,1,야한 규칙으로 다 따먹음,0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::863788,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_04,164,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,문피아,야한회사에서대박남,1,야한 회사에서 대박남,0.91,0.91::0_야한 회사에서 대박남_파워레인젖_일반::879339,0.91,0.91::교보문고(소설)::0_야한 회사에서 대박남_파워레인젖_일반::873854 || 0.91::네이버_연재::0_야한 회사에서 대박남_파워레인젖_일반::894328 || 0.91::리디북스(소설)::0_야한 회사에서 대박남_파워레인젖_일반::895390 || 0.91::무툰(소설 서비스)::0_야한 회사에서 대박남_파워레인젖_일반::894371 || 0.91::문피아::0_야한 회사에서 대박남_파워레인젖_일반::879339,,,2
NOS2_04,166,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,미소설,늙은경비에게조교당하는스튜어디스의이야기,1,늙은 경비에게 조교당하는 스튜어디스의 이야기,0.91,0.91::늙은 경비에게 조교당하는 스튜어디스::164409,0.91,0.91::구글(소설)::늙은 경비에게 조교당하는 스튜어디스::567971 || 0.91::리디북스(소설)::늙은 경비에게 조교당하는 스튜어디스::164407 || 0.91::무툰(소설 서비스)::늙은 경비에게 조교당하는 스튜어디스::164408 || 0.91::미소설::늙은 경비에게 조교당하는 스튜어디스::164409 || 0.91::미스터블루(소설)::늙은 경비에게 조교당하는 스튜어디스::164410,,,2
NOS2_04,168,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,미소설,독식하는재벌세,1,독식하는 재벌 3세,0.9231,0.9231::1980 독식하는 재벌!::673471,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
NOS2_04,170,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,미소설,조금은야한우리회사,1,조금은 야한 우리 회사,0.91,0.91::0_조금은 야한 우리 회사_파워레인젖_일반::889263,0.91,0.91::교보문고(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::873923 || 0.91::네이버_연재::0_조금은 야한 우리 회사_파워레인젖_일반::889418 || 0.91::리디북스(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::891294 || 0.91::무툰(소설 서비스)::0_조금은 야한 우리 회사_파워레인젖_일반::889799 || 0.91::미소설::0_조금은 야한 우리 회사_파워레인젖_일반::889263,,,2
NOS2_05,224,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,미스터블루(소설),조금은야한우리회사,1,조금은 야한 우리 회사,0.91,0.91::0_조금은 야한 우리 회사_파워레인젖_일반::889289,0.91,0.91::교보문고(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::873923 || 0.91::네이버_연재::0_조금은 야한 우리 회사_파워레인젖_일반::889418 || 0.91::리디북스(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::891294 || 0.91::무툰(소설 서비스)::0_조금은 야한 우리 회사_파워레인젖_일반::889799 || 0.91::미소설::0_조금은 야한 우리 회사_파워레인젖_일반::889263,,,2
NOS2_05,240,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,북큐브(소설),늙은경비에게조교당하는스튜어디스이야기,1,늙은 경비에게 조교당하는 스튜어디스 이야기,0.9143,0.9143::늙은 경비에게 조교당하는 스튜어디스::164411,0.9143,0.9143::구글(소설)::늙은 경비에게 조교당하는 스튜어디스::567971 || 0.9143::리디북스(소설)::늙은 경비에게 조교당하는 스튜어디스::164407 || 0.9143::무툰(소설 서비스)::늙은 경비에게 조교당하는 스튜어디스::164408 || 0.9143::미소설::늙은 경비에게 조교당하는 스튜어디스::164409 || 0.9143::미스터블루(소설)::늙은 경비에게 조교당하는 스튜어디스::164410,,,2
NOS2_05,242,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,북큐브(소설),조금은야한우리회사,1,조금은 야한 우리 회사,0.91,0.91::0_조금은 야한 우리 회사_파워레인젖_일반::889800,0.91,0.91::교보문고(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::873923 || 0.91::네이버_연재::0_조금은 야한 우리 회사_파워레인젖_일반::889418 || 0.91::리디북스(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::891294 || 0.91::무툰(소설 서비스)::0_조금은 야한 우리 회사_파워레인젖_일반::889799 || 0.91::미소설::0_조금은 야한 우리 회사_파워레인젖_일반::889263,,,2
NOS2_05,245,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,북팔(소설),야한규칙으로다따먹음,1,야한 규칙으로 다 따먹음,0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::869142,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_05,246,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,북팔(소설),조금은야한우리회사,1,조금은 야한 우리 회사,0.91,0.91::0_조금은 야한 우리 회사_파워레인젖_일반::889468,0.91,0.91::교보문고(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::873923 || 0.91::네이버_연재::0_조금은 야한 우리 회사_파워레인젖_일반::889418 || 0.91::리디북스(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::891294 || 0.91::무툰(소설 서비스)::0_조금은 야한 우리 회사_파워레인젖_일반::889799 || 0.91::미소설::0_조금은 야한 우리 회사_파워레인젖_일반::889263,,,2
NOS2_05,248,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,블라이스_일반결제,늙은경비에게조교당하는스튜어디스의이야기,1,늙은 경비에게 조교당하는 스튜어디스의 이야기,0.91,0.91::늙은 경비에게 조교당하는 스튜어디스::164413,0.91,0.91::구글(소설)::늙은 경비에게 조교당하는 스튜어디스::567971 || 0.91::리디북스(소설)::늙은 경비에게 조교당하는 스튜어디스::164407 || 0.91::무툰(소설 서비스)::늙은 경비에게 조교당하는 스튜어디스::164408 || 0.91::미소설::늙은 경비에게 조교당하는 스튜어디스::164409 || 0.91::미스터블루(소설)::늙은 경비에게 조교당하는 스튜어디스::164410,,,2
NOS2_05,250,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,블라이스_일반결제,야한규칙으로다따먹음,1,야한 규칙으로 다 따먹음,0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::873196,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_06,263,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,웹소설 하이북,늙은경비에게조교당하는스튜어디스의이야기,1,늙은 경비에게 조교당하는 스튜어디스의 이야기,0.91,0.91::늙은 경비에게 조교당하는 스튜어디스::164417,0.91,0.91::구글(소설)::늙은 경비에게 조교당하는 스튜어디스::567971 || 0.91::리디북스(소설)::늙은 경비에게 조교당하는 스튜어디스::164407 || 0.91::무툰(소설 서비스)::늙은 경비에게 조교당하는 스튜어디스::164408 || 0.91::미소설::늙은 경비에게 조교당하는 스튜어디스::164409 || 0.91::미스터블루(소설)::늙은 경비에게 조교당하는 스튜어디스::164410,,,2
NOS2_06,266,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,웹소설 하이북,독식하는재벌세,1,독식하는 재벌 3세,0.9231,0.9231::1980 독식하는 재벌!::488559,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
NOS2_06,268,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,웹소설 하이북,야한규칙으로다따먹음,1,야한 규칙으로 다 따먹음,0.91,0.91::0_야한규칙으로 다 따먹음_파워레인젖_일반::868871,0.91,0.91::Yes24(서점)::0_야한규칙으로 다 따먹음_파워레인젖_일반::889829 || 0.91::교보문고(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::863787 || 0.91::구글(소설)::0_야한규칙으로 다 따먹음_파워레인젖_일반::901106 || 0.91::네이버_연재::0_야한규칙으로 다 따먹음_파워레인젖_일반::869284 || 0.91::무툰(소설 서비스)::0_야한규칙으로 다 따먹음_파워레인젖_일반::869635,,,2
NOS2_06,269,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,웹소설 하이북,조금은야한우리회사,1,조금은 야한 우리 회사,0.91,0.91::0_조금은 야한 우리 회사_파워레인젖_일반::889264,0.91,0.91::교보문고(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::873923 || 0.91::네이버_연재::0_조금은 야한 우리 회사_파워레인젖_일반::889418 || 0.91::리디북스(소설)::0_조금은 야한 우리 회사_파워레인젖_일반::891294 || 0.91::무툰(소설 서비스)::0_조금은 야한 우리 회사_파워레인젖_일반::889799 || 0.91::미소설::0_조금은 야한 우리 회사_파워레인젖_일반::889263,,,2
NOS2_06,275,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,조아라(소설),고인물무림에가다,1,"고인물, 무림에 가다",0.91,0.91::고인물 무림에 가다_갈드_창작지원금::901680,0.91,0.91::네이버_연재::고인물 무림에 가다_갈드_창작지원금::901052 || 0.91::네이버_장르::고인물 무림에 가다_갈드_창작지원금::901059 || 0.91::무툰(소설 서비스)::고인물 무림에 가다_갈드_창작지원금::901082 || 0.91::조아라(소설)::고인물 무림에 가다_갈드_창작지원금::901680 || 0.91::카카오페이지(선투자)::고인물 무림에 가다_갈드_창작지원금::901947,,,2
NOS2_06,277,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,조아라(소설),독식하는재벌세,1,독식하는 재벌 3세,0.9231,0.9231::1980 독식하는 재벌!::591966,0.9231,0.9231::교보문고(소설)::1980 독식하는 재벌!::673477 || 0.9231::구글(소설)::1980 독식하는 재벌!::673476 || 0.9231::네이버_연재::1980 독식하는 재벌!::488558 || 0.9231::네이버_연재(광고수익)::1980 독식하는 재벌!::488560 || 0.9231::네이버_장르(광고수익)::1980 독식하는 재벌!::673478,,,2
OTHER_05,227,OTHER,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,조아라(소설),혜정이의야한이야기,1,혜정이의 야한 이야기 (단행본),0.91,0.91::0_혜정이의 야한 이야기_파워레인젖_일반::873265,1.0,1.0::원스토어(소설)::혜정이의 야한 이야기::848146 || 0.91::Yes24(서점)::0_혜정이의 야한 이야기_파워레인젖_일반::863943 || 0.91::교보문고(소설)::0_혜정이의 야한 이야기_파워레인젖_일반::844483 || 0.91::구글(소설)::0_혜정이의 야한 이야기_파워레인젖_일반::901111 || 0.91::네이버_연재::0_혜정이의 야한 이야기_파워레인젖_일반::854486,원스토어(소설),혜정이의 야한 이야기,2
NOS2_06,282,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,카카오페이지(소설),망한세상에서나혼자각성,1,망한 세상에서 나 혼자 각성,0.91,0.91::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::837347,0.91,0.91::Yes24(서점)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854065 || 0.91::교보문고::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::844619 || 0.91::구글(소설)::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::858480 || 0.91::네이버_연재::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::845760 || 0.91::네이버_장르::0_네임드·네임드 플레이어·망한 세상에서 나 혼자 각성·보스 몹이 너무 강함·사이코패스 살인마는 살고 싶다_민작가_일반::854356,,,2
OTHER_05,229,OTHER,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,큐툰(소설 서비스),인더프라이빗룸,1,인 더 프라이빗 룸(In The Private Room),0.91,0.91::인 더 프라이빗 룸(In The Private Room) 외부 연재형::878643,1.0,1.0::Yes24(서점)::인 더 프라이빗 룸(In The Private Room) 세트 (외전 포함)::214549 || 1.0::Yes24(서점)::인 더 프라이빗 룸(In The Private Room) 외전1::214569 || 1.0::Yes24(서점)::인 더 프라이빗 룸(In The Private Room) 외전2::214581 || 1.0::교보문고(소설)::인 더 프라이빗 룸(In The Private Room) 외전1::115763 || 1.0::교보문고(소설)::인 더 프라이빗 룸(In The Private Room) 외전2::115764,"Yes24(서점), 교보문고(소설), 구글(소설), 로망띠끄, 리디북스(소설), 봄툰 (B2C App), 봄툰 (B2C Web), 북큐브(소설), 알라딘(소설)(1068659313), 원스토어(소설)",[봄툰] 인 더 프라이빗 룸(In the private room) | 인 더 프라이빗 룸(In The Private Room) 세트 (외전 포함) | 인 더 프라이빗 룸(In The Private Room) 외전1 | 인 더 프라이빗 룸(In The Private Room) 외전2,2
NOS2_07,303,NOS2,B_same_channel_review_candidate,같은 채널 S2 근접후보. 표기/정제 차이 가능성 수동확인,한아름(P000003716),야한연극의ts주인공이되었다,1,[연재] 야한 연극의 TS 주인공이 되었다,0.91,0.91::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::873605,0.91,0.91::Yes24(서점)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::878921 || 0.91::교보문고(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::857905 || 0.91::네이버_연재::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::869286 || 0.91::네이버_장르::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::879209 || 0.91::리디북스(소설)::0_야한 연극의 TS 주인공이 되었다_파워레인젖_일반::870811,,,2
OTHER_01,1,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",한아름(P000003716),핵무기도만들어드릴까요,351,[연재]핵무기도 만들어 드릴까요? | 핵무기도 만들어 드릴까요?,0.0,,1.0,1.0::문피아::핵무기도 만들어 드릴까요?::901679 || 1.0::카카오페이지(선투자)::핵무기도 만들어 드릴까요?::188701,"문피아, 카카오페이지(선투자)",핵무기도 만들어 드릴까요?,3
OTHER_01,2,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",원스토어(소설),코인게이트를열었다,212,코인 게이트를 열었다,0.0,,1.0,1.0::교보문고(소설)::코인게이트를열었다::689215 || 1.0::미소설::코인게이트를열었다::689214 || 1.0::미스터블루(소설)::코인게이트를열었다::836585 || 1.0::윌라(전자책)::코인게이트를열었다::833386 || 1.0::판무림::코인게이트를열었다::489539,"교보문고(소설), 미소설, 미스터블루(소설), 윌라(전자책), 판무림",코인게이트를열었다,3
OTHER_01,3,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",리디북스(소설),나홀로마법사,200,나 홀로 마법사 27화 | 나 홀로 마법사 28화 | 나 홀로 마법사 29화 | 나 홀로 마법사 30화 | 나 홀로 마법사 31화 | 나 홀로 마법사 32화,0.0,,1.0,1.0::알라딘(소설)(1068659313)::나 홀로 마법사::194939 || 1.0::카카오페이지(선투자)::나 홀로 마법사::901944,"알라딘(소설)(1068659313), 카카오페이지(선투자)",나 홀로 마법사,3
OTHER_01,4,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",판무림,업어키운사매들,135,업어 키운 사매들,0.0,,1.0,1.0::교보문고(소설)::업어 키운 사매들::839364 || 1.0::네이버_연재::업어 키운 사매들::873460 || 1.0::리디북스(소설)::업어 키운 사매들::874886 || 1.0::무툰(소설 서비스)::업어 키운 사매들::873916 || 1.0::문피아::업어 키운 사매들::873775,"교보문고(소설), 네이버_연재, 리디북스(소설), 무툰(소설 서비스), 문피아, 미소설, 북큐브(소설), 북팔(소설), 블라이스_일반결제, 에피루스 이북클럽(B2C), 원스토어(소설), 웹소설 하이북, 조아라(소설), 카카오페이지(소설), 카카오페이지(창작지원금), 한아름(P000003716)",업어 키운 사매들,3
OTHER_01,5,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",리디북스(소설),핵무기도만들어드릴까요,133,[e북]핵무기도 만들어 드릴까요? 7권 | [e북]핵무기도 만들어 드릴까요? 8권 | [e북]핵무기도 만들어 드릴까요? 9권 | [e북]핵무기도 만들어 드릴까요? 10권 | [e북]핵무기도 만들어 드릴까요? 11권 | [e북]핵무기도 만들어 드릴까요? 12권,0.0,,1.0,1.0::문피아::핵무기도 만들어 드릴까요?::901679 || 1.0::카카오페이지(선투자)::핵무기도 만들어 드릴까요?::188701,"문피아, 카카오페이지(선투자)",핵무기도 만들어 드릴까요?,3
OTHER_01,6,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",구글(소설),코드네임사신,129,[10%할인] 코드네임 사신 10권 | [10%할인] 코드네임 사신 11권 | 코드네임 사신 1권 | [10%할인] 코드네임 사신 12권 | 코드네임 사신 2권 | [10%할인] 코드네임 사신 13권,0.0,,1.0,1.0::Yes24(서점)::코드네임 사신::901075 || 1.0::네이버_장르::코드네임 사신::163658 || 1.0::네이버_장르(광고수익)::코드네임 사신::163660 || 1.0::모픽(mofic)::코드네임 사신::838544 || 1.0::미스터블루(소설)::코드네임 사신::836584,"Yes24(서점), 네이버_장르, 네이버_장르(광고수익), 모픽(mofic), 미스터블루(소설), 스낵북(알에스), 카카오페이지(소설), 한아름(P000003716)",코드네임 사신,3
