묶음ID,순번,원버킷,감리버킷,추천판정,판매채널,현재정제키,행수,원문예시,best_same_score,same_channel_candidates,best_any_score,any_channel_candidates,S2존재채널,S2제목예시,priority
OTHER_03,126,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_연재,이악당은이제제겁니다,1,이 악당은 이제 제 겁니다 [독점],0.0,,1.0,1.0::EDITIO::이 악당은 이제 제 겁니다[단행본]::616347 || 1.0::OPMS::이 악당은 이제 제 겁니다[단행본]::616348 || 1.0::Yes24(서점)::이 악당은 이제 제 겁니다[단행본]::616349 || 1.0::Yes24(시프트북스)::이 악당은 이제 제 겁니다[단행본]::616350 || 1.0::교보문고(소설)::이 악당은 이제 제 겁니다[단행본]::616295,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), 교보문고(소설), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 네이버_일반, 네이버_장르, 누온, 리디북스(소설), 리디북스(이벤트), 무툰(소설 서비스), 문피아, 미스터블루(소설), 밀리의 서재, 버프툰_독점, 버프툰_일반, 부커스",이 악당은 이제 제 겁니다[단행본],3
OTHER_03,128,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_연재,전직랭커는템빨로레벨업,1,전직 랭커는 템빨로 레벨 업!,0.0,,1.0,1.0::리디북스(이벤트)::(카카오)전직 랭커는 템빨로 레벨 업!::653201 || 1.0::모픽(mofic)::(카카오)전직 랭커는 템빨로 레벨 업!::847732 || 1.0::카카오페이지(선투자)::(카카오)전직 랭커는 템빨로 레벨 업!::705076 || 1.0::카카오페이지(창작지원금)::(카카오)전직 랭커는 템빨로 레벨 업!::705077 || 1.0::토스(소설)::(카카오)전직 랭커는 템빨로 레벨 업!::831220,"리디북스(이벤트), 모픽(mofic), 카카오페이지(선투자), 카카오페이지(창작지원금), 토스(소설)",(카카오)전직 랭커는 템빨로 레벨 업!,3
OTHER_03,129,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_연재,코드네임사신,1,코드네임 사신,0.0,,1.0,1.0::Yes24(서점)::코드네임 사신::901075 || 1.0::네이버_장르::코드네임 사신::163658 || 1.0::네이버_장르(광고수익)::코드네임 사신::163660 || 1.0::모픽(mofic)::코드네임 사신::838544 || 1.0::미스터블루(소설)::코드네임 사신::836584,"Yes24(서점), 네이버_장르, 네이버_장르(광고수익), 모픽(mofic), 미스터블루(소설), 스낵북(알에스), 카카오페이지(소설), 한아름(P000003716)",코드네임 사신,3
OTHER_03,130,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_연재,하이퍼서퍼벤젠스,1,하이퍼 서퍼 벤젠스,0.0,,1.0,1.0::EDITIO::하이퍼 서퍼 벤젠스::901673 || 1.0::OPMS::하이퍼 서퍼 벤젠스::901674 || 1.0::Yes24(서점)::하이퍼 서퍼 벤젠스::901675 || 1.0::Yes24(시프트북스)::하이퍼 서퍼 벤젠스::901676 || 1.0::Yes24(웹툰)::하이퍼 서퍼 벤젠스::901677,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 구루컴퍼니(숏툰), 국내 유통-카카오 이모티콘, 국립장애인도서관, 굿툰(만화), 노벨피아 (소설), 누온, 라프텔, 레드아이스, 로망띠끄, 리디북스(소설)",하이퍼 서퍼 벤젠스,3
OTHER_03,131,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_연재,학원폭력물의회귀특전자,1,학원 폭력물의 회귀 특전자,0.0,,1.0,1.0::EDITIO::학원 폭력물의 회귀 특전자::898858 || 1.0::OPMS::학원 폭력물의 회귀 특전자::898859 || 1.0::Yes24(서점)::학원 폭력물의 회귀 특전자::898860 || 1.0::Yes24(시프트북스)::학원 폭력물의 회귀 특전자::898861 || 1.0::Yes24(웹툰)::학원 폭력물의 회귀 특전자::898862,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관, 굿툰(만화), 노벨피아 (소설), 누온, 라프텔, 레드아이스, 로망띠끄, 리디북스(소설), 리디북스(웹툰)",학원 폭력물의 회귀 특전자,3
OTHER_03,132,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_연재,핵무기도만들어드릴까요,1,핵무기도 만들어 드릴까요?,0.0,,1.0,1.0::문피아::핵무기도 만들어 드릴까요?::901679 || 1.0::카카오페이지(선투자)::핵무기도 만들어 드릴까요?::188701,"문피아, 카카오페이지(선투자)",핵무기도 만들어 드릴까요?,3
OTHER_03,134,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_연재,회사에서자위하면생기는일,1,회사에서 자위하면 생기는 일,0.0,,1.0,1.0::EDITIO::회사에서 자위하면 생기는 일::899232 || 1.0::OPMS::회사에서 자위하면 생기는 일::899233 || 1.0::Yes24(서점)::회사에서 자위하면 생기는 일::899234 || 1.0::Yes24(시프트북스)::회사에서 자위하면 생기는 일::899235 || 1.0::Yes24(웹툰)::회사에서 자위하면 생기는 일::899236,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관, 굿툰(만화), 네이버_연재(광고수익), 네이버_장르, 노벨피아 (소설), 누온, 라프텔, 레드아이스, 로망띠끄",회사에서 자위하면 생기는 일,3
OTHER_03,135,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,골때리는엄마들,1,골 때리는 엄마들 [단행본],0.0,,1.0,1.0::Yes24(서점)::골 때리는 엄마들::565277 || 1.0::교보문고(소설)::골 때리는 엄마들::565276 || 1.0::구글(소설)::골 때리는 엄마들::109842 || 1.0::네이버_장르(광고수익)::골 때리는 엄마들::673155 || 1.0::리디북스(소설)::골 때리는 엄마들::567694,"Yes24(서점), 교보문고(소설), 구글(소설), 네이버_장르(광고수익), 리디북스(소설), 리디북스(이벤트), 무툰(소설 서비스), 블라이스 셀렉트, 알라딘(소설)(1068659313), 원스토어(소설)",골 때리는 엄마들,3
OTHER_03,136,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,마법배운재벌집늦둥이,1,마법 배운 재벌집 늦둥이 [단행본],0.0,,1.0,1.0::네이버_연재::마법 배운 재벌집 늦둥이::200985 || 1.0::네이버_연재(광고수익)::마법 배운 재벌집 늦둥이::200986 || 1.0::노벨피아 (소설)::마법 배운 재벌집 늦둥이::868879 || 1.0::리디북스(소설)::마법 배운 재벌집 늦둥이::200989 || 1.0::모픽(mofic)::마법 배운 재벌집 늦둥이::838462,"네이버_연재, 네이버_연재(광고수익), 노벨피아 (소설), 리디북스(소설), 모픽(mofic), 무툰(소설 서비스), 미소설, 미스터블루(소설), 북큐브(소설), 북팔(소설), 블라이스_인앱결제, 에이블리(소설), 원스토어(소설), 웹소설 하이북, 조아라(소설), 카카오페이지(선투자), 한아름(P000003716)",마법 배운 재벌집 늦둥이,3
OTHER_03,137,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,마왕이나노머신을숨김,1,마왕이 나노머신을 숨김 [단행본],0.0,,1.0,1.0::리디북스(이벤트)::[카카오]마왕이 나노머신을 숨김 단행본::652634 || 1.0::모픽(mofic)::[카카오]마왕이 나노머신을 숨김 단행본::838467 || 1.0::미스터블루(소설)::[카카오]마왕이 나노머신을 숨김 단행본::836492 || 1.0::카카오페이지(선투자)::[카카오]마왕이 나노머신을 숨김 단행본::703009 || 1.0::카카오페이지(창작지원금)::[카카오]마왕이 나노머신을 숨김 단행본::703010,"리디북스(이벤트), 모픽(mofic), 미스터블루(소설), 카카오페이지(선투자), 카카오페이지(창작지원금)",[카카오]마왕이 나노머신을 숨김 단행본,3
OTHER_03,138,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,말년에이계라니,1,말년에 이계라니,0.0,,1.0,1.0::EDITIO::말년에 이계라니::898223 || 1.0::OPMS::말년에 이계라니::898224 || 1.0::Yes24(서점)::말년에 이계라니::898225 || 1.0::Yes24(시프트북스)::말년에 이계라니::898226 || 1.0::Yes24(웹툰)::말년에 이계라니::898227,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관, 굿툰(만화), 노벨피아 (소설), 누온, 라프텔, 레드아이스, 로망띠끄, 리디북스(소설), 리디북스(웹툰)",말년에 이계라니,3
OTHER_03,139,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,몸으로우는소쩍새,1,몸으로 우는 소쩍새 [단행본],0.0,,1.0,1.0::리디북스(소설)::몸으로 우는 소쩍새::891558,리디북스(소설),몸으로 우는 소쩍새,3
OTHER_03,140,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,미생법사,1,미생법사 [단행본],0.0,,1.0,1.0::EDITIO::미생법사::899686 || 1.0::OPMS::미생법사::899687 || 1.0::Yes24(서점)::미생법사::899688 || 1.0::Yes24(시프트북스)::미생법사::899689 || 1.0::Yes24(웹툰)::미생법사::899690,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관, 굿툰(만화), 네이버_장르(광고수익), 노벨피아 (소설), 누온, 라프텔, 레드아이스, 로망띠끄, 리디북스(소설)",미생법사,3
OTHER_03,142,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,슈퍼스타누구도막을수없어,1,"슈퍼스타, 누구도 막을 수 없어!!!!!! [단행본]",0.0,,1.0,"1.0::윌라(오디오북)::슈퍼스타, 누구도 막을 수 없어!!!!!!::110994 || 1.0::카카오페이지(소설)::슈퍼스타, 누구도 막을 수 없어!!!!!!::901953","윌라(오디오북), 카카오페이지(소설)","슈퍼스타, 누구도 막을 수 없어!!!!!!",3
OTHER_03,143,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,아포칼립스의유일한플레이어,1,아포칼립스의 유일한 플레이어 [단행본],0.0,,1.0,1.0::카카오페이지(소설)::아포칼립스의 유일한 플레이어::901941,카카오페이지(소설),아포칼립스의 유일한 플레이어,3
OTHER_03,144,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,어웨이큰분노의학살자,1,어웨이큰 - 분노의 학살자 [단행본],0.0,,1.0,1.0::EDITIO::어웨이큰 - 분노의 학살자::897980 || 1.0::OPMS::어웨이큰 - 분노의 학살자::897981 || 1.0::Yes24(서점)::어웨이큰 - 분노의 학살자::897982 || 1.0::Yes24(시프트북스)::어웨이큰 - 분노의 학살자::897983 || 1.0::Yes24(웹툰)::어웨이큰 - 분노의 학살자::897984,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관, 굿툰(만화), 노벨피아 (소설), 누온, 라프텔, 레드아이스, 로망띠끄, 리디북스(소설), 리디북스(웹툰)",어웨이큰 - 분노의 학살자,3
OTHER_03,145,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,인더프라이빗룸,1,인 더 프라이빗 룸 [BL][단행본],0.0,,1.0,1.0::Yes24(서점)::인 더 프라이빗 룸(In The Private Room) 세트 (외전 포함)::214549 || 1.0::Yes24(서점)::인 더 프라이빗 룸(In The Private Room) 외전1::214569 || 1.0::Yes24(서점)::인 더 프라이빗 룸(In The Private Room) 외전2::214581 || 1.0::교보문고(소설)::인 더 프라이빗 룸(In The Private Room) 외전1::115763 || 1.0::교보문고(소설)::인 더 프라이빗 룸(In The Private Room) 외전2::115764,"Yes24(서점), 교보문고(소설), 구글(소설), 로망띠끄, 리디북스(소설), 봄툰 (B2C App), 봄툰 (B2C Web), 북큐브(소설), 알라딘(소설)(1068659313), 원스토어(소설)",[봄툰] 인 더 프라이빗 룸(In the private room) | 인 더 프라이빗 룸(In The Private Room) 세트 (외전 포함) | 인 더 프라이빗 룸(In The Private Room) 외전1 | 인 더 프라이빗 룸(In The Private Room) 외전2,3
OTHER_03,146,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,재벌가차남은먼치킨,1,재벌가 차남은 먼치킨 [단행본],0.0,,1.0,1.0::EDITIO::재벌가 차남은 먼치킨::897311 || 1.0::OPMS::재벌가 차남은 먼치킨::897312 || 1.0::Yes24(서점)::재벌가 차남은 먼치킨::897313 || 1.0::Yes24(시프트북스)::재벌가 차남은 먼치킨::897314 || 1.0::Yes24(웹툰)::재벌가 차남은 먼치킨::897315,"EDITIO, OPMS, Yes24(서점), Yes24(시프트북스), Yes24(웹툰), 교보문고(소설), 교보문고(웹툰), 교보문고(톡소다), 구글(소설), 구루컴퍼니, 국내 유통-카카오 이모티콘, 국립장애인도서관, 굿툰(만화), 네이버_연재, 노벨피아 (소설), 누온, 라프텔, 레드아이스, 로망띠끄, 리디북스(소설)",재벌가 차남은 먼치킨,3
OTHER_03,147,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,전생에천마였던드래곤,1,전생에 천마였던 드래곤 [단행본],0.0,,1.0,1.0::교보문고(소설)::전생에 천마였던 드래곤::681895 || 1.0::네이버_연재::전생에 천마였던 드래곤::589918 || 1.0::네이버_연재(광고수익)::전생에 천마였던 드래곤::589919 || 1.0::네이버_장르(광고수익)::전생에 천마였던 드래곤::681896 || 1.0::노벨피아 (소설)::전생에 천마였던 드래곤::863659,"교보문고(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르(광고수익), 노벨피아 (소설), 리디북스(이벤트), 문피아(후원금 정산), 미소설, 미스터블루(소설), 북큐브(소설), 블라이스_일반결제, 스낵북(알에스), 에피루스 이북클럽(B2C), 원스토어(소설), 웹소설 하이북, 조아라(소설), 카카오페이지(소설), 카카오페이지(창작지원금), 판무림",전생에 천마였던 드래곤,3
OTHER_03,149,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",네이버_장르,핵무기도만들어드릴까요,1,핵무기도 만들어 드릴까요? [단행본],0.0,,1.0,1.0::문피아::핵무기도 만들어 드릴까요?::901679 || 1.0::카카오페이지(선투자)::핵무기도 만들어 드릴까요?::188701,"문피아, 카카오페이지(선투자)",핵무기도 만들어 드릴까요?,3
OTHER_03,150,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",노벨피아 (소설),어서와마왕은처음이지,1,"어서 와, 마왕은 처음이지?",0.0,,1.0,"1.0::교보문고(소설)::어서 와, 마왕은 처음이지?::489192 || 1.0::네이버_장르::어서 와, 마왕은 처음이지?::883971 || 1.0::리디북스(소설)::어서 와, 마왕은 처음이지?::489261 || 1.0::모픽(mofic)::어서 와, 마왕은 처음이지?::854508 || 1.0::알라딘(소설)(1068659313)::어서 와, 마왕은 처음이지?::489421","교보문고(소설), 네이버_장르, 리디북스(소설), 모픽(mofic), 알라딘(소설)(1068659313), 카카오페이지(소설), 토스(소설), 판무림, 한아름(P000003716)","어서 와, 마왕은 처음이지?",3
OTHER_04,151,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",로망띠끄,이름을세번부를때까지,1,이름을 세 번 부를 때까지,0.0,,1.0,1.0::교보문고(소설)::[연재] 이름을 세 번 부를 때까지::110102 || 1.0::네이버_연재::[연재] 이름을 세 번 부를 때까지::177658 || 1.0::북팔(소설)::[연재] 이름을 세 번 부를 때까지::177664 || 1.0::블라이스_일반결제::[연재] 이름을 세 번 부를 때까지::177666 || 1.0::에이블리(소설)::[연재] 이름을 세 번 부를 때까지::567734,"교보문고(소설), 네이버_연재, 북팔(소설), 블라이스_일반결제, 에이블리(소설), 원스토어(소설), 조아라(소설)",[연재] 이름을 세 번 부를 때까지,3
OTHER_04,152,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",리디북스(소설),마왕이나노머신을숨김,1,[e북]마왕이 나노머신을 숨김 1권,0.0,,1.0,1.0::리디북스(이벤트)::[카카오]마왕이 나노머신을 숨김 단행본::652634 || 1.0::모픽(mofic)::[카카오]마왕이 나노머신을 숨김 단행본::838467 || 1.0::미스터블루(소설)::[카카오]마왕이 나노머신을 숨김 단행본::836492 || 1.0::카카오페이지(선투자)::[카카오]마왕이 나노머신을 숨김 단행본::703009 || 1.0::카카오페이지(창작지원금)::[카카오]마왕이 나노머신을 숨김 단행본::703010,"리디북스(이벤트), 모픽(mofic), 미스터블루(소설), 카카오페이지(선투자), 카카오페이지(창작지원금)",[카카오]마왕이 나노머신을 숨김 단행본,3
OTHER_04,153,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",리디북스(소설),슈퍼스타누구도막을수없어,1,"[e북]슈퍼스타, 누구도 막을 수 없어!!! 1권",0.0,,1.0,"1.0::윌라(오디오북)::슈퍼스타, 누구도 막을 수 없어!!!!!!::110994 || 1.0::카카오페이지(소설)::슈퍼스타, 누구도 막을 수 없어!!!!!!::901953","윌라(오디오북), 카카오페이지(소설)","슈퍼스타, 누구도 막을 수 없어!!!!!!",3
OTHER_04,154,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",리디북스(소설),용사는조용히살고싶다,1,[e북]용사는 조용히 살고 싶다 1권,0.0,,1.0,1.0::Yes24(서점)::용사는 조용히 살고 싶다::712136 || 1.0::교보문고(소설)::용사는 조용히 살고 싶다::489193 || 1.0::교보문고(톡소다)::용사는 조용히 살고 싶다::712140 || 1.0::네이버_장르::용사는 조용히 살고 싶다::809364 || 1.0::네이버_장르(광고수익)::용사는 조용히 살고 싶다::712150,"Yes24(서점), 교보문고(소설), 교보문고(톡소다), 네이버_장르, 네이버_장르(광고수익), 노벨피아 (소설), 리디북스(이벤트), 모픽(mofic), 무툰(소설 서비스), 문피아(후원금 정산), 미소설, 미스터블루(소설), 북큐브(소설), 북팔(소설), 스낵북(알에스), 알라딘(소설)(1068659313), 에피루스 이북클럽(B2C), 웹소설 하이북, 윌라(전자책), 카카오페이지(소설)",용사는 조용히 살고 싶다,3
OTHER_04,155,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",리디북스(소설),이름을세번부를때까지,1,[e북]이름을 세 번 부를 때까지,0.0,,1.0,1.0::교보문고(소설)::[연재] 이름을 세 번 부를 때까지::110102 || 1.0::네이버_연재::[연재] 이름을 세 번 부를 때까지::177658 || 1.0::북팔(소설)::[연재] 이름을 세 번 부를 때까지::177664 || 1.0::블라이스_일반결제::[연재] 이름을 세 번 부를 때까지::177666 || 1.0::에이블리(소설)::[연재] 이름을 세 번 부를 때까지::567734,"교보문고(소설), 네이버_연재, 북팔(소설), 블라이스_일반결제, 에이블리(소설), 원스토어(소설), 조아라(소설)",[연재] 이름을 세 번 부를 때까지,3
OTHER_04,156,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",리디북스(소설),전생에천마였던드래곤,1,[e북]전생에 천마였던 드래곤 1권,0.0,,1.0,1.0::교보문고(소설)::전생에 천마였던 드래곤::681895 || 1.0::네이버_연재::전생에 천마였던 드래곤::589918 || 1.0::네이버_연재(광고수익)::전생에 천마였던 드래곤::589919 || 1.0::네이버_장르(광고수익)::전생에 천마였던 드래곤::681896 || 1.0::노벨피아 (소설)::전생에 천마였던 드래곤::863659,"교보문고(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르(광고수익), 노벨피아 (소설), 리디북스(이벤트), 문피아(후원금 정산), 미소설, 미스터블루(소설), 북큐브(소설), 블라이스_일반결제, 스낵북(알에스), 에피루스 이북클럽(B2C), 원스토어(소설), 웹소설 하이북, 조아라(소설), 카카오페이지(소설), 카카오페이지(창작지원금), 판무림",전생에 천마였던 드래곤,3
OTHER_04,157,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),sss급괴물사냥꾼,1,SSS급 괴물 사냥꾼,0.0,,1.0,1.0::카카오페이지(선투자)::SSS급 괴물 사냥꾼::901945 || 1.0::카카오페이지(창작지원금)::SSS급 괴물 사냥꾼::111549,"카카오페이지(선투자), 카카오페이지(창작지원금)",SSS급 괴물 사냥꾼,3
OTHER_04,158,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),나홀로마법사,1,나 홀로 마법사,0.0,,1.0,1.0::알라딘(소설)(1068659313)::나 홀로 마법사::194939 || 1.0::카카오페이지(선투자)::나 홀로 마법사::901944,"알라딘(소설)(1068659313), 카카오페이지(선투자)",나 홀로 마법사,3
OTHER_04,159,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),리턴오브로드,1,리턴 오브 로드,0.0,,1.0,1.0::카카오페이지(소설)::리턴 오브 로드::187426 || 1.0::카카오페이지(창작지원금)::리턴 오브 로드::187428,"카카오페이지(소설), 카카오페이지(창작지원금)",리턴 오브 로드,3
OTHER_04,160,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),마왕군전입을명받았습니다,1,마왕군 전입을 명 받았습니다,0.0,,1.0,1.0::윌라(오디오북)::마왕군 전입을 명 받았습니다::110991 || 1.0::카카오페이지(소설)::마왕군 전입을 명 받았습니다::901936,"윌라(오디오북), 카카오페이지(소설)",마왕군 전입을 명 받았습니다,3
OTHER_04,161,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),마왕으로산다,1,마왕으로 산다,0.0,,1.0,1.0::Yes24(서점)::마왕으로 산다::565322 || 1.0::구글(소설)::마왕으로 산다::568126 || 1.0::네이버_연재::마왕으로 산다::180265 || 1.0::네이버_연재(광고수익)::마왕으로 산다::180266 || 1.0::네이버_장르::마왕으로 산다::901066,"Yes24(서점), 구글(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 리디북스(소설), 무툰(소설 서비스), 블라이스_일반결제, 조아라(소설), 카카오페이지(소설)",마왕으로 산다,3
OTHER_04,162,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),만렙요원재벌이되다,1,만렙요원 : 재벌이 되다,0.0,,1.0,1.0::구글(소설)::만렙요원 : 재벌이 되다::567975 || 1.0::네이버_연재::만렙요원 : 재벌이 되다::164517 || 1.0::네이버_연재(광고수익)::만렙요원 : 재벌이 되다::164518 || 1.0::네이버_장르::만렙요원 : 재벌이 되다::567977 || 1.0::네이버_장르(광고수익)::만렙요원 : 재벌이 되다::567978,"구글(소설), 네이버_연재, 네이버_연재(광고수익), 네이버_장르, 네이버_장르(광고수익), 리디북스(소설), 무툰(소설 서비스), 문피아, 미소설, 미스터블루(소설), 북큐브(소설), 북팔(소설), 블라이스_인앱결제, 블라이스_일반결제, 스낵북(알에스), 알라딘(소설)(1068659313), 에피루스 이북클럽(B2C), 원스토어(소설), 웹소설 하이북, 조아라(소설)",만렙요원 : 재벌이 되다,3
OTHER_04,163,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),슈퍼스타누구도막을수없어,1,"슈퍼스타, 누구도 막을 수 없어!!!!!!",0.0,,1.0,"1.0::윌라(오디오북)::슈퍼스타, 누구도 막을 수 없어!!!!!!::110994 || 1.0::카카오페이지(소설)::슈퍼스타, 누구도 막을 수 없어!!!!!!::901953","윌라(오디오북), 카카오페이지(소설)","슈퍼스타, 누구도 막을 수 없어!!!!!!",3
OTHER_04,164,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),아빠의게임,1,아빠의 게임,0.0,,1.0,1.0::윌라(오디오북)::아빠의 게임::110995 || 1.0::카카오페이지(소설)::아빠의 게임::901935,"윌라(오디오북), 카카오페이지(소설)",아빠의 게임,3
OTHER_04,165,OTHER,C_other_channel_only_likely_channel_absent,"다른 채널에는 exact 존재, 같은 채널 근접후보 약함. 해당 판매채널 지급정산 없음 가능성 높음",모픽(mofic),아포칼립스의유일한플레이어,1,아포칼립스의 유일한 플레이어,0.0,,1.0,1.0::카카오페이지(소설)::아포칼립스의 유일한 플레이어::901941,카카오페이지(소설),아포칼립스의 유일한 플레이어,3
