platform,schema_signature,sheet_count,file_count,standard_field,candidate_order,candidate_header,score,status,examples
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,settlement_base_amount,3,상품별 정산금액,5,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,settlement_base_amount,2,입금액,8,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,settlement_base_amount,1,정산액,10,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,sale_amount,3,매출지분,2,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,sale_amount,4,매출사업자,2,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,sale_amount,2,판매총액,4,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,sale_amount,1,정액권 총매출액,9,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,raw_title,2,이용상품명,5,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,raw_title,3,정액권 상품명,5,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,2,2,raw_title,1,채널상품명,10,adapter_candidate,스토린랩\25년\11월\2025년 11월 스토린랩 정산상세.xlsx::원스(북패스) || 스토린랩\25년\12월\2025년 12월 스토린랩 정산상세.xlsx::원스(북패스)
