platform,sheet_count,file_count,status,schema_signature,top_sheet_names,header_row_distribution,row_count_min,row_count_max,column_count_min,column_count_max,flags,raw_title_candidates,external_content_id_candidates,sale_amount_candidates,settlement_base_amount_candidates,offset_amount_candidates,headers_preview,examples
구글,2,2,manual_review,__NO_SIGNATURE__::GoogleSalesTransactionReport::cols21,GoogleSalesTransactionReport(2),none:2,2930,5837,21,21,no_header_candidate:2 | large_row_count:1,,,,,,,구글\25년\9월\2025년 8월 구글 정산상세.xlsx::GoogleSalesTransactionReport || 구글\25년\9월\2025년 9월 구글 정산상세.xlsx::GoogleSalesTransactionReport
한아름,2,1,manual_review,bookno|업체명|구분|출판사|작가명|속성|작품명|권수|권당|판매|금액,한아름(1) | 아름북스(1),4:2,2074,8930,11,11,merged_cells:2 | large_row_count:1,작품명(10),,,,,BOOK NO | 업체명 | 구분 | 출판사 | 작가명 | 속성 | 작품명 | 권수 | 권당 | 판매 | 금액,한아름\25년\12월\2025년 12월 한아름 정산상세.xlsx::한아름 || 한아름\25년\12월\2025년 12월 한아름 정산상세.xlsx::아름북스
한아름,1,1,manual_review,bookno|섹션|작가명|출판사|작품명|히트,시간로그(1),4:1,198,198,6,6,merged_cells:1,작품명(10),,,,,BOOK NO | 섹션 | 작가명 | 출판사 | 작품명 | 히트,한아름\25년\12월\2025년 12월 한아름 정산상세.xlsx::시간로그
카카오,9,9,adapter_candidate,특별일반|사업자명|사업자번호|발행자명|계약유형|당월신규계약여부|계약uid|계약명|과면세|콘텐츠유형|시리즈id|시리즈명|판매시작일|판매종료일|제품코드발행자가부여하는코드|레이블|작가명|isbn유무|이용권종류|android캐시|web캐시|ios캐시|event캐시|유상캐시캐시|무상캐시캐시|총합계캐시|android원화|web원화|ios원화|event원화|유상캐시원화|무상캐시원화|총합계원화|android순매출|web순매출|ios순매출|event순매출|유상캐시순매출|무상캐시순매출|총합계순매출|android정산율%|web정산율%|ios정산율%|event정산율%|공급가액|세액|공급대가,정산리포트_카카오페이지_2025-08(3) | 정산리포트_카카오페이지_2025-10(2) | 정산리포트_카카오페이지_2025-11(2) | 정산리포트_카카오페이지_2025-09(2),2:9,7,1321,47,47,merged_cells:9,시리즈명(8) | 계약명(3) | 콘텐츠유형(2),시리즈ID(7) | 제품코드 (발행자가 부여하는 코드)(4) | 계약UID(3) | ISBN(유/무)(2),공급대가(8) | 총합계-순매출(4) | 총합계-캐시(2) | 총합계-원화(2) | WEB-순매출(2) | IOS-순매출(2) | 유상캐시-순매출(2) | 무상캐시-순매출(2),공급가액(8),,특별/일반 | 사업자명 | 사업자번호 | 발행자명 | 계약유형 | 당월신규계약여부 | 계약UID | 계약명 | 과/면세 | 콘텐츠유형 | 시리즈ID | 시리즈명 | 판매시작일 | 판매종료일 | 제품코드 (발행자가 부여하는 코드) | 레이블 | 작가명 | ISBN(유/무) | 이용권 종류 | ANDROID-캐시 | WEB-캐시 | IOS-캐시 | EVENT-캐시 | 유상캐시-캐시 | 무상캐시-캐시 | 총합계-캐시 | ANDROID-원화 | WEB-원화 | IOS-원화 | EVENT-원화 | 유상캐시-원화 | 무상캐시-원화 | 총합계-원화 | ANDROID-순매출 | WEB-순매출 | IOS-순매출 | EVENT-순매출 | 유상캐시-순매출 | 무상캐시-순매출 | 총합계-순매출 | ANDROID 정산율(%) | WEB 정산율(%) | IOS 정산율(%) | EVENT 정산율(%) | 공급가액 | 세액 | 공급대가,카카오\10월\2025년 10월 카카오(일반) 정산상세.xlsx::정산리포트_카카오페이지_2025-10 || 카카오\11월\2025년 11월 카카오 정산상세.xlsx::정산리포트_카카오페이지_2025-11 || 카카오\11월\2025년 카카오 미발행건 정산상세.xlsx::정산리포트_카카오페이지_2025-08 || 카카오\9월\2025년 9월 카카오 정산상세.xlsx::정산리포트_카카오페이지_2025-09 || 카카오\선투자\10월\2025년 10월 카카오(선투자) 정산상세.xlsx::정산리포트_카카오페이지_2025-10
미소설,5,5,adapter_candidate,타이틀|작품번호|작가명|날짜|종류|전체판매건수|판매코인|수익률|전체매출원|결제수수료원|지급액원미소설|지급액원asp|총지급액원,cpexcel20260303100057(2) | cpexcel20260202130320(1) | cpexcel20260401093554(1) | cpexcel20260504104935(1),1:5,107,127,13,13,hidden_columns:1,타이틀(8),작품번호(3),전체매출(원)(4),수익률(2),결제수수료(원)(4),타이틀 | 작품번호 | 작가명 | 날짜 | 종류 | 전체 판매 건수 | 판매 코인 | 수익률 | 전체매출(원) | 결제수수료(원) | 지급액(원) 미소설 | 지급액(원) ASP | 총지급액(원),미소설\1월\2026년 1월 미소설 정산상세.xlsx::cpexcel20260202130320 || 미소설\2월\2026년 2월 미소설 정산상세_확장체크.xlsx::cpexcel20260303100057 || 미소설\2월\2026년 2월 미소설 정산상세.xlsx::cpexcel20260303100057 || 미소설\3월\2026년 3월 미소설 정산상세.xlsx::cpexcel20260401093554 || 미소설\4월\2026년 4월 미소설 정산상세.xlsx::cpexcel20260504104935
미소설,4,4,adapter_candidate,타이틀|날짜|종류|전체판매건수|판매코인|수익률|전체매출원|결제수수료원|지급액원미소설|지급액원asp|총지급액원,cpexcel20251103090930(1) | cpexcel20251201091341(1) | cpexcel20260102093612(1) | 2025년 8월 에피루스 정산상세(1),1:4,116,124,11,11,,타이틀(8),,전체매출(원)(4),수익률(2),결제수수료(원)(4),타이틀 | 날짜 | 종류 | 전체 판매 건수 | 판매 코인 | 수익률 | 전체매출(원) | 결제수수료(원) | 지급액(원) 미소설 | 지급액(원) ASP | 총지급액(원),미소설\25년\10월\2025년 10월 미소설 정산상세.xlsx::cpexcel20251103090930 || 미소설\25년\11월\2025년 11월 미소설 정산상세.xlsx::cpexcel20251201091341 || 미소설\25년\12월\2025년 12월 미소설 정산상세.xlsx::cpexcel20260102093612 || 미소설\25년\9월\2025년 9월 미소설 정산상세.xlsx::2025년 8월 에피루스 정산상세
노벨피아,8,8,adapter_candidate,날짜|컨텐츠유형|판매방식|작품코드|연재단행|상품명|작가명|출판사|판매건|판매금액|취소건|취소금액|판매합계|정산금액,일별 정산(8),1:8,30,76,14,14,merged_cells:8,상품명(8) | 컨텐츠유형(2),작품코드(9),판매합계(10) | 판매금액(9),정산금액(11),취소금액(8),날짜 | 컨텐츠유형 | 판매방식 | 작품코드 | 연재/단행 | 상품명 | 작가명 | 출판사 | 판매건 | 판매금액 | 취소건 | 취소금액 | 판매합계 | 정산금액,노벨피아\1월\2026년 1월 노벨피아 정산상세.xlsx::일별 정산 || 노벨피아\25년\10월\2025년 10월 노벨피아 정산상세.xlsx::일별 정산 || 노벨피아\25년\11월\2025년 11월 노벨피아 정산상세.xlsx::일별 정산 || 노벨피아\25년\12월\2025년 12월 노벨피아 정산상세.xlsx::일별 정산 || 노벨피아\25년\9월\2025년 9월 노벨피아 정산상세.xlsx::일별 정산
문피아,8,8,adapter_candidate,cp|번호|날짜|구분|작가|계정|작품코드|작품|구매|구매취소|대여|대여취소|총매출|ios매출|google매출|정산,다우인큐브(8),1:8,120,146,16,16375,large_column_count:1,작품(3),작품코드(9),총매출(11) | IOS매출(2) | Google매출(2),정산(3),,CP | 번호 | 날짜 | 구분 | 작가 | 계정 | 작품코드 | 작품 | 구매 | 구매취소 | 대여 | 대여취소 | 총매출 | IOS매출 | Google매출 | 정산,문피아\1월\2026년 1월 문피아 정산상세.xlsx::다우인큐브 || 문피아\25년\10월\2025년 10월 문피아 정산상세.xlsx::다우인큐브 || 문피아\25년\11월\2025년 11월 문피아 정산상세.xlsx::다우인큐브 || 문피아\25년\12월\2025년 12월 문피아 정산상세.xlsx::다우인큐브 || 문피아\25년\9월\2025년 9월 문피아 정산상세.xlsx::다우인큐브
부커스,8,8,manual_review,__NO_SIGNATURE__::CP 콘텐츠별 정산::cols10,CP 콘텐츠별 정산(8),none:8,161,201,10,10,no_header_candidate:8,,,,,,,부커스\1월\2026년 1월 부커스 정산상세.xlsx::CP 콘텐츠별 정산 || 부커스\25년\10월\2025년 10월 부커스 정산상세.xlsx::CP 콘텐츠별 정산 || 부커스\25년\11월\2025년 11월 부커스 정산상세.xlsx::CP 콘텐츠별 정산 || 부커스\25년\12월\2025년 12월 부커스 정산상세.xlsx::CP 콘텐츠별 정산 || 부커스\2월\2026년 2월 부커스 정산상세.xlsx::CP 콘텐츠별 정산
블라이스,8,8,adapter_candidate,판매월|정산월|작품명|구분|등록유형|작품no|작가명|판매액|수수료결제대행수수료+블라이스운영수수료|정산금액,CP정산20260204_033510(1) | CP정산20251103_110647(1) | CP정산20251202_110152(1) | CP정산20260108_032753(1) | CP정산20251014_054458(1) | CP정산20260305_095913(1) | CP정산20260403_112716(1) | CP정산20260506_085425(1),1:8,45,96,22,22,merged_cells:8,작품명(10),작품NO(3),판매액(8),정산금액(11),수수료(결제 대행 수수료 + 블라이스 운영 수수료)(2),판매월 | 정산월 | 작품명 | 구분 | 등록유형 | 작품NO | 작가명 | 판매액 | 수수료(결제 대행 수수료 + 블라이스 운영 수수료) | 정산금액,블라이스\1월\2026년 1월 블라이스 정산상세.xlsx::CP정산20260204_033510 || 블라이스\25년\10월\2025년 10월 블라이스 정산상세.xlsx::CP정산20251103_110647 || 블라이스\25년\11월\2025년 11월 블라이스 정산상세.xlsx::CP정산20251202_110152 || 블라이스\25년\12월\2025년 12월 블라이스 정산상세.xlsx::CP정산20260108_032753 || 블라이스\25년\9월\2025년 9월 블라이스 정산상세.xlsx::CP정산20251014_054458
에피루스,8,8,adapter_candidate,정산자|판매구분|제목|저자|출판사|수량|판매금액|수수료|정산액,2026년01월정산내역_키다리스튜디오(1) | 2025년10월정산내역_키다리스튜디오(1) | 2025년11월정산내역_키다리스튜디오(1) | 2025년12월정산내역_키다리스튜디오(1) | 2025년08월정산내역_키다리스튜디오(1) | 2025년09월정산내역_키다리스튜디오(1) | 2026년02월정산내역_키다리스튜디오(1) | 2026년03월정산내역_키다리스튜디오(1),1:8,162,732,9,9,,제목(8),,판매금액(9),정산액(10) | 정산자(2),수수료(7),정산자 | 판매구분 | 제목 | 저자 | 출판사 | 수량 | 판매금액 | 수수료 | 정산액,에피루스\1월\2026년 1월 에피루스 정산상세.xlsx::2026년01월정산내역_키다리스튜디오 || 에피루스\25년\10월\2025년 10월 에피루스 정산상세.xlsx::2025년10월정산내역_키다리스튜디오 || 에피루스\25년\11월\2025년 11월 에피루스 정산상세.xlsx::2025년11월정산내역_키다리스튜디오 || 에피루스\25년\12월\2025년 12월 에피루스 정산상세.xlsx::2025년12월정산내역_키다리스튜디오 || 에피루스\25년\8월\2025년 8월 에피루스 정산상세.xlsx::2025년08월정산내역_키다리스튜디오
큐툰,8,8,adapter_candidate,no|구분|작가|장르|타이틀|사용코인|취소코인|합계|공제수수료|정산총액,Sheet(8),2:8,21,34,15,15,merged_cells:8,타이틀(8),,합계(3) | 사용코인(3),정산총액(11),공제수수료(12) | 취소코인(3),NO | 구분 | 작가 | 장르 | 타이틀 | 사용코인 | 취소코인 | 합계 | 공제수수료 | 정산총액,큐툰\1월\2026년 1월 큐툰 정산상세.xlsx::Sheet || 큐툰\25년\10월\2025년 10월 큐툰 정산상세.xlsx::Sheet || 큐툰\25년\11월\2025년 11월 큐툰 정산상세.xlsx::Sheet || 큐툰\25년\12월\2025년 12월 큐툰 정산상세.xlsx::Sheet || 큐툰\25년\9월\2025년 9월 큐툰 정산상세.xlsx::Sheet
무툰,7,7,adapter_candidate,no|구분|작가|장르|타이틀|사용코인|취소코인|합계|공제수수료|정산총액,Sheet(7),2:7,514,542,15,15,merged_cells:7,타이틀(8),,합계(3) | 사용코인(3),정산총액(11),공제수수료(12) | 취소코인(3),NO | 구분 | 작가 | 장르 | 타이틀 | 사용코인 | 취소코인 | 합계 | 공제수수료 | 정산총액,무툰\1월\2026년 1월 무툰 정산상세.xlsx::Sheet || 무툰\25년\10월\2025년 10월 무툰 정산상세.xlsx::Sheet || 무툰\25년\11월\2025년 11월 무툰 정산상세.xlsx::Sheet || 무툰\25년\9월\2025년 9월 무툰 정산상세.xlsx::Sheet || 무툰\2월\2026년 2월 무툰 정산상세.xlsx::Sheet
