청구정산마스터ID,계약ID,판매채널ID,판매채널명,대표콘텐츠명,정제_대표콘텐츠명,청구정산상태,승인상태,거래처명,계약명,계약종료일,계약콘텐츠수,담당자,담당부서,분리사유
600494,79275,554,레진JP(봄툰B2BC)(F000000019),맛있어져라 얍♡,맛있어져라얍♡,운영중,승인,레진엔터테인먼트,20250617_맛있어져라 얍♡_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600493,79274,563,벨툰JP(봄툰B2BC)(F000000019),네가 없는 세계,네가없는세계,운영중,승인,레진엔터테인먼트,20250617_네가 없는 세계_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600492,79274,554,레진JP(봄툰B2BC)(F000000019),네가 없는 세계,네가없는세계,운영중,승인,레진엔터테인먼트,20250617_네가 없는 세계_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600491,79273,563,벨툰JP(봄툰B2BC)(F000000019),일방통행 로맨스,일방통행로맨스,운영중,승인,레진엔터테인먼트,20250617_일방통행 로맨스_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600490,79273,554,레진JP(봄툰B2BC)(F000000019),일방통행 로맨스,일방통행로맨스,운영중,승인,레진엔터테인먼트,20250617_일방통행 로맨스_레진엔터테인먼트,2024-06-20,1,최세은,봄툰콘텐츠팀,청구정산 후보
600489,79272,563,벨툰JP(봄툰B2BC)(F000000019),아저씨! 대학 언제 오세요?,아저씨대학언제오세요,운영중,승인,레진엔터테인먼트,20250617_아저씨! 대학 언제 오세요?_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600488,79272,554,레진JP(봄툰B2BC)(F000000019),아저씨! 대학 언제 오세요?,아저씨대학언제오세요,운영중,승인,레진엔터테인먼트,20250617_아저씨! 대학 언제 오세요?_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600487,79271,563,벨툰JP(봄툰B2BC)(F000000019),단비주의보,단비주의보,운영중,승인,레진엔터테인먼트,20250617_단비주의보_레진엔터테인먼트,2024-03-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600486,79271,554,레진JP(봄툰B2BC)(F000000019),단비주의보,단비주의보,운영중,승인,레진엔터테인먼트,20250617_단비주의보_레진엔터테인먼트,2024-03-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600485,79270,563,벨툰JP(봄툰B2BC)(F000000019),고추실종사건,고추실종사건,운영중,승인,레진엔터테인먼트,20250617_고추실종사건_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600484,79270,554,레진JP(봄툰B2BC)(F000000019),고추실종사건,고추실종사건,운영중,승인,레진엔터테인먼트,20250617_고추실종사건_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600483,79269,563,벨툰JP(봄툰B2BC)(F000000019),눈물이 달아요,눈물이달아요,운영중,승인,레진엔터테인먼트,20250617_눈물이 달아요_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600482,79269,554,레진JP(봄툰B2BC)(F000000019),눈물이 달아요,눈물이달아요,운영중,승인,레진엔터테인먼트,20250617_눈물이 달아요_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600481,79268,563,벨툰JP(봄툰B2BC)(F000000019),고추는 놓고 말해,고추는놓고말해,운영중,승인,레진엔터테인먼트,20250617_고추는 놓고 말해_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600480,79268,554,레진JP(봄툰B2BC)(F000000019),고추는 놓고 말해,고추는놓고말해,운영중,승인,레진엔터테인먼트,20250617_고추는 놓고 말해_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600479,79266,563,벨툰JP(봄툰B2BC)(F000000019),프레데터(PREDATOR),프레데터,운영중,승인,레진엔터테인먼트,20250617_프레데터(PREDATOR)_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600478,79266,554,레진JP(봄툰B2BC)(F000000019),프레데터(PREDATOR),프레데터,운영중,승인,레진엔터테인먼트,20250617_프레데터(PREDATOR)_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600477,79262,563,벨툰JP(봄툰B2BC)(F000000019),다정불심,다정불심,운영중,승인,레진엔터테인먼트,20250617_다정불심_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600476,79262,554,레진JP(봄툰B2BC)(F000000019),다정불심,다정불심,운영중,승인,레진엔터테인먼트,20250617_다정불심_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600475,79261,563,벨툰JP(봄툰B2BC)(F000000019),인더풀(IN THE POOL),인더풀,운영중,승인,레진엔터테인먼트,20250617_인더풀(IN THE POOL)_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600474,79261,554,레진JP(봄툰B2BC)(F000000019),인더풀(IN THE POOL),인더풀,운영중,승인,레진엔터테인먼트,20250617_인더풀(IN THE POOL)_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600473,79255,563,벨툰JP(봄툰B2BC)(F000000019),밀키스타,밀키스타,운영중,승인,레진엔터테인먼트,20250617_밀키스타_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600472,79255,554,레진JP(봄툰B2BC)(F000000019),밀키스타,밀키스타,운영중,승인,레진엔터테인먼트,20250617_밀키스타_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600471,79252,563,벨툰JP(봄툰B2BC)(F000000019),토끼는 3초면 사정합니다,토끼는초면사정합니다,운영중,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600470,79252,554,레진JP(봄툰B2BC)(F000000019),토끼는 3초면 사정합니다,토끼는초면사정합니다,운영중,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600469,79249,563,벨툰JP(봄툰B2BC)(F000000019),아저씨! 대학 언제 오세요?,아저씨대학언제오세요,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600468,79249,563,벨툰JP(봄툰B2BC)(F000000019),고추실종사건,고추실종사건,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600467,79249,563,벨툰JP(봄툰B2BC)(F000000019),고추는 놓고 말해,고추는놓고말해,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600466,79249,563,벨툰JP(봄툰B2BC)(F000000019),프레데터,프레데터,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600465,79249,563,벨툰JP(봄툰B2BC)(F000000019),다정불심,다정불심,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600464,79249,563,벨툰JP(봄툰B2BC)(F000000019),인더풀(INTHEPOOL),인더풀,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600463,79249,563,벨툰JP(봄툰B2BC)(F000000019),밀키스타,밀키스타,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600462,79249,563,벨툰JP(봄툰B2BC)(F000000019),토끼는 3초면 사정합니다,토끼는초면사정합니다,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600461,79249,554,레진JP(봄툰B2BC)(F000000019),아저씨! 대학 언제 오세요?,아저씨대학언제오세요,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600460,79249,554,레진JP(봄툰B2BC)(F000000019),고추실종사건,고추실종사건,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600459,79249,554,레진JP(봄툰B2BC)(F000000019),고추는 놓고 말해,고추는놓고말해,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600458,79249,554,레진JP(봄툰B2BC)(F000000019),프레데터,프레데터,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600457,79249,554,레진JP(봄툰B2BC)(F000000019),다정불심,다정불심,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600456,79249,554,레진JP(봄툰B2BC)(F000000019),인더풀(INTHEPOOL),인더풀,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600455,79249,554,레진JP(봄툰B2BC)(F000000019),밀키스타,밀키스타,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600454,79249,554,레진JP(봄툰B2BC)(F000000019),토끼는 3초면 사정합니다,토끼는초면사정합니다,종료,승인,레진엔터테인먼트,20250617_토끼는 3초면 사정합니다_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600453,79247,563,벨툰JP(봄툰B2BC)(F000000019),사랑은 비염을 타고,사랑은비염을타고,운영중,승인,레진엔터테인먼트,20250617_사랑은 비염을 타고_레진엔터테인먼트,2024-04-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600452,79247,554,레진JP(봄툰B2BC)(F000000019),사랑은 비염을 타고,사랑은비염을타고,운영중,승인,레진엔터테인먼트,20250617_사랑은 비염을 타고_레진엔터테인먼트,2024-04-01,1,최세은,봄툰콘텐츠팀,청구정산 후보
600451,79216,563,벨툰JP(봄툰B2BC)(F000000019),넌 내게 수치심을 줬어♥,넌내게수치심을줬어♥,운영중,승인,레진엔터테인먼트,20250617_넌 내게 수치심을 줬어♥_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600450,79216,554,레진JP(봄툰B2BC)(F000000019),넌 내게 수치심을 줬어♥,넌내게수치심을줬어♥,운영중,승인,레진엔터테인먼트,20250617_넌 내게 수치심을 줬어♥_레진엔터테인먼트,2024-09-30,1,최세은,봄툰콘텐츠팀,청구정산 후보
600449,79125,313,태국-코미코(봄툰B2BC)(F000000198),악연,악연,운영중,승인,"Kidaristudio (Thailand) Co., Ltd.","20250611_악연_Kidaristudio (Thailand) Co., Ltd.",2024-11-18,1,최세은,봄툰콘텐츠팀,청구정산 후보
600448,79098,31,카카오페이지(선투자),(카카오선투자) 강동호 작가 작품 일체,강동호작가작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250610_(카카오선투자) 강동호 작가 작품 일체_주식회사 카카오엔터테인먼트,2025-06-10,1,홍지표,소설1팀,청구정산 후보
600447,79086,31,카카오페이지(선투자),(카카오선투자) 강동호 작가 작품 일체,강동호작가작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250610_(카카오선투자) 강동호 작가 작품 일체_주식회사 카카오엔터테인먼트,2025-06-10,1,홍지표,소설1팀,청구정산 후보
600446,79085,31,카카오페이지(선투자),(카카오) 언어의 주인이란,언어의주인이란,운영중,승인,주식회사 카카오엔터테인먼트,20250610_(카카오) 언어의 주인이란_주식회사 카카오엔터테인먼트,2025-06-10,1,홍지표,소설1팀,청구정산 후보
600445,79077,31,카카오페이지(선투자),<복수하는 김에 재벌도 되겠습니다> 및 카카오페이지 서비스 작품 일체,복수하는김에재벌도되겠습니다및카카오페이지서비스작품일체,운영중,승인,주식회사 카카오엔터테인먼트,20250609_<복수하는 김에 재벌도 되겠습니다> 및 카카오페이지 서비스 작품 일체_주식회사 카카오엔터테인먼트,2025-06-09,1,천승민,소설1팀,청구정산 후보
600439,78948,1245,키움증권,레포툰,레포툰,운영중,승인,키움증권(주),20250604_레포툰_키움증권(주),2025-06-04,1,이지윤,디렉터/IP개발팀,청구정산 후보
600437,78871,1081,미국-네이버,더 이상 사랑하지 않는다,더이상사랑하지않는다,운영중,승인,네이버웹툰 유한회사,20250530_더 이상 사랑하지 않는다_네이버웹툰 유한회사,2025-05-30,1,서수미,해외사업팀,청구정산 후보
600436,78870,547,인도네시아-네이버,주인공 옆에 붙어만 있겠습니다,주인공옆에붙어만있겠습니다,운영중,승인,네이버웹툰 유한회사,20250509_주인공 옆에 붙어만 있겠습니다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600435,78870,547,인도네시아-네이버,더 이상 사랑하지 않는다,더이상사랑하지않는다,운영중,승인,네이버웹툰 유한회사,20250509_주인공 옆에 붙어만 있겠습니다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600434,78870,539,대만-네이버,주인공 옆에 붙어만 있겠습니다,주인공옆에붙어만있겠습니다,운영중,승인,네이버웹툰 유한회사,20250509_주인공 옆에 붙어만 있겠습니다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600433,78870,539,대만-네이버,더 이상 사랑하지 않는다,더이상사랑하지않는다,운영중,승인,네이버웹툰 유한회사,20250509_주인공 옆에 붙어만 있겠습니다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600432,78869,547,인도네시아-네이버,주인공 옆에 붙어만 있겠습니다,주인공옆에붙어만있겠습니다,운영중,승인,네이버웹툰 유한회사,20250530_더 이상 사랑하지 않는다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
600431,78869,547,인도네시아-네이버,더 이상 사랑하지 않는다,더이상사랑하지않는다,운영중,승인,네이버웹툰 유한회사,20250530_더 이상 사랑하지 않는다_네이버웹툰 유한회사,2025-05-09,1,서수미,해외사업팀,청구정산 후보
