판매채널콘텐츠ID,콘텐츠ID,콘텐츠명,정제_콘텐츠명,판매채널ID,판매채널명,그룹콘텐츠ID,그룹콘텐츠명,플랫폼콘텐츠ID,콘텐츠형태,콘텐츠상태,최초연재일,담당자,담당부서,정산시작여부,제외사유
401353,165839,구속 (외전증보판),구속,5,레진KR(1148700708),497996,구속(외전증보판),5103855206662144,소설,완결,2016-11-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401355,165841,정찬을 대하는 그대의 자세,정찬을대하는그대의자세,5,레진KR(1148700708),384825,가하,5167726881669120,소설,완결,2016-11-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401356,165842,금단 로맨스 동화,금단로맨스동화,5,레진KR(1148700708),378388,블루픽스튜디오,5197608409104384,소설,완결,2015-10-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401364,165849,책 읽어주는 여자,책읽어주는여자,5,레진KR(1148700708),498000,책읽어주는여자,5441829847957504,소설,완결,2016-05-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401365,165850,심장에 스며들다,심장에스며들다,5,레진KR(1148700708),498001,심장에스며들다,5456029384179712,소설,완결,2016-12-01,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401372,165856,두근두근 네가 좋아서,두근두근네가좋아서,5,레진KR(1148700708),378282,동아미디어,5713625836158976,소설,완결,2015-12-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401377,165861,데블리너스에 어서 오세요!,데블리너스에어서오세요,5,레진KR(1148700708),498008,데블리너스에어서오세요!,5845056312049664,소설,시즌완결,2017-07-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401381,165865,은밀하게 깊숙하게,은밀하게깊숙하게,5,레진KR(1148700708),498010,은밀하게깊숙하게,5961748147077120,소설,완결,2017-04-06,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401383,165867,"야, 한 놈과 결혼",야한놈과결혼,5,레진KR(1148700708),498012,"야,한놈과결혼",5974426763132928,소설,완결,2017-02-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401384,165868,길라잡이 연대기,길라잡이연대기,5,레진KR(1148700708),498013,길라잡이연대기,5992206566948864,소설,완결,2016-01-05,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401390,165874,[BL] 브로큰 바운더리,브로큰바운더리,5,레진KR(1148700708),378388,블루픽스튜디오,6040593737711616,소설,완결,2016-03-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401391,165875,애욕,애욕,5,레진KR(1148700708),384825,가하,6066219158601728,소설,완결,2016-10-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401394,165878,[BL] 인어의 별,인어의별,5,레진KR(1148700708),498016,[BL]인어의별,6189263937601536,소설,완결,2017-08-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401395,165879,달빛 댄스,달빛댄스,5,레진KR(1148700708),384825,가하,6193252649926656,소설,완결,2016-12-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401411,165895,[BL] 온유한 그 일상,온유한그일상,5,레진KR(1148700708),498020,[BL]온유한그일상,6723753864331264,소설,완결,2016-08-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401418,165902,가문의 마법사,가문의마법사,5,레진KR(1148700708),498024,가문의마법사,4524532044660736,소설,완결,2017-05-11,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401421,165905,나쁜 상사 외전 <악의 씨앗>,나쁜상사악의씨앗,5,레진KR(1148700708),472795,나쁜상사,4576154084704256,소설,완결,2015-09-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401427,165911,개는 전장에서 죽는다,개는전장에서죽는다,5,레진KR(1148700708),498027,개는전장에서죽는다,4764832462536704,소설,완결,2015-12-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401434,165918,[BL] 굿 스마일,굿스마일,5,레진KR(1148700708),498030,[BL]굿스마일,4852904138899456,소설,완결,2016-12-01,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401444,165927,[BL] 킬링 미 어게인(Killing Me Again),킬링미어게인,5,레진KR(1148700708),498034,[BL]킬링미어게인(KillingMeAgain),5066886664683520,소설,완결,2016-07-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401448,165931,러브 시추에이션,러브시추에이션,5,레진KR(1148700708),498035,러브시추에이션,5138698746462208,소설,완결,2016-09-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401453,165936,최애의 꽃,최애의꽃,5,레진KR(1148700708),498038,최애의꽃,5269405664804864,소설,완결,2016-12-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401457,165940,[BL] Bliss of the night,blissofthenight,5,레진KR(1148700708),498040,[BL]Blissofthenight,5385146155663360,소설,완결,2017-08-09,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401459,165942,[BL] 나의 사랑하는 집사에게,나의사랑하는집사에게,5,레진KR(1148700708),378906,현대지능개발사,5419786525212672,소설,완결,2015-12-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401460,165943,뒤틀린 욕망,뒤틀린욕망,5,레진KR(1148700708),498042,뒤틀린욕망,5420482749530112,소설,완결,2017-05-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401461,165944,폭염의 용제,폭염의용제,5,레진KR(1148700708),498043,폭염의용제,5426562775646208,소설,완결,2015-12-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401463,165946,절대고수,절대고수,5,레진KR(1148700708),454927,절대고수,5472473315540992,소설,완결,2016-05-12,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401468,165951,무명서생,무명서생,5,레진KR(1148700708),379514,삼양출판사,5533928743501824,소설,완결,2016-02-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401472,165955,마이 러블리 피핑 톰,마이러블리피핑톰,5,레진KR(1148700708),498050,마이러블리피핑톰,5590248416083968,소설,시즌완결,2017-03-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401483,165966,역천의 황제,역천의황제,5,레진KR(1148700708),379514,삼양출판사,5796272308486144,소설,완결,2016-04-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401485,165968,"용사, 미소녀 마왕의 몸을 정복하다",용사미소녀마왕의몸을정복하다,5,레진KR(1148700708),498055,"용사,미소녀마왕의몸을정복하다",5833931317575680,소설,완결,2016-12-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401491,165973,[BL] 바이트 플라워(BITE FLOWER),바이트플라워,5,레진KR(1148700708),498058,[BL]바이트플라워(BITEFLOWER),5962065581965312,소설,완결,2016-08-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401501,165982,맛있는 남자,맛있는남자,5,레진KR(1148700708),492469,맛있는남자,6109727476154368,소설,완결,2016-09-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401508,165989,스토커,스토커,5,레진KR(1148700708),498065,스토커,6228039625867264,소설,시즌완결,2017-04-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401509,165990,백합이 흩날리는 오아시스,백합이흩날리는오아시스,5,레진KR(1148700708),498066,백합이흩날리는오아시스,6228068635770880,소설,완결,2017-07-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401510,165991,[BL] 장미,장미,5,레진KR(1148700708),378906,현대지능개발사,6235258552320000,소설,완결,2015-11-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401514,165995,사로잡힌 순정,사로잡힌순정,5,레진KR(1148700708),498068,사로잡힌순정,6317729111080960,소설,완결,2017-02-09,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401522,166003,도도한 여주인의 항복,도도한여주인의항복,5,레진KR(1148700708),455215,도도한여주인의항복,6481098583834624,소설,완결,2015-12-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401525,166006,[BL] 낙원 피안,낙원피안,5,레진KR(1148700708),378906,현대지능개발사,6511544819253248,소설,완결,2016-09-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401529,166010,잠자는 총희,잠자는총희,5,레진KR(1148700708),498074,잠자는총희,6615189427847168,소설,완결,2016-04-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401541,166022,소꿉친구의 입술에는 위험한 짐승이 산다,소꿉친구의입술에는위험한짐승이산다,5,레진KR(1148700708),498079,소꿉친구의입술에는위험한짐승이산다,4530566398214144,소설,완결,2017-05-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401548,166029,열락의 침실,열락의침실,5,레진KR(1148700708),460844,열락의침실,4667803375501312,소설,완결,2016-10-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401554,166035,속죄의 심문,속죄의심문,5,레진KR(1148700708),378388,블루픽스튜디오,4763345104666624,소설,완결,2015-10-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401555,166036,그날 밤,그날밤,5,레진KR(1148700708),384825,가하,4786517059567616,소설,완결,2017-03-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401558,166039,문을 열고 들어서다 - 여름,문을열고들어서다여름,5,레진KR(1148700708),384825,가하,4831787171184640,소설,완결,2016-03-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401559,166040,멈출 수 없는 맛,멈출수없는맛,5,레진KR(1148700708),498087,멈출수없는맛,4923794214092800,소설,시즌완결,2016-10-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401565,166046,일탈,일탈,5,레진KR(1148700708),461251,일탈,5013380970840064,소설,완결,2016-09-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401575,166055,태자비의 자격,태자비의자격,5,레진KR(1148700708),498095,태자비의자격,5325931314151424,소설,완결,2016-10-06,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401577,166057,달콤한 재회,달콤한재회,5,레진KR(1148700708),498097,달콤한재회,5386474146234368,소설,완결,2016-10-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401582,166062,[BL] 돌아보지 못하고,돌아보지못하고,5,레진KR(1148700708),384825,가하,5526148306173952,소설,완결,2016-07-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401583,166063,미치도록,미치도록,5,레진KR(1148700708),384825,가하,5548210584813568,소설,완결,2017-03-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401586,166065,[BL] 계약친구,계약친구,5,레진KR(1148700708),498101,[BL]계약친구,5583826442256384,소설,완결,2016-11-24,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401591,166070,절륜공자,절륜공자,5,레진KR(1148700708),498104,절륜공자,5705089447886848,소설,완결,2017-03-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401594,166073,세이안,세이안,5,레진KR(1148700708),498106,세이안,5752783684239360,소설,완결,2016-03-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401596,166075,이세계 혼욕 이야기,이세계혼욕이야기,5,레진KR(1148700708),498107,이세계혼욕이야기,5838508529287168,소설,시즌완결,2015-11-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401597,166076,[백합] 리바이어던,리바이어던,5,레진KR(1148700708),477431,[백합]리바이어던,5855958646652928,소설,시즌완결,2017-02-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401598,166077,은둔형 외톨이 용사를 위해 미소녀 파티가 발 벗고 나서는 모양입니다,은둔형외톨이용사를위해미소녀파티가발벗고나서는모양입니다,5,레진KR(1148700708),498108,은둔형외톨이용사를위해미소녀파티가발벗고나서는모양입니다,5863242917740544,소설,완결,2015-12-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401602,166081,봄이 겨울을 녹이듯,봄이겨울을녹이듯,5,레진KR(1148700708),498111,봄이겨울을녹이듯,5889437803479040,소설,완결,2016-12-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401612,166091,상왕 진우몽,상왕진우몽,5,레진KR(1148700708),379514,삼양출판사,6180239767502848,소설,완결,2016-03-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401616,166095,수라검제,수라검제,5,레진KR(1148700708),498119,수라검제,6256310886072320,소설,완결,2016-03-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401623,166102,[BL] 아이돌:집착하는 남자,아이돌집착하는남자,5,레진KR(1148700708),498124,[BL]아이돌:집착하는남자,6428307395182592,소설,시즌완결,2017-05-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401627,166106,"시중들겠습니다, 손님",시중들겠습니다손님,5,레진KR(1148700708),498126,"시중들겠습니다,손님",6491704476827648,소설,완결,2016-12-01,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401649,166128,블레이즈,블레이즈,5,레진KR(1148700708),498133,블레이즈,4543348399144960,소설,완결,2017-08-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401650,166129,스마트폰으로 음란 지략가가 되었다,스마트폰으로음란지략가가되었다,5,레진KR(1148700708),498134,스마트폰으로음란지략가가되었다,4545910087876608,소설,완결,2016-04-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401654,166133,왕녀의 추락,왕녀의추락,5,레진KR(1148700708),498136,왕녀의추락,4622410616930304,소설,완결,2016-12-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401657,166136,개를 주운 여자,개를주운여자,5,레진KR(1148700708),498138,개를주운여자,4713067430019072,소설,완결,2016-03-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401660,166139,이세계 소환은 두 번째입니다,이세계소환은두번째입니다,5,레진KR(1148700708),498141,이세계소환은두번째입니다,4790251708219392,소설,시즌완결,2017-02-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401666,166145,밀야 이야기,밀야이야기,5,레진KR(1148700708),378388,블루픽스튜디오,4916885082079232,소설,완결,2016-01-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401671,166150,전신의 탄생:양아치,전신의탄생양아치,5,레진KR(1148700708),498147,전신의탄생:양아치,4976419615277056,소설,완결,2017-08-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401676,166155,마계대공 연대기,마계대공연대기,5,레진KR(1148700708),498151,마계대공연대기,5088731640102912,소설,완결,2016-07-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401680,166159,찬란한 썸남,찬란한썸남,5,레진KR(1148700708),498152,찬란한썸남,5152743096582144,소설,완결,2016-09-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401684,166162,플러스 플러스 마이너스,플러스플러스마이너스,5,레진KR(1148700708),384825,가하,5202002034556928,소설,완결,2016-09-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401689,166167,유리심장,유리심장,5,레진KR(1148700708),498156,유리심장,5394405339693056,소설,완결,2017-03-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401695,166172,[BL] 새벽의 제라늄,새벽의제라늄,5,레진KR(1148700708),378906,현대지능개발사,5484373409529856,소설,완결,2016-09-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401698,166175,밤의 유혹,밤의유혹,5,레진KR(1148700708),384825,가하,5575551272878080,소설,완결,2017-03-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401700,166176,무적명,무적명,5,레진KR(1148700708),379514,삼양출판사,5636194500608000,소설,완결,2015-11-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401701,166177,거미를 삼킨 나비,거미를삼킨나비,5,레진KR(1148700708),498160,거미를삼킨나비,5636649691381760,소설,시즌완결,2016-11-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401702,166178,히든 게임,히든게임,5,레진KR(1148700708),498161,히든게임,5715693050003456,소설,완결,2016-09-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401713,166189,달콤한 입맞춤,달콤한입맞춤,5,레진KR(1148700708),498165,달콤한입맞춤,5838666723491840,소설,완결,2016-05-05,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401715,166191,신디케이트,신디케이트,5,레진KR(1148700708),379514,삼양출판사,5843170549563392,소설,완결,2016-02-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401723,166199,직업은 당신의 신부,직업은당신의신부,5,레진KR(1148700708),498170,직업은당신의신부,6035288073961472,소설,완결,2016-07-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401724,166200,남편은 연하 늑대!?,남편은연하늑대,5,레진KR(1148700708),498171,남편은연하늑대!?,6036713317335040,소설,완결,2016-09-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401729,166205,블랙 오키드(Black Orchid),블랙오키드,5,레진KR(1148700708),468314,블랙오키드,6102011023196160,소설,시즌완결,2017-02-06,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401731,166207,[BL] 자살의 이유,자살의이유,5,레진KR(1148700708),384825,가하,6133840225763328,소설,완결,2016-07-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401733,166209,[BL] 최악의 첫사랑,최악의첫사랑,5,레진KR(1148700708),498175,[BL]최악의첫사랑,6160960459636736,소설,완결,2017-07-20,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401734,166210,[BL] 푸른 수염의 딸,푸른수염의딸,5,레진KR(1148700708),498176,[BL]푸른수염의딸,6172974883536896,소설,완결,2016-08-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401736,166212,천공의 성좌,천공의성좌,5,레진KR(1148700708),379514,삼양출판사,6249487256780800,소설,완결,2016-03-30,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401744,166220,원수 황자의 신부,원수황자의신부,5,레진KR(1148700708),485128,원수황자의신부,6387636357038080,소설,완결,2016-05-12,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401746,166222,타락한 수녀,타락한수녀,5,레진KR(1148700708),498182,타락한수녀,6443544219484160,소설,완결,2017-04-27,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401748,166223,[BL] Fake recipe (페이크레시피),fakerecipe,5,레진KR(1148700708),498183,[BL]Fakerecipe(페이크레시피),6463127016701952,소설,완결,2016-03-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401760,166235,내 여자의 은밀한 비밀,내여자의은밀한비밀,5,레진KR(1148700708),498187,내여자의은밀한비밀,6681644763971584,소설,시즌완결,2017-07-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401779,166254,역시 던전에서 하렘을 추구하는 것은 잘못됐다,역시던전에서하렘을추구하는것은잘못됐다,5,레진KR(1148700708),498192,역시던전에서하렘을추구하는것은잘못됐다,4601832179761152,소설,완결,2016-09-01,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401783,166257,"가야의 별, 자미",가야의별자미,5,레진KR(1148700708),498194,"가야의별,자미",4638660861624320,소설,완결,2016-09-13,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401789,166263,총애신부,총애신부,5,레진KR(1148700708),498197,총애신부,4793142813655040,소설,완결,2016-07-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401794,166266,[BL] 이 남자의 연애수난기,이남자의연애수난기,5,레진KR(1148700708),469779,[BL]이남자의연애수난기,4911958529409024,소설,완결,2017-05-18,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401808,166280,플레이보이의 연인,플레이보이의연인,5,레진KR(1148700708),498205,플레이보이의연인,5201257456467968,소설,완결,2016-11-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401816,166288,짐승 보스의 순정,짐승보스의순정,5,레진KR(1148700708),498209,짐승보스의순정,5350525234577408,소설,완결,2016-04-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401824,166296,섹시한 우리 누나,섹시한우리누나,5,레진KR(1148700708),498215,섹시한우리누나,5628950044999680,소설,완결,2016-09-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401827,166299,신부는 음란하게 물든다,신부는음란하게물든다,5,레진KR(1148700708),498217,신부는음란하게물든다,5727519115837440,소설,완결,2015-12-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401831,166303,[BL] 존슨 성인용품점,존슨성인용품점,5,레진KR(1148700708),472102,[BL]존슨성인용품점,5858644892319744,소설,시즌완결,2017-07-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401837,166309,[BL] 가시투성이 구애,가시투성이구애,5,레진KR(1148700708),378233,넥스큐브,5958095343190016,소설,완결,2016-02-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401845,166317,적운의 별,적운의별,5,레진KR(1148700708),498224,적운의별,6071219203342336,소설,완결,2016-04-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401846,166318,일그러진 사랑,일그러진사랑,5,레진KR(1148700708),498225,일그러진사랑,6082791211270144,소설,완결,2016-09-08,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401848,166320,크랭키 걸즈,크랭키걸즈,5,레진KR(1148700708),498227,크랭키걸즈,6148201973809152,소설,완결,2015-09-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401853,166325,침대 속의 사정,침대속의사정,5,레진KR(1148700708),384825,가하,6257605718048768,소설,완결,2016-03-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401854,166326,[BL] Stand by Gay,standbygay,5,레진KR(1148700708),464139,[BL]StandbyGay,6308097594490880,소설,완결,2016-11-24,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401857,166329,미소녀 카지노,미소녀카지노,5,레진KR(1148700708),498230,미소녀카지노,6349939043729408,소설,완결,2017-03-18,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401861,166332,해후,해후,5,레진KR(1148700708),384825,가하,6385148897787904,소설,완결,2016-09-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401874,166343,미궁도시의 앤티크숍,미궁도시의앤티크숍,5,레진KR(1148700708),498237,미궁도시의앤티크숍,6653324435390464,소설,시즌완결,2017-05-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401898,166364,꽃과 뱀,꽃과뱀,5,레진KR(1148700708),384825,가하,4727622685949952,소설,완결,2016-12-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401899,166365,[BL] 더 할로우 페어리 테일 (The hollow Fairy Tale),더할로우페어리테일,5,레진KR(1148700708),498247,[BL]더할로우페어리테일(ThehollowFairyTale),4761614052753408,소설,완결,2017-06-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401912,166378,[BL] 늑대 씨가 찾아왔다,늑대씨가찾아왔다,5,레진KR(1148700708),498252,[BL]늑대씨가찾아왔다,4983827569311744,소설,완결,2016-09-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401918,166384,더스크 하울러,더스크하울러,5,레진KR(1148700708),379514,삼양출판사,5161369724256256,소설,완결,2016-02-17,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401923,166389,장미의 사랑,장미의사랑,5,레진KR(1148700708),378388,블루픽스튜디오,5300761166872576,소설,완결,2016-09-01,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401928,166394,교회 누나,교회누나,5,레진KR(1148700708),498259,교회누나,5409343158353920,소설,완결,2017-08-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401934,166400,[BL] 용의 계약자,용의계약자,5,레진KR(1148700708),498264,[BL]용의계약자,5511483181236224,소설,완결,2016-12-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401947,166412,은퇴용사는 잠들고 싶다!,은퇴용사는잠들고싶다,5,레진KR(1148700708),498269,은퇴용사는잠들고싶다!,5889444018651136,소설,완결,2015-09-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401958,166423,[BL] 상자 속의 산호초,상자속의산호초,5,레진KR(1148700708),486662,[BL]상자속의산호초,6219285759000576,소설,완결,2017-08-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401965,166429,[BL] 아이즈 온리(EYES ONLY),아이즈온리,5,레진KR(1148700708),378906,현대지능개발사,6314385223450624,소설,완결,2016-01-06,정유선,편집3팀,N,S2 정산정보 누락 건 등재
401997,166457,[백합] 존잘님을 납치했다,존잘님을납치했다,5,레진KR(1148700708),467887,[백합]존잘님을납치했다,4506418604670976,소설,완결,2016-08-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402001,166461,샌드위치 걸,샌드위치걸,5,레진KR(1148700708),384825,가하,4568951091888128,소설,완결,2016-12-15,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402002,166462,[BL] 냉정한 수집가,냉정한수집가,5,레진KR(1148700708),498289,[BL]냉정한수집가,4652134611288064,소설,완결,2017-02-23,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402006,166466,의심받는 신부,의심받는신부,5,레진KR(1148700708),498290,의심받는신부,4719001147277312,소설,완결,2016-11-03,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402007,166467,후아유,후아유,5,레진KR(1148700708),379514,삼양출판사,4795871256903680,소설,완결,2015-09-07,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402009,166469,새침데기 프린세스,새침데기프린세스,5,레진KR(1148700708),498291,새침데기프린세스,4830852281008128,소설,완결,2017-06-22,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402018,166477,인어 아가씨,인어아가씨,5,레진KR(1148700708),384825,가하,5101786668466176,소설,완결,2015-11-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402034,166492,[백합] 악마는 신세를 입는다,악마는신세를입는다,5,레진KR(1148700708),498302,[백합]악마는신세를입는다,5378136690917376,소설,시즌완결,2016-05-29,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402036,166494,공략은 전지적으로,공략은전지적으로,5,레진KR(1148700708),498304,공략은전지적으로,5385614208532480,소설,시즌완결,2017-06-02,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402037,166495,비록 처음은 그대와 어긋났을지라도,비록처음은그대와어긋났을지라도,5,레진KR(1148700708),498305,비록처음은그대와어긋났을지라도,5442122443653120,소설,완결,2016-11-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402045,166502,뱀파이어 프린세스,뱀파이어프린세스,5,레진KR(1148700708),378388,블루픽스튜디오,5796690332483584,소설,완결,2016-08-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402046,166503,좋아하는 교수님에게 특별한 사정이 있었습니다,좋아하는교수님에게한사정이있었습니다,5,레진KR(1148700708),498309,좋아하는교수님에게특별한사정이있었습니다,5855778621882368,소설,완결,2016-08-25,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402049,166506,[BL] 망설임과 장난,망설임과장난,5,레진KR(1148700708),378233,넥스큐브,5927324231663616,소설,완결,2017-05-18,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402055,166511,관능의 에이프런,관능의에이프런,5,레진KR(1148700708),498312,관능의에이프런,6024738663301120,소설,시즌완결,2016-09-21,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402058,166514,런치박스,런치박스,5,레진KR(1148700708),384825,가하,6153554248335360,소설,완결,2016-11-10,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402059,166515,위험한 가정 교사 : 금지된 장난,위험한가정교사금지된장난,5,레진KR(1148700708),384825,가하,6180964092346368,소설,완결,2015-11-26,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402062,166517,장미는 가짜 신부,장미는가짜신부,5,레진KR(1148700708),378388,블루픽스튜디오,6270101156528128,소설,완결,2016-08-04,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402064,166519,그녀가 그녀를 사로잡는 방법,그녀가그녀를사로잡는방법,5,레진KR(1148700708),498315,그녀가그녀를사로잡는방법,6317199035990016,소설,완결,2016-05-31,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402069,166524,겨울의 왕,겨울의왕,5,레진KR(1148700708),498319,겨울의왕,6399623005995008,소설,완결,2016-04-14,정유선,편집3팀,N,S2 정산정보 누락 건 등재
402072,166527,향기로 채우다,향기로채우다,5,레진KR(1148700708),498321,향기로채우다,6440398099841024,소설,완결,2017-02-16,정유선,편집3팀,N,S2 정산정보 누락 건 등재
