판매채널콘텐츠ID,콘텐츠ID,콘텐츠명,정제_콘텐츠명,판매채널ID,판매채널명,그룹콘텐츠ID,그룹콘텐츠명,플랫폼콘텐츠ID,콘텐츠형태,콘텐츠상태,최초연재일,담당자,담당부서,정산시작여부,제외사유
155834,153371,잠식,잠식,1,봄툰KR(1068149784),475540,잠식,22151,소설,완결,2022-03-21,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
155842,153379,사장님의 장난감,사장님의장난감,1,봄툰KR(1068149784),490427,사장님의장난감,23021,소설,완결,2022-05-19,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
155858,153395,까마귀밥여름나무숲,까마귀밥여름나무숲,1,봄툰KR(1068149784),490439,까마귀밥여름나무숲,25005,소설,완결,2022-10-14,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156145,153663,히즈 마인,히즈마인,1,봄툰KR(1068149784),490629,히즈마인,13889,소설,완결,2020-05-18,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156156,153674,슈팅 스타,슈팅스타,1,봄툰KR(1068149784),475290,슈팅스타,14748,소설,완결,2020-08-31,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156168,153685,밤의 여왕,밤의여왕,1,봄툰KR(1068149784),478809,밤의여왕,15968,소설,완결,2020-12-16,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156206,153720,낯선 소꿉친구,낯선소꿉친구,1,봄툰KR(1068149784),490672,낯선소꿉친구,21063,소설,완결,2021-12-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156320,153830,붉은 심장에 푸르게 피어나다,붉은심장에푸르게피어나다,1,봄툰KR(1068149784),464446,케이더블유북스,36344,소설,완결,2024-06-25,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156452,153951,오메가 알러지,오메가알러지,1,봄툰KR(1068149784),490829,오메가알러지,11994,소설,완결,2019-11-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156461,153959,가면무,가면무,1,봄툰KR(1068149784),464337,가면무,13118,소설,완결,2020-03-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156479,153977,금소화동숙,금소화동숙,1,봄툰KR(1068149784),490851,금소화동숙,15985,소설,완결,2020-12-16,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156511,154008,패서네이팅 라이어(Fascinating Liar),패서네이팅라이어,1,봄툰KR(1068149784),490877,패서네이팅라이어(FascinatingLiar),19673,소설,완결,2021-09-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156532,154027,비제트,비제트,1,봄툰KR(1068149784),490893,비제트,23549,소설,완결,2022-06-28,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156536,154031,모어 댄 블루(More than BLUE),모어댄블루,1,봄툰KR(1068149784),486908,모어댄블루,24080,소설,완결,2022-08-05,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156635,154125,첫 발은 무조건 명중입니다,첫발은무조건명중입니다,1,봄툰KR(1068149784),464444,조아라,35937,소설,완결,2024-06-22,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156802,154278,비터 레인(Bitter Rain),비터레인,1,봄툰KR(1068149784),491071,비터레인(BitterRain),13080,소설,완결,2020-03-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156833,154309,천사가 내리는 숲,천사가내리는숲,1,봄툰KR(1068149784),491100,천사가내리는숲,17259,소설,완결,2021-03-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156839,154314,약국이 움직였다,약국이움직였다,1,봄툰KR(1068149784),491104,약국이움직였다,18282,소설,완결,2021-05-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156847,154322,열두 번째 첫사랑,열두번째첫사랑,1,봄툰KR(1068149784),491111,열두번째첫사랑,20246,소설,완결,2021-10-12,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156857,154332,마녀의 위장 결혼,마녀의위장결혼,1,봄툰KR(1068149784),479841,마녀의위장결혼,21788,소설,완결,2022-02-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
156922,154395,르렘이 돌아왔다,르렘이돌아왔다,1,봄툰KR(1068149784),491170,르렘이돌아왔다,29729,소설,완결,2023-08-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
157048,154514,Wake me up,wakemeup,1,봄툰KR(1068149784),491232,Wakemeup,4062,소설,완결,2017-08-24,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
157178,154638,두 집 살림을 하는 중입니다만,두집살림을하는중입니다만,1,봄툰KR(1068149784),491343,두집살림을하는중입니다만,22715,소설,완결,2022-04-22,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
157506,154949,너는 내 여자니까 (개정판),너는내여자니까,1,봄툰KR(1068149784),491593,너는내여자니까(개정판),21769,소설,완결,2022-02-14,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
157641,155077,고혹적 이혼 [개정판],고혹적이혼,1,봄툰KR(1068149784),464241,스마트빅,35574,소설,완결,2024-05-24,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
157859,155278,빌어먹을 사내연애,빌어먹을사내연애,1,봄툰KR(1068149784),491820,빌어먹을사내연애,24586,소설,완결,2022-09-11,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
158105,155510,"본능적으로, 너",본능적으로너,1,봄툰KR(1068149784),459829,"본능적으로,너",14966,소설,완결,2020-09-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158108,155513,황제는 소녀가 되었다,황제는소녀가되었다,1,봄툰KR(1068149784),491977,황제는소녀가되었다,15385,소설,완결,2020-10-15,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158112,155517,황금사슬,황금사슬,1,봄툰KR(1068149784),485219,황금사슬,15983,소설,완결,2020-12-16,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158126,155531,뻐꾸기 둥지,뻐꾸기둥지,1,봄툰KR(1068149784),491990,뻐꾸기둥지,17470,소설,완결,2021-03-22,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158135,155540,자비를 베푸소서(Miserere Nobis),자비를베푸소서,1,봄툰KR(1068149784),480738,자비를베푸소서(MiserereNobis),18938,소설,완결,2021-07-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158153,155558,주먹 구십구,주먹구십구,1,봄툰KR(1068149784),492014,주먹구십구,21721,소설,완결,2022-02-03,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158279,155677,그거 고백 아니었는데,그거고백아니었는데,1,봄툰KR(1068149784),464485,도서출판가하,36042,소설,완결,2024-06-13,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158373,155762,뜨거운 녀석들,뜨거운녀석들,1,봄툰KR(1068149784),477586,뜨거운녀석들,6800,소설,완결,2018-04-19,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158455,155844,"힐 미, 나우",힐미나우,1,봄툰KR(1068149784),492226,"힐미,나우",18020,소설,완결,2021-04-23,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158593,155980,스투피드 피그말리온 (Stupid Pygmalion) (15세 개정판),스투피드피그말리온,1,봄툰KR(1068149784),379227,북극여우,36223,소설,완결,2024-06-20,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
158762,111258,감미로운 나의 짐승에게,감미로운나의짐승에게,1,봄툰KR(1068149784),454949,감미로운나의짐승에게,17362,소설,완결,2021-03-11,김수지(A),봄툰소설편집팀,N,S2 정산정보 누락 건 등재
158820,156189,둘만의 밤,둘만의밤,1,봄툰KR(1068149784),492472,둘만의밤,27061,소설,완결,2023-03-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159042,156393,영원한 너의 거짓말,영원한너의거짓말,1,봄툰KR(1068149784),492608,영원한너의거짓말,13570,소설,완결,2020-05-11,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159051,156402,너를 길들이는 방법,너를길들이는방법,1,봄툰KR(1068149784),492617,너를길들이는방법,14934,소설,완결,2020-09-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159414,136990,악녀도 죽었다 살아나면 정신을 차린다,악녀도죽었다살아나면정신을차린다,1,봄툰KR(1068149784),478131,악녀도죽었다살아나면정신을차린다,21756,소설,완결,2022-02-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159417,156745,열 밤 자고 올게요,열밤자고올게요,1,봄툰KR(1068149784),492871,열밤자고올게요,21900,소설,완결,2022-02-21,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159443,156770,팀장님. 저 불편해요?,팀장님저불편해요,1,봄툰KR(1068149784),492890,팀장님.저불편해요?,24946,소설,완결,2022-10-01,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159503,156828,엉덩이 좀 빼주세요!,엉덩이좀빼주세요,1,봄툰KR(1068149784),492941,엉덩이좀빼주세요!,31664,소설,완결,2023-11-21,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159672,156980,"우정, 그 불순한",우정그불순한,1,봄툰KR(1068149784),484039,"우정,그불순한",12363,소설,완결,2019-12-19,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159689,156996,블랙 러브(Black Love),블랙러브,1,봄툰KR(1068149784),493054,블랙러브(BlackLove),15252,소설,완결,2020-09-18,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159694,157001,구원-시리즈,구원시리즈,1,봄툰KR(1068149784),493058,구원-시리즈,15952,소설,완결,2020-12-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159718,157023,오늘부터 계약합시다,오늘부터계약합시다,1,봄툰KR(1068149784),493075,오늘부터계약합시다,19115,소설,완결,2021-07-15,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
159729,157032,거울 호흡,거울호흡,1,봄툰KR(1068149784),493082,거울호흡,21193,소설,완결,2021-12-16,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
160055,157338,달이 건너는 사막,달이건너는사막,1,봄툰KR(1068149784),493301,달이건너는사막,23129,소설,완결,2022-06-03,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416104,176315,연애적 이국정서,연애적이국정서,1,봄툰KR(1068149784),463521,연애적이국정서,13160,소설,완결,2020-03-10,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416133,176344,지독한 릴리,지독한릴리,1,봄툰KR(1068149784),466206,지독한릴리,21274,소설,완결,2021-12-24,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416135,176346,골든보이,골든보이,1,봄툰KR(1068149784),466580,골든보이,4400,소설,완결,2017-09-29,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416138,176349,"밤에 만나요, 선배",밤에만나요선배,1,봄툰KR(1068149784),466914,"밤에만나요,선배",14081,소설,완결,2020-06-11,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416150,176361,국혼전야,국혼전야,1,봄툰KR(1068149784),468064,국혼전야,12689,소설,완결,2020-01-30,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416158,176369,원 스텝 프롬 헬,원스텝프롬헬,1,봄툰KR(1068149784),468595,원스텝프롬헬,14811,소설,완결,2020-08-29,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416175,176386,버림받은 황자와 요리사,버림받은황자와요리사,1,봄툰KR(1068149784),470276,버림받은황자와요리사,20769,소설,완결,2021-11-19,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416179,176390,404 Not Found,notfound,1,봄툰KR(1068149784),464387,404NotFound,15292,소설,완결,2020-09-29,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416190,176401,죽은 성기사의 주인,죽은성기사의주인,1,봄툰KR(1068149784),471400,죽은성기사의주인,15574,소설,완결,2020-10-20,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416195,176406,일기예보적 연애,일기예보적연애,1,봄툰KR(1068149784),472073,일기예보적연애,15950,소설,완결,2020-12-04,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416211,176422,물들어가는 시간,물들어가는시간,1,봄툰KR(1068149784),472753,물들어가는시간,12682,소설,완결,2020-01-30,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416223,176434,체온,체온,1,봄툰KR(1068149784),468597,체온,20485,소설,완결,2021-10-29,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416232,176443,뜨거운 시선,뜨거운시선,1,봄툰KR(1068149784),471920,뜨거운시선,14012,소설,완결,2020-06-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416233,176444,진짜 조연이세요?,진짜조연이세요,1,봄툰KR(1068149784),475736,진짜조연이세요?,20576,소설,완결,2021-11-05,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416237,176448,반야가인,반야가인,1,봄툰KR(1068149784),475929,반야가인,13151,소설,완결,2020-03-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416250,176461,냉정한 꽃,냉정한꽃,1,봄툰KR(1068149784),477133,냉정한꽃,13984,소설,완결,2020-06-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416260,176471,레드 라이트,레드라이트,1,봄툰KR(1068149784),476277,레드라이트,12627,소설,완결,2020-01-14,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416266,176477,슈가 레인,슈가레인,1,봄툰KR(1068149784),478781,슈가레인,16779,소설,완결,2021-02-08,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416288,176499,스핀들,스핀들,1,봄툰KR(1068149784),480422,스핀들,15947,소설,완결,2020-12-04,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416291,176502,크리스마스의 법칙,크리스마스의법칙,1,봄툰KR(1068149784),480864,크리스마스의법칙,13966,소설,완결,2020-06-01,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416300,176511,나쁜 걸 알면서도,나쁜걸알면서도,1,봄툰KR(1068149784),465751,나쁜걸알면서도,24066,소설,완결,2022-08-03,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416302,176513,더 컬러 오브 더 나이트,더컬러오브더나이트,1,봄툰KR(1068149784),468874,더컬러오브더나이트,15944,소설,완결,2020-12-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416308,176519,사냥꾼,사냥꾼,1,봄툰KR(1068149784),482243,사냥꾼,20149,소설,완결,2021-09-30,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416309,176520,내게 복종하세요,내게복종하세요,1,봄툰KR(1068149784),471210,내게복종하세요,21273,소설,완결,2021-12-24,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416315,176526,킬 더 라이츠,킬더라이츠,1,봄툰KR(1068149784),468135,킬더라이츠,14827,소설,완결,2020-09-01,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416316,176527,혼약,혼약,1,봄툰KR(1068149784),462255,혼약,14829,소설,완결,2020-09-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416328,176539,나의 주인,나의주인,1,봄툰KR(1068149784),458649,나의주인,16019,소설,완결,2020-12-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416331,176542,결혼 독촉장,결혼독촉장,1,봄툰KR(1068149784),483966,결혼독촉장,13948,소설,완결,2020-05-29,남단미,패밀리케어팀,Y,S2 정산정보 누락 건 등재
416345,176556,날 죽이고 가,날죽이고가,1,봄툰KR(1068149784),484970,날죽이고가,29263,소설,완결,2023-06-28,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416348,176559,불친절한 부부생활,불친절한부부생활,1,봄툰KR(1068149784),476802,불친절한부부생활,23630,소설,완결,2022-07-01,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416368,176579,꽃피는 봄이 오면,꽃피는봄이오면,1,봄툰KR(1068149784),473269,꽃피는봄이오면,17250,소설,완결,2021-03-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416370,176581,정의로운 연애,정의로운연애,1,봄툰KR(1068149784),465758,정의로운연애,13164,소설,완결,2020-03-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416374,176585,비즈니스 퍼포먼스,비즈니스퍼포먼스,1,봄툰KR(1068149784),467615,비즈니스퍼포먼스,12726,소설,완결,2020-01-30,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416383,176594,앙앙,앙앙,1,봄툰KR(1068149784),489093,앙앙,13166,소설,완결,2020-03-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416390,176601,선을 넘다,선을넘다,1,봄툰KR(1068149784),469531,선을넘다,24564,소설,완결,2022-09-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416402,176613,"메이데이, 메이데이, 메이데이(Mayday, Mayday, Mayday)",메이데이메이데이메이데이,1,봄툰KR(1068149784),482295,"메이데이,메이데이,메이데이(Mayday,Mayday,Mayday)",13149,소설,완결,2020-03-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416409,176620,한밤중에 공작저에서는,한밤중에공작저에서는,1,봄툰KR(1068149784),466474,한밤중에공작저에서는,22009,소설,완결,2022-02-24,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416412,176623,더 루트 오브 블러드(The Root of Blood),더루트오브블러드,1,봄툰KR(1068149784),464581,더루트오브블러드(TheRootofBlood),17456,소설,완결,2021-03-19,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416419,176630,인연,인연,1,봄툰KR(1068149784),461233,인연,13162,소설,완결,2020-03-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416428,176639,재생,재생,1,봄툰KR(1068149784),477370,재생,9960,소설,완결,2019-04-17,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416433,176644,남편의 맛 [개정판],남편의맛,1,봄툰KR(1068149784),483352,남편의맛[개정판],21276,소설,완결,2021-12-24,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416441,176652,악당의 끝은 선택이 아니다,악당의끝은선택이아니다,1,봄툰KR(1068149784),482465,악당의끝은선택이아니다,20574,소설,완결,2021-11-05,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416442,176653,원 써머 나이트,원써머나이트,1,봄툰KR(1068149784),476269,원써머나이트,21530,소설,완결,2022-01-13,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
416455,176666,갖고 싶은 그 남자,갖고싶은그남자,1,봄툰KR(1068149784),464281,갖고싶은그남자,13981,소설,완결,2020-06-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479367,239335,학생회장에게는 자퇴가 필요합니다,학생회장에게는자퇴가필요합니다,1,봄툰KR(1068149784),464498,고렘팩토리,39025,소설,완결,2024-10-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479394,239361,사련가(巳蓮歌),사련가,1,봄툰KR(1068149784),464444,조아라,39705,소설,완결,2024-11-13,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479572,239538,"가지 마, 내 곁에 있어줘",가지마내곁에있어줘,1,봄툰KR(1068149784),463611,데이즈엔터,40029,소설,완결,2024-11-25,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479620,239585,플레이 플레이(Play play),플레이플레이,1,봄툰KR(1068149784),378288,조은세상,38062,소설,완결,2024-09-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479622,239587,냉혈한 공작의 아내는 바꿔치기 되었다,냉혈한공작의아내는바꿔치기되었다,1,봄툰KR(1068149784),464469,텐북,38314,소설,완결,2024-09-14,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479659,239624,의원 집 외동딸,의원집외동딸,1,봄툰KR(1068149784),538022,엠스토리허브,39635,소설,완결,2024-11-06,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479676,239641,왕관은 마녀의 손에,왕관은마녀의손에,1,봄툰KR(1068149784),464492,와이엠북스,39940,소설,완결,2024-11-20,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479689,239654,이 드라마를 당신에게 바칩니다,이드라마를당신에게바칩니다,1,봄툰KR(1068149784),464291,문피아,39848,소설,완결,2024-11-18,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479703,239668,러브 크라임,러브크라임,1,봄툰KR(1068149784),464485,도서출판가하,37526,소설,완결,2024-08-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479707,239672,그 성녀님의 눈물을 조심하세요!,그성녀님의눈물을조심하세요,1,봄툰KR(1068149784),464096,콘텐츠랩블루,36982,소설,완결,2024-07-18,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479744,239708,그라티나스,그라티나스,1,봄툰KR(1068149784),464291,문피아,39727,소설,완결,2024-11-13,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479748,239712,네 연인의 액을 먹게 해 줘,네연인의액을먹게해줘,1,봄툰KR(1068149784),379718,다온크리에이티브,36971,소설,완결,2024-07-18,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479756,239720,전래연(傳來戀) : 암행어사 사건첩,전래연암행어사사건첩,1,봄툰KR(1068149784),464449,마이디팟,38423,소설,완결,2024-09-19,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479828,239791,그대를 사랑할까 봐,그대를사랑할까봐,1,봄툰KR(1068149784),464291,문피아,39728,소설,완결,2024-11-13,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479842,239805,아포리아,아포리아,1,봄툰KR(1068149784),464485,도서출판가하,38066,소설,완결,2024-09-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479934,239897,기억하나요,기억하나요,1,봄툰KR(1068149784),464485,도서출판가하,37087,소설,완결,2024-07-23,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
479947,239910,"겨울, 또다시",겨울또다시,1,봄툰KR(1068149784),464485,도서출판가하,37530,소설,완결,2024-08-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480028,239989,마왕성 복지가 좋다더라,마왕성복지가좋다더라,1,봄툰KR(1068149784),464444,조아라,39517,소설,완결,2024-11-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480042,240003,에덴의 왕국,에덴의왕국,1,봄툰KR(1068149784),421771,북팔,38919,소설,완결,2024-10-09,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480062,240023,공포 추리 게임 속에 갇힘,공포추리게임속에갇힘,1,봄툰KR(1068149784),464291,문피아,37770,소설,완결,2024-08-19,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480086,240047,대공이 자꾸 내 속을 훔쳐본다,대공이자꾸내속을훔쳐본다,1,봄툰KR(1068149784),467477,가람미디어허브,39933,소설,완결,2024-11-20,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480100,240061,애인의 조건,애인의조건,1,봄툰KR(1068149784),464485,도서출판가하,36598,소설,완결,2024-07-03,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480117,240078,가가가(佳假歌),가가가,1,봄툰KR(1068149784),389292,테라핀(구_코핀),39734,소설,완결,2024-11-14,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480154,240114,사락 (외전증보판),사락,1,봄툰KR(1068149784),463611,데이즈엔터,37785,소설,완결,2024-08-26,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480263,240222,당신으로부터의 서신 (외전증보판),당신으로부터의서신,1,봄툰KR(1068149784),464444,조아라,39564,소설,완결,2024-11-06,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480289,240248,마왕님의 슬기로운 결혼 생활,마왕님의슬기로운결혼생활,1,봄툰KR(1068149784),538022,엠스토리허브,36616,소설,완결,2024-07-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480293,240252,배교자,배교자,1,봄툰KR(1068149784),536378,에이투지엔터테인먼트,39024,소설,완결,2024-10-10,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480295,240254,완벽한 후견인을 소유하는 일 (19세 완전판),완벽한후견인을소유하는일,1,봄툰KR(1068149784),378340,서울미디어코믹스,36959,소설,완결,2024-07-18,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480319,240278,불꽃은 언제나 빛을 꿈꾼다,불꽃은언제나빛을꿈꾼다,1,봄툰KR(1068149784),464449,마이디팟,39338,소설,완결,2024-10-25,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480325,240284,기도,기도,1,봄툰KR(1068149784),464444,조아라,39920,소설,완결,2024-11-20,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480394,240351,로판의 정석,로판의정석,1,봄툰KR(1068149784),464444,조아라,38616,소설,완결,2024-09-26,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480419,240375,워터 템플,워터템플,1,봄툰KR(1068149784),464291,문피아,39585,소설,완결,2024-11-07,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480423,240379,네 곁에 없는 것 같아도,네곁에없는것같아도,1,봄툰KR(1068149784),464241,스마트빅,36892,소설,완결,2024-07-15,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480483,240438,살루암의 해,살루암의해,1,봄툰KR(1068149784),464291,문피아,40038,소설,완결,2024-11-25,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480486,240441,오래된 마녀와 그녀의 어린 기사,오래된마녀와그녀의어린기사,1,봄툰KR(1068149784),464446,케이더블유북스,38103,소설,완결,2024-09-03,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480555,240510,두 번째 원나잇,두번째원나잇,1,봄툰KR(1068149784),464456,아미티에,37355,소설,완결,2024-08-08,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480569,240523,비적자생존의 법칙,비적자생존의법칙,1,봄툰KR(1068149784),389292,테라핀(구_코핀),38790,소설,완결,2024-10-02,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480588,240542,1위 길드의 D급 길드장님,위길드의d급길드장님,1,봄툰KR(1068149784),464465,디앤씨북스,38386,소설,완결,2024-09-12,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480626,240579,조연 인생 18년 차 회귀 후 깨달은 것,조연인생년차회귀후깨달은것,1,봄툰KR(1068149784),464449,마이디팟,39779,소설,완결,2024-11-14,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480644,240597,그땐 그랬었다,그땐그랬었다,1,봄툰KR(1068149784),464479,스토리위즈유통,37884,소설,완결,2024-08-21,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480648,240601,비욘드 더 레트로,비욘드더레트로,1,봄툰KR(1068149784),464444,조아라,39603,소설,완결,2024-11-07,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480701,240654,안영경찰서 형사 1팀에 어서 오세요,안영경찰서형사팀에어서오세요,1,봄툰KR(1068149784),464449,마이디팟,38289,소설,완결,2024-09-12,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480754,240707,SoL - 당신이 나를 모르던 시간,sol당신이나를모르던시간,1,봄툰KR(1068149784),464291,문피아,37805,소설,완결,2024-08-23,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480772,240725,내 아버지의 아들을 찾아서,내아버지의아들을찾아서,1,봄툰KR(1068149784),464446,케이더블유북스,38238,소설,완결,2024-09-06,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480782,240735,망서슬파랑꽃,망서슬파랑꽃,1,봄툰KR(1068149784),464479,스토리위즈유통,39805,소설,완결,2024-11-14,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480792,240745,정도문,정도문,1,봄툰KR(1068149784),464241,스마트빅,39929,소설,완결,2024-11-20,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480799,240752,로미오와 티볼트,로미오와티볼트,1,봄툰KR(1068149784),464471,딜라이트북스,38835,소설,완결,2024-10-04,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
480802,240755,지워지지 않을,지워지지않을,1,봄툰KR(1068149784),464241,스마트빅,36672,소설,완결,2024-07-07,권소현,소설유통팀,N,S2 정산정보 누락 건 등재
